Judul,Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
2.05 . 2.05.01 . 20.19 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,0,11210000,11210000,0,
2.05 . 2.05.01 . 20.19 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,0,2000000,2000000,0,"Konsumsi RapatMakan dan Minum Rapat80 om x 25.000,00 = 2.000.000,00"
2.05 . 2.05.01 . 20.19 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,0,9210000,9210000,0,"Konsumsi  kegiatanKonsumsi pertemuan kelompok300 om x 25.000,00 = 7.500.000,00
Konsumsi workshop60 om x 28.500,00 = 1.710.000,00"
2.05 . 2.05.01 . 20.19 . 5.2.2.15 ,Belanja Perjalanan Dinas ,0,1140000,1140000,0,
2.05 . 2.05.01 . 20.19 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,0,1140000,1140000,0,"Dalam rangka pendataan dan pembinaan kelompokGolongan IV8 op x 50.000,00 = 400.000,00
Golongan III11 op x 40.000,00 = 440.000,00
Golongan II10 op x 30.000,00 = 300.000,00"
2.05 . 2.05.01 . 20.19 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,0,4300000,4300000,0,
2.05 . 2.05.01 . 20.19 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,0,2800000,2800000,0,"Honor narasumber workshopNarasumber8 jpl x 250.000,00 = 2.000.000,00
Honor Moderator WorkshopModerator8 jpl x 100.000,00 = 800.000,00"
2.05 . 2.05.01 . 20.19 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,0,1500000,1500000,0,"Uang saku peserta workshopUang saku50 oh x 30.000,00 = 1.500.000,00"
2.05 . 2.05.01 . 21 ,Program Pengembangan Perikanan Tangkap ,657500000,501725000,-155775000,-23.69,
2.05 . 2.05.01 . 21.08 ,Fishing Ground PMT (Pemetaan) ,20000000,18500000,-1500000,-7.5,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Wilayah Laut Kab. Bantul"
2.05 . 2.05.01 . 21.08 . 5.2.1 ,Belanja Pegawai ,3030000,3030000,0,0,
2.05 . 2.05.01 . 21.08 . 5.2.1.01 ,Honorarium PNS ,3030000,3030000,0,0,
2.05 . 2.05.01 . 21.08 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,3030000,3030000,0,0,"Honor panitia pelaksana kegiatan fishing groundKetua3 ob x 160.000,00 = 480.000,00
Sekretaris3 ob x 150.000,00 = 450.000,00
Anggota9 ob x 140.000,00 = 1.260.000,00
Honor pelaksana kegiatan
Honor petugas analisis data fishing ground6 ob x 140.000,00 = 840.000,00"
2.05 . 2.05.01 . 21.08 . 5.2.2 ,Belanja Barang dan Jasa ,16970000,15470000,-1500000,-8.84,
2.05 . 2.05.01 . 21.08 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1495000,1495000,0,0,
2.05 . 2.05.01 . 21.08 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1495000,1495000,0,0,"Belanja ATK
ATK dan komputer supplai1 paket x 1.495.000,00 = 1.495.000,00"
2.05 . 2.05.01 . 21.08 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1475000,1475000,0,0,
2.05 . 2.05.01 . 21.08 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1475000,1475000,0,0,"Belanja penggandaanBuku panduan nelayan35 eksemplar x 25.000,00 = 875.000,00
Laporan kegiatan4 eksemplar x 25.000,00 = 100.000,00
Dokumen fishing ground5 buku x 100.000,00 = 500.000,00"
2.05 . 2.05.01 . 21.08 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,5250000,5250000,0,0,
2.05 . 2.05.01 . 21.08 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1750000,1750000,0,0,"Belanja makan dan minum rapatKonsumsi rapat100 om x 17.500,00 = 1.750.000,00"
2.05 . 2.05.01 . 21.08 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,3500000,3500000,0,0,"Belanja makan dan minum pelaksanaan kegiatan
Konsumsi pelaksanaan kegiatan200 om x 17.500,00 = 3.500.000,00"
2.05 . 2.05.01 . 21.08 . 5.2.2.15 ,Belanja Perjalanan Dinas ,3750000,2250000,-1500000,-40,
2.05 . 2.05.01 . 21.08 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,3750000,2250000,-1500000,-40,"Ke kecamatanGolongan IV0 op x 50.000,00 = 0,00
Golongan III0 op x 40.000,00 = 0,00
Golongan II0 op x 30.000,00 = 0,00
Golongan IV/III/II1 LS x 2.250.000,00 = 2.250.000,00"
2.05 . 2.05.01 . 21.08 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,5000000,5000000,0,0,
2.05 . 2.05.01 . 21.08 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,5000000,5000000,0,0,"Honorarium peserta kegiatanUang saku harian peserta200 oh x 25.000,00 = 5.000.000,00"
2.05 . 2.05.01 . 21.15 ,Operasional Tempat Pelelangan Ikan ,55000000,55000000,0,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : 6 TPI di Kab. Bantul"
2.05 . 2.05.01 . 21.15 . 5.2.1 ,Belanja Pegawai ,5900000,5900000,0,0,
2.05 . 2.05.01 . 21.15 . 5.2.1.01 ,Honorarium PNS ,5900000,5900000,0,0,
2.05 . 2.05.01 . 21.15 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,5900000,5900000,0,0,"Honorarium penyelenggara kegiatan
Ketua10 ob x 160.000,00 = 1.600.000,00
Sekretaris10 ob x 150.000,00 = 1.500.000,00
Anggota20 oh x 140.000,00 = 2.800.000,00"
2.05 . 2.05.01 . 21.15 . 5.2.2 ,Belanja Barang dan Jasa ,33725000,33725000,0,0,
2.05 . 2.05.01 . 21.15 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,4090000,4090000,0,0,
2.05 . 2.05.01 . 21.15 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,4090000,4090000,0,0,"Belanja ATK
ATK operasional TPI1 LS x 3.000.000,00 = 3.000.000,00
ATK peserta30 paket x 20.000,00 = 600.000,00
ATK dan komputer supplai1 paket x 490.000,00 = 490.000,00"
2.05 . 2.05.01 . 21.15 . 5.2.2.02 ,Belanja Bahan/Material ,2100000,2100000,0,0,
2.05 . 2.05.01 . 21.15 . 5.2.2.02.12 ,Belanja alat-alat/perlengkapan ,2100000,2100000,0,0,"Belanja Alat/PerlengkapanAtribut kegiatan30 paket x 70.000,00 = 2.100.000,00"
2.05 . 2.05.01 . 21.15 . 5.2.2.03 ,Belanja Jasa Kantor ,120000,120000,0,0,
2.05 . 2.05.01 . 21.15 . 5.2.2.03.15 ,Belanja Publikasi ,120000,120000,0,0,"Belanja PublikasiSpanduk1 buah x 120.000,00 = 120.000,00"
2.05 . 2.05.01 . 21.15 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,4325000,4325000,0,0,
2.05 . 2.05.01 . 21.15 . 5.2.2.06.01 ,Belanja Cetak ,4000000,4000000,0,0,"Belanja Cetak
Cetak Karcis Lelang1 paket x 4.000.000,00 = 4.000.000,00"
2.05 . 2.05.01 . 21.15 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,325000,325000,0,0,"Belanja Penggandaanlaporan kegiatan8 eksemplar x 25.000,00 = 200.000,00
fotokopi1 LS x 125.000,00 = 125.000,00"
2.05 . 2.05.01 . 21.15 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,1050000,1050000,0,0,
2.05 . 2.05.01 . 21.15 . 5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,1050000,1050000,0,0,"Belanja sewa ruang pertemuan
Sewa tempat pelatihan3 hari x 350.000,00 = 1.050.000,00"
2.05 . 2.05.01 . 21.15 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,12170000,12170000,0,0,
2.05 . 2.05.01 . 21.15 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,8750000,8750000,0,0,"Makan dan minum rapat
Makan dan minum rapat persiapan dan evaluasi pelatihan60 om x 17.500,00 = 1.050.000,00
Makan dan minum rapat rutin TPI440 om x 17.500,00 = 7.700.000,00"
2.05 . 2.05.01 . 21.15 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,3420000,3420000,0,0,"Makan dan minum pelaksanaan kegiatan120 om x 28.500,00 = 3.420.000,00"
2.05 . 2.05.01 . 21.15 . 5.2.2.15 ,Belanja Perjalanan Dinas ,3170000,3170000,0,0,
2.05 . 2.05.01 . 21.15 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,3170000,3170000,0,0,"Dalam rangka pelatihan dan evaluasiGolongan IV10 op x 50.000,00 = 500.000,00
Golongan III20 op x 40.000,00 = 800.000,00
Golongan II5 op x 30.000,00 = 150.000,00
Dalam rangka monitoring dan pembinaan TPIGolongan IV10 op x 50.000,00 = 500.000,00
Golongan III23 op x 40.000,00 = 920.000,00
Golongan II10 op x 30.000,00 = 300.000,00"
2.05 . 2.05.01 . 21.15 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,6700000,6700000,0,0,
2.05 . 2.05.01 . 21.15 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,4000000,4000000,0,0,"Honorarium narasumber
Honor narasumber PNS20 jpl x 150.000,00 = 3.000.000,00
Honor narasumber Non PNS4 jpl x 250.000,00 = 1.000.000,00"
2.05 . 2.05.01 . 21.15 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,2700000,2700000,0,0,"Honor peserta pelatihan
Uang saku peserta pelatihan90 oh x 30.000,00 = 2.700.000,00"
2.05 . 2.05.01 . 21.15 . 5.2.3 ,Belanja Modal ,15375000,15375000,0,0,
2.05 . 2.05.01 . 21.15 . 5.2.3.33 ,Belanja Modal Pengadaan Alat-alat Perikanan ,15375000,15375000,0,0,
2.05 . 2.05.01 . 21.15 . 5.2.3.33.04 ,Belanja Modal Pengadaan Kelengkapan TPI ,15375000,15375000,0,0,"Belanja modal pengadaan kelengkapan TPI1 paket x 15.000.000,00 = 15.000.000,00
Honor pejabat pengadaan barang/jasa1 o/p x 200.000,00 = 200.000,00
Honor pejabat penerima/pemeriksa1 o/p x 175.000,00 = 175.000,00"
2.05 . 2.05.01 . 21.16 ,Operasional Kapal Ikan ,122500000,6000000,-116500000,-95.1,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul"
2.05 . 2.05.01 . 21.16 . 5.2.1 ,Belanja Pegawai ,4380000,2920000,-1460000,-33.33,
2.05 . 2.05.01 . 21.16 . 5.2.1.01 ,Honorarium PNS ,4380000,2920000,-1460000,-33.33,
2.05 . 2.05.01 . 21.16 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,4380000,2920000,-1460000,-33.33,"Honor panitia pelaksana kegiatanKetua4 ob x 160.000,00 = 640.000,00
Sekretaris4 ob x 150.000,00 = 600.000,00
Anggota12 ob x 140.000,00 = 1.680.000,00"
2.05 . 2.05.01 . 21.16 . 5.2.2 ,Belanja Barang dan Jasa ,118120000,3080000,-115040000,-97.39,
2.05 . 2.05.01 . 21.16 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,74500000,0,-74500000,-100,
2.05 . 2.05.01 . 21.16 . 5.2.2.01.06 ,Belanja Bahan Bakar Minyak/Gas (Non Kendaraan) ,74500000,0,-74500000,-100,"Belanja BBM untuk uji coba operasional kapal 30 GTSolar0 LS x 60.500.000,00 = 0,00
Pelumas0 LS x 14.000.000,00 = 0,00"
2.05 . 2.05.01 . 21.16 . 5.2.2.02 ,Belanja Bahan/Material ,38700000,0,-38700000,-100,
2.05 . 2.05.01 . 21.16 . 5.2.2.02.08 ,Belanja Bahan Makanan ,38700000,0,-38700000,-100,"Belanja bahan makanan kegiatan uji coba operasional kapal 30 GT
Belanja operasional melaut0 paket x 6.450.000,00 = 0,00"
2.05 . 2.05.01 . 21.16 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,100000,100000,0,0,
2.05 . 2.05.01 . 21.16 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,100000,100000,0,0,"Belanja penggandaanLaporan kegiatan4 eksemplar x 25.000,00 = 100.000,00"
2.05 . 2.05.01 . 21.16 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2000000,1200000,-800000,-40,
2.05 . 2.05.01 . 21.16 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2000000,1200000,-800000,-40,"Konsumsi rapat60 om x 20.000,00 = 1.200.000,00"
2.05 . 2.05.01 . 21.16 . 5.2.2.15 ,Belanja Perjalanan Dinas ,2820000,1780000,-1040000,-36.88,
2.05 . 2.05.01 . 21.16 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2820000,1780000,-1040000,-36.88,"Perjalanan ke luar kabupatenGolongan IV3 op x 70.000,00 = 210.000,00
Golongan III9 op x 60.000,00 = 540.000,00
Golongan II2 o/p x 50.000,00 = 100.000,00
Dalam rangka pembinaan kelompokGolongan IV7 op x 50.000,00 = 350.000,00
Golongan III13 op x 40.000,00 = 520.000,00
Golongan II2 op x 30.000,00 = 60.000,00"
2.05 . 2.05.01 . 21.17 ,Peningkatan Kapasitas Pengelolaan PUMP Perikanan Tangkap ,35000000,30000000,-5000000,-14.29,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul"
2.05 . 2.05.01 . 21.17 . 5.2.1 ,Belanja Pegawai ,2920000,2920000,0,0,
2.05 . 2.05.01 . 21.17 . 5.2.1.01 ,Honorarium PNS ,2920000,2920000,0,0,
2.05 . 2.05.01 . 21.17 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,2920000,2920000,0,0,"Honor Tim Pelaksana TeknisKetua4 ob x 160.000,00 = 640.000,00
Sekretaris4 ob x 150.000,00 = 600.000,00
Anggota12 ob x 140.000,00 = 1.680.000,00"
2.05 . 2.05.01 . 21.17 . 5.2.2 ,Belanja Barang dan Jasa ,32080000,27080000,-5000000,-15.59,
2.05 . 2.05.01 . 21.17 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,4350000,4350000,0,0,
2.05 . 2.05.01 . 21.17 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,4350000,4350000,0,0,"Belanja ATKATK Peserta Pelatihan20 paket x 30.000,00 = 600.000,00
ATK dan supplai komputer1 paket x 1.350.000,00 = 1.350.000,00
ATK administrasi pembukuan kelompok4 paket x 600.000,00 = 2.400.000,00"
2.05 . 2.05.01 . 21.17 . 5.2.2.03 ,Belanja Jasa Kantor ,150000,150000,0,0,
2.05 . 2.05.01 . 21.17 . 5.2.2.03.15 ,Belanja Publikasi ,150000,150000,0,0,"Publikasi kegiatanSpanduk1 paket x 150.000,00 = 150.000,00"
2.05 . 2.05.01 . 21.17 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1230000,1005000,-225000,-18.29,
2.05 . 2.05.01 . 21.17 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1230000,1005000,-225000,-18.29,"Penggandaan/fotokopi
Penggandaan laporan kegiatan12 eksemplar x 25.000,00 = 300.000,00
Fotokopi1 LS x 705.000,00 = 705.000,00"
2.05 . 2.05.01 . 21.17 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,800000,800000,0,0,
2.05 . 2.05.01 . 21.17 . 5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,800000,800000,0,0,"Sewa ruang pertemuan
Sewa tempat pelatihan2 hari x 400.000,00 = 800.000,00"
2.05 . 2.05.01 . 21.17 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,12320000,9065000,-3255000,-26.42,
2.05 . 2.05.01 . 21.17 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,10325000,7070000,-3255000,-31.53,"Makan minum rapatKonsumsi rapat40 om x 17.500,00 = 700.000,00
Jamuan rapat pembinaan kelompok364 om x 17.500,00 = 6.370.000,00"
2.05 . 2.05.01 . 21.17 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,1995000,1995000,0,0,"Makan minum kegiatanMakan minum pelatihan70 om x 28.500,00 = 1.995.000,00"
2.05 . 2.05.01 . 21.17 . 5.2.2.15 ,Belanja Perjalanan Dinas ,8830000,7310000,-1520000,-17.21,
2.05 . 2.05.01 . 21.17 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,3830000,2310000,-1520000,-39.69,"Dalam rangka pendampingan dan monev ke kelompok
Golongan IV11 op x 50.000,00 = 550.000,00
Golongan III22 op x 40.000,00 = 880.000,00
Golongan II8 op x 30.000,00 = 240.000,00
Dalam rangka konsultasi/koordinasi ke Pemda DIY
Golongan IV4 op x 70.000,00 = 280.000,00
Golongan III6 op x 60.000,00 = 360.000,00"
2.05 . 2.05.01 . 21.17 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,5000000,5000000,0,0,"Dalam rangka koordinasi/konsultasi ke Luar Daerah1 LS x 5.000.000,00 = 5.000.000,00"
2.05 . 2.05.01 . 21.17 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,4400000,4400000,0,0,
2.05 . 2.05.01 . 21.17 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,3200000,3200000,0,0,"Honorarium narasumber pelatihan
Honor narasumber PNS8 jpl x 150.000,00 = 1.200.000,00
Honor narasumber non PNS8 jpl x 250.000,00 = 2.000.000,00"
2.05 . 2.05.01 . 21.17 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,1200000,1200000,0,0,"Honorarium peserta pelatihan
Uang saku peserta pelatihan40 oh x 30.000,00 = 1.200.000,00"
2.05 . 2.05.01 . 21.18 ,Pengawasan Pemanfaatan Kapal BIB ,10000000,10000000,0,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul"
2.05 . 2.05.01 . 21.18 . 5.2.1 ,Belanja Pegawai ,5130000,5130000,0,0,
2.05 . 2.05.01 . 21.18 . 5.2.1.01 ,Honorarium PNS ,5130000,5130000,0,0,
2.05 . 2.05.01 . 21.18 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,5130000,5130000,0,0,"Honorarium tim pengawasKetua3 ob x 160.000,00 = 480.000,00
Sekretaris3 ob x 150.000,00 = 450.000,00
Anggota30 ob x 140.000,00 = 4.200.000,00"
2.05 . 2.05.01 . 21.18 . 5.2.2 ,Belanja Barang dan Jasa ,4870000,4870000,0,0,
2.05 . 2.05.01 . 21.18 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,475000,475000,0,0,
2.05 . 2.05.01 . 21.18 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,475000,475000,0,0,"Belanja ATK
ATK kegiatan1 paket x 475.000,00 = 475.000,00"
2.05 . 2.05.01 . 21.18 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,125000,125000,0,0,
2.05 . 2.05.01 . 21.18 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,125000,125000,0,0,"Penggandaan/fotokopi
Penggandaan laporan kegiatan5 eksemplar x 25.000,00 = 125.000,00"
2.05 . 2.05.01 . 21.18 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1750000,1750000,0,0,
2.05 . 2.05.01 . 21.18 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1750000,1750000,0,0,"Makan minum rapatJamuan rapat100 om x 17.500,00 = 1.750.000,00"
2.05 . 2.05.01 . 21.18 . 5.2.2.15 ,Belanja Perjalanan Dinas ,2520000,2520000,0,0,
2.05 . 2.05.01 . 21.18 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2520000,2520000,0,0,"Dalam rangka pengawasan ke Sadeng
Golongan IV11 op x 70.000,00 = 770.000,00
Golongan III25 op x 60.000,00 = 1.500.000,00
Golongan II5 op x 50.000,00 = 250.000,00"
2.05 . 2.05.01 . 21.19 ,Peningkatan Kapasitas Kelembagaan Nelayan ,100000000,74725000,-25275000,-25.28,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul"
2.05 . 2.05.01 . 21.19 . 5.2.2 ,Belanja Barang dan Jasa ,81725000,74725000,-7000000,-8.57,
2.05 . 2.05.01 . 21.19 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1600000,1600000,0,0,
2.05 . 2.05.01 . 21.19 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1600000,1600000,0,0,"Belanja ATK
ATK dan supplai komputer1 LS x 1.600.000,00 = 1.600.000,00"
2.05 . 2.05.01 . 21.19 . 5.2.2.02 ,Belanja Bahan/Material ,3500000,3500000,0,0,
2.05 . 2.05.01 . 21.19 . 5.2.2.02.07 ,Belanja Cindera Mata ,1250000,1250000,0,0,"Belanja hadiah dan penghargaanTropi dan piagam
 penghargaan1 paket x 1.250.000,00 = 1.250.000,00"
2.05 . 2.05.01 . 21.19 . 5.2.2.02.12 ,Belanja alat-alat/perlengkapan ,2250000,2250000,0,0,"Belanja alat-alat perlengkapanAtribut peserta1 LS x 2.250.000,00 = 2.250.000,00"
2.05 . 2.05.01 . 21.19 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,8400000,8400000,0,0,
2.05 . 2.05.01 . 21.19 . 5.2.2.06.01 ,Belanja Cetak ,7700000,7700000,0,0,"Belanja cetakCetak buku KUB1 paket x 7.700.000,00 = 7.700.000,00"
2.05 . 2.05.01 . 21.19 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,700000,700000,0,0,"Penggandaan/fotokopiLaporan kegiatan4 eksemplar x 25.000,00 = 100.000,00
Fotokopi1 LS x 600.000,00 = 600.000,00"
2.05 . 2.05.01 . 21.19 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,8875000,8875000,0,0,
2.05 . 2.05.01 . 21.19 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1750000,1750000,0,0,"Makan minum rapatKonsumsi rapat100 om x 17.500,00 = 1.750.000,00"
2.05 . 2.05.01 . 21.19 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,7125000,7125000,0,0,"Makan minum kegiatanKonsumsi pelaksanaan kegiatan250 om x 28.500,00 = 7.125.000,00"
2.05 . 2.05.01 . 21.19 . 5.2.2.15 ,Belanja Perjalanan Dinas ,20160000,13160000,-7000000,-34.72,
2.05 . 2.05.01 . 21.19 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,3460000,2460000,-1000000,-28.9,"Dalam rangka lomba
Golongan IV15 op x 50.000,00 = 750.000,00
Golongan III20 op x 40.000,00 = 800.000,00
Golongan II6 op x 30.000,00 = 180.000,00
Dalam rangka pembinaan kelembagaan nelayan
Golongan IV0 op x 50.000,00 = 0,00
Golongan III0 op x 40.000,00 = 0,00
Golongan II0 op x 30.000,00 = 0,00
Golongan IV/III/II1 LS x 730.000,00 = 730.000,00"
2.05 . 2.05.01 . 21.19 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,16700000,10700000,-6000000,-35.93,"Dalam rangka koordinasi/konsultasi/studi banding1 LS x 10.700.000,00 = 10.700.000,00"
2.05 . 2.05.01 . 21.19 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,3190000,3190000,0,0,
2.05 . 2.05.01 . 21.19 . 5.2.2.34.10 ,Honorarium Penyelenggaraan Kegiatan ,3190000,3190000,0,0,"Honor Panitia Lomba KUB
Ketua3 ob x 160.000,00 = 480.000,00
Sekretaris3 ob x 150.000,00 = 450.000,00
Anggota9 ob x 140.000,00 = 1.260.000,00
Honor Tim Juri
Honor Tim Juri Lomba KUB Perikanan Tangkap10 o/s x 100.000,00 = 1.000.000,00"
2.05 . 2.05.01 . 21.19 . 5.2.2.35 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,36000000,36000000,0,0,
2.05 . 2.05.01 . 21.19 . 5.2.2.35.01 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,36000000,36000000,0,0,"Uang pembinaan kategori TPI Teladan
Juara I1 LS x 7.000.000,00 = 7.000.000,00
Juara II1 LS x 5.500.000,00 = 5.500.000,00
Juara III1 LS x 4.500.000,00 = 4.500.000,00
Uang Pembinaan Kategori KUB Teladan
Juara I1 LS x 8.000.000,00 = 8.000.000,00
Juara II1 LS x 6.000.000,00 = 6.000.000,00
Juara III1 LS x 5.000.000,00 = 5.000.000,00"
2.05 . 2.05.01 . 21.19 . 5.2.3 ,Belanja Modal ,18275000,0,-18275000,-100,
2.05 . 2.05.01 . 21.19 . 5.2.3.12 ,Belanja Modal Pengadaan Komputer ,18275000,0,-18275000,-100,
2.05 . 2.05.01 . 21.19 . 5.2.3.12.11 ,Belanja modal pengadaan software/aplilkasi program,18275000,0,-18275000,-100,"Belanja pembuatan website HNSIJasa pembuatan website0 paket x 17.000.000,00 = 0,00
Honor Pejabat Pengadaan0 o/p x 300.000,00 = 0,00
Honor Tim Perencana
Ketua0 o/p x 200.000,00 = 0,00
Sekretaris0 o/p x 175.000,00 = 0,00
Anggota0 o/p x 150.000,00 = 0,00
Honor Panitia penerima/pemeriksa
Ketua0 o/p x 175.000,00 = 0,00
Sekretaris0 o/p x 150.000,00 = 0,00
Anggota0 o/p x 125.000,00 = 0,00"
2.05 . 2.05.01 . 21.20 ,Peningkatan Kompetensi Nelayan ,315000000,307500000,-7500000,-2.38,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul"
2.05 . 2.05.01 . 21.20 . 5.2.2 ,Belanja Barang dan Jasa ,315000000,307500000,-7500000,-2.38,
2.05 . 2.05.01 . 21.20 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,4350000,5550000,1200000,27.59,
2.05 . 2.05.01 . 21.20 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,4350000,5550000,1200000,27.59,"Belanja ATKATK dan komputer supplai1 paket x 3.750.000,00 = 3.750.000,00
ATK Peserta Pelatihan Teknis dan Manajemen Kader Nelayan30 paket x 20.000,00 = 600.000,00
ATK Peserta Pelatihan Teknis dan Manajemen Keselamatan Kerja di Laut (BST)30 paket x 20.000,00 = 600.000,00
ATK Peserta Pelatihan Teknis dan Operasional Kapal Ikan30 paket x 20.000,00 = 600.000,00"
2.05 . 2.05.01 . 21.20 . 5.2.2.02 ,Belanja Bahan/Material ,23000000,23000000,0,0,
2.05 . 2.05.01 . 21.20 . 5.2.2.02.04 ,Belanja Bahan Obat-Obatan ,1000000,1000000,0,0,"Belanja PPPKPPPK1 paket x 1.000.000,00 = 1.000.000,00"
2.05 . 2.05.01 . 21.20 . 5.2.2.02.06 ,Belanja Bahan Percontohan ,4000000,4000000,0,0,"Belanja bahan percontohan untuk Pelatihan Teknis dan Manajemen Kader NelayanAlat tangkap1 paket x 1.500.000,00 = 1.500.000,00
Percontohan untuk Pelatihan Teknis dan Manajemen Keselamatan Kerja di Laut (BST)Bahan 
percontohan untuk Pelatihan BST1 paket x 2.500.000,00 = 2.500.000,00"
