Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,
2.05 . 2.05.02 . 20 . 09 . 5 . 2 . 2 . 23 . 01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat ,1716359750,"1. Pembangunan kolam sentra budidaya perikanan (ikan air tawar) di Mina Mitra Mandiri  Toyan  Triharjo  Wates" Pembangunan  kolam (DAK Perikanan : 100.000.000 DAU:10.000.000) "1 unit x 110.000.000 00 = 110.000.000 00" "2. Pembangunan  kolam sentra budidaya perikanan (ikan air tawar) di Ngesti Mino  Ngestiharjo  Wates" Pembangunan  kolam (DAK Perikanan : 100.000.000 DAU:10.000.000) "1 unit x 110.000.000 00 = 110.000.000 00" "3. Pembangunan  kolam sentra budidaya perikanan (ikan air tawar) di Mina Usaha  Nanggulan  Nanggulan" Pembangunan  kolam (DAK Perikanan : 100.000.000 DAU:10.000.000) "1 unit x 110.000.000 00 = 110.000.000 00" "4. Pembangunan  kolam sentra budidaya perikanan (ikan air tawar) di Mina Lestari  Turus  Tanjungharjo  Nanggulan" Pembangunan  kolam (DAK Perikanan : 100.000.000 DAU:10.000.000) "1 unit x 110.000.000 00 = 110.000.000 00" "5. Pembangunan  kolam sentra budidaya perikanan (ikan air tawar) di Mina Maju Lestari  Sokorojo  Wijimulyo  Nanggulan" Pembangunan  kolam (DAK Perikanan : 100.000.000 DAU:10.000.000) "1 unit x 110.000.000 00 = 110.000.000 00" "6. Pembangunan  kolam sentra budidaya perikanan (ikan air tawar) di Mina Manunggal  Penjalin  Donomulyo  Nanggulan" Pembangunan  kolam (DAK Perikanan : 100.000.000 DAU:10.000.000) "1 unit x 110.000.000 00 = 110.000.000 00" "7. Pembangunan kolam sentra budidaya perikanan (ikan air tawar) di  Mina Tani Mandiri  Klajuran  Tanjungharjo  Nanggulan" Pembangunan  kolam (DAK Perikanan : 100.000.000 DAU:10.000.000) "1 unit x 110.000.000 00 = 110.000.000 00" "8. Pembangunan  kolam sentra budidaya perikanan (ikan air tawar) di  Mina Berkah  Donomerto  Donomulyo  Nanggulan" Pembangunan  kolam (DAK Perikanan : 100.000.000 DAU:10.000.000) "1 unit x 110.000.000 00 = 110.000.000 00" "9. Pembangunan  kolam sentra budidaya perikanan (ikan air tawar) di Tunas Harapan  Janti Lor  Jatisarono  Nanggulan" Pembangunan  kolam (DAK Perikanan : 100.000.000 DAU:10.000.000) "1 unit x 110.000.000 00 = 110.000.000 00" "1. Pengembangan/Pembangunan Jalan Produksi di Pokdakan Iwak Banyu  Dusun V  Ngetiharjo Wates" Pengembangan/Pembangunan Jalan Produksi  DAK Perikanan : 214.090.909 DAU: 21.409.091 "1 unit x 235.500.000 00 = 235.500.000 00" "2. Pengembangan/Pembangunan Jalan Produksi di Pokdakan Mina Lestari  Blubuk  Sendangsari  Pengasih" Pengembangan/Pembangunan Jalan Produksi DAK Perikanan: 214.090.909 DAU:21.409.091 "1 unit x 235.500.000 00 = 235.500.000 00" "Pengadaan Sarana dan Prasarana Unit Budidaya Air tawar (Pompa Air) (DAK: Rp.136.800.000 - DAU : Rp.13.680.000 -)" "1. Mina Karya Mandiri  Sabrang Kidul  Girimulyo" "1 unit x 4.180.000 00 = 4.180.000 00" "2. Mino Rejo  Jongrangan  Jatimulyo  Girimulyo" "1 unit x 4.180.000 00 = 4.180.000 00" "3. Subur Makmur  Sorogaten IX  Karangsewu  Galur" "1 unit x 4.180.000 00 = 4.180.000 00" "4. Ulam Tombo Ati  Nepi  Kranggan  Galur" "1 unit x 4.180.000 00 = 4.180.000 00" "5. Mina Raya  Dusun VIII  Banaran  Galur" "1 unit x 4.180.000 00 = 4.180.000 00" "6. Mina Banyu Lestari  Tonobakal  Hargomulyo  Kokap" "1 unit x 4.180.000 00 = 4.180.000 00" "7. Mina Handayani  Anjir  Hargorejo  Kokap" "1 unit x 4.180.000 00 = 4.180.000 00" "8. Maju Mapan  Dusun XII  Krembangan  Panjatan" "1 unit x 4.180.000 00 = 4.180.000 00" "9. Mina Rohma  Dusun V  Bojong  Panjatan" "1 unit x 4.180.000 00 = 4.180.000 00" "10. Mina Usaha  Dusun III  Kanoman  Panjatan" "1 unit x 4.180.000 00 = 4.180.000 00" "11. Mina Karang Taruna Tegal Abadi  Salam  Banjarharjo  Kalibawang" "1 unit x 4.180.000 00 = 4.180.000 00" "12. Mina Bakti  Semak  Banjarasri  Kalibawang" "1 unit x 4.180.000 00 = 4.180.000 00" "13. Mina Sejahtera  Kemesu  Banjararum  Kalibawang" "1 unit x 4.180.000 00 = 4.180.000 00" "14. Patel Sonder  Botokan  Jatirejo  Lendah" "1 unit x 4.180.000 00 = 4.180.000 00" "15. Syukur Sehat  Sedan  Sidorejo  Lendah" "1 unit x 4.180.000 00 = 4.180.000 00" "16. Cabe Mina  Cabean  Bumirejo  Lendah" "1 unit x 4.180.000 00 = 4.180.000 00" "17. Mino Rejo  Rejoso  Wijimulyo  Nanggulan" "1 unit x 4.180.000 00 = 4.180.000 00" "18. Mina raharja  Jatingaran Lor  Jatisarono  Nanggulan" "1 uni x 4.180.000 00 = 4.180.000 00" "19. Mina Makmur  Bandung  Donomulyo  Nanggulan" "1 unit x 4.180.000 00 = 4.180.000 00" "20. Mina Tentrem  Cokrodipan  Triharjo  Wates" "1 unit x 4.180.000 00 = 4.180.000 00" "21. Karya Mina  Kadipaten  Triharjo  Wates" "1 unit x 4.180.000 00 = 4.180.000 00" "22. Argomino 99  Kedungpring  Giripeni  Wates" "1 unit x 4.180.000 00 = 4.180.000 00" "23. Mina Sejahtera  Keweron  Sidoharjo  Samigaluh" "1 unit x 4.180.000 00 = 4.180.000 00" "24. Banyu Mili  Kayugede  Gerbosari Samigaluh" "1 unit x 4.180.000 00 = 4.180.000 00" "25. Ngudi Makmur  Ngaliyan  Ngargosari  Samigaluh" "1 unit x 4.180.000 00 = 4.180.000 00" "26. Wadas Aji  Klampis  Pengasih  Pengasih" "1 unit x 4.180.000 00 = 4.180.000 00" "27. Mina Ngremboko  Klegen  Sendangsari  Pengasih" "1 unit x 4.180.000 00 = 4.180.000 00" "28. Mina Rizki  Sindutan A  Sindutan  Temon" "1 unit x 4.180.000 00 = 4.180.000 00" "29. Sari Makmur  Kaligintung Kidul  Kaligintung  Temon" "1 unit x 4.180.000 00 = 4.180.000 00" "30. Udan Iwak  Demangan  Demangrejo  Sentolo" "1 unit x 4.180.000 00 = 4.180.000 00" "31. Tani Maju  Gunungduk  Tuksono  Sentolo" "1 unit x 4.180.000 00 = 4.180.000 00" "32. Ulam Sari  Paingan  Sendangsari  Pengasih" "1 unit x 4.180.000 00 = 4.180.000 00" "33. Mina Mukti  Klepu  Hargowilis  Kokap" "1 unit x 4.180.000 00 = 4.180.000 00" "34. Mina Lestari  Pringtali  Jati Mulyo  Girimulyo" "1 unit x 4.180.000 00 = 4.180.000 00" "35. Sedyo Makmur  Lendah  Jatirejo  Lendah" "1 unit x 4.180.000 00 = 4.180.000 00" "36. Putra Argomina Sentosa  Jeringan  Kebonharjo  Samigaluh" "1 unit x 4.180.000 00 = 4.180.000 00" "1. Sungut Lele  Duwet  Banjarharjo  Kalibawang (Peralatan Pembenihan UPR) (DAK:3.100.000 DAU:310.000)" Blower "1 buah x 1.500.000 00 = 1.500.000 00" Waring "1 buah x 560.000 00 = 560.000 00" Ember seleksi "1 buah x 500.000 00 = 500.000 00" Seser induk "1 buah x 150.000 00 = 150.000 00" Seser benih ikan "1 buah x 100.000 00 = 100.000 00" Blong "2 buah x 300.000 00 = 600.000 00" "2. Mina Sejahtera  Klebakan Salamrejo  Sentolo (Peralatan Pembenihan UPR) (DAK:3.100.000 DAU:310.000)" Blower "1 buah x 1.500.000 00 = 1.500.000 00" Waring "1 buah x 560.000 00 = 560.000 00" Ember seleksi "1 buah x 500.000 00 = 500.000 00" Seser induk "1 buah x 150.000 00 = 150.000 00" Seser benih ikan "1 buah x 100.000 00 = 100.000 00" Blong "2 buah x 300.000 00 = 600.000 00" "3. Gurami Jaya  Banjaran  Sukoreno  Sentolo (Peralatan Pembenihan UPR) (DAK:3.100.000 DAU:310.000)" Blower "1 buah x 1.500.000 00 = 1.500.000 00" Waring "1 buah x 560.000 00 = 560.000 00" Ember seleksi "1 buah x 500.000 00 = 500.000 00" Seser induk "1 buah x 150.000 00 = 150.000 00" Seser benih ikan "1 buah x 100.000 00 = 100.000 00" Blong "2 buah x 300.000 00 = 600.000 00" "4. Dasa Mina  Dusun V  Depok  Panjatan( Peralatan Pembenihan UPR) (DAK:3.100.000 DAU:310.000)" Blower "1 buah x 1.500.000 00 = 1.500.000 00" Waring "1 buah x 560.000 00 = 560.000 00" Ember seleksi "1 buah x 500.000 00 = 500.000 00" Seser induk "1 buah x 150.000 00 = 150.000 00" Seser benih ikan "1 buah x 100.000 00 = 100.000 00" Blong "2 buah x 300.000 00 = 600.000 00" "5. Mina Maju Lestari  Sokorojo  Wijimulyo  Nanggulan (Peralatan Pembenihan UPR) (DAK:3.100.000 DAU:310.000)" Blower "1 buah x 1.500.000 00 = 1.500.000 00" Waring "1 buah x 560.000 00 = 560.000 00" Ember seleksi "1 buah x 500.000 00 = 500.000 00" Seser induk "1 buah x 150.000 00 = 150.000 00" Seser benih ikan "1 buah x 100.000 00 = 100.000 00" Blong "2 buah x 300.000 00 = 600.000 00" "6. Mina Raharja  Jati Ngaran  Jatisarono  Nanggulan (Peralatan Pembenihan UPR) (DAK:3.100.000 DAU:310.000)" Blower "1 buah x 1.500.000 00 = 1.500.000 00" Waring "1 buah x 560.000 00 = 560.000 00" Ember seleksi "1 buah x 500.000 00 = 500.000 00" Seser induk "1 buah x 150.000 00 = 150.000 00" Seser benih ikan "1 buah x 100.000 00 = 100.000 00" Blong "2 buah x 300.000 00 = 600.000 00" "7. Mina Makmur  Ngestiharjo  Wates (Peralatan Pembenihan UPR) (DAK:3.100.000 DAU:310.000)" Blower "1 buah x 1.500.000 00 = 1.500.000 00" Waring "1 buah x 560.000 00 = 560.000 00" Ember seleksi "1 buah x 500.000 00 = 500.000 00" Seser induk "1 buah x 150.000 00 = 150.000 00" Seser benih ikan "1 buah x 100.000 00 = 100.000 00" Blong "2 buah x 300.000 00 = 600.000 00" "8. Ngudi Makmur  Kulwaru  Wates (Peralatan Pembenihan UPR) (DAK:3.100.000 DAU:310.000)" Blower "1 buah x 1.500.000 00 = 1.500.000 00" Waring "1 buah x 560.000 00 = 560.000 00" Ember seleksi "1 buah x 500.000 00 = 500.000 00" Seser induk "1 buah x 150.000 00 = 150.000 00" Seser benih ikan "1 buah x 100.000 00 = 100.000 00" Blong "2 buah x 300.000 00 = 600.000 00" "9. Mina Wana Jaya  Wonopeti  Karangsewu  Galur (Peralatan Pembenihan UPR) (DAK:3.100.000 DAU:310.000)" Blower "1 buah x 1.500.000 00 = 1.500.000 00" Waring "1 buah x 560.000 00 = 560.000 00" Ember seleksi "1 buah x 500.000 00 = 500.000 00" Seser induk "1 buah x 150.000 00 = 150.000 00" Seser benih ikan "1 buah x 100.000 00 = 100.000 00" Blong "2 buah x 300.000 00 = 600.000 00" "10. Argomino  Ngalian  Ngargosari  Samigaluh (Peralatan Pembenihan UPR) (DAK:3.100.000 DAU:310.000)" Blower "1 buah x 1.500.000 00 = 1.500.000 00" Waring "1 buah x 560.000 00 = 560.000 00" Ember seleksi "1 buah x 500.000 00 = 500.000 00" Seser induk "1 buah x 150.000 00 = 150.000 00" Seser benih ikan "1 buah x 100.000 00 = 100.000 00" Blong "2 buah x 300.000 00 = 600.000 00" "11. Mina Makmur  Menggungan  Tawangsari  Pengasih (Peralatan Pembenihan UPR) (DAK:3.100.000 DAU:310.000)" Blower "1 buah x 1.500.000 00 = 1.500.000 00" Waring "1 buah x 560.000 00 = 560.000 00" Ember seleksi "1 buah x 500.000 00 = 500.000 00" Seser induk "1 buah x 150.000 00 = 150.000 00" Seser benih ikan "1 buah x 100.000 00 = 100.000 00" Blong "2 buah x 300.000 00 = 600.000 00" "12. Tani Rejo  Maesan  Wahyuharjo  Lendah (Peralatan Pembenihan UPR) (DAK:3.100.000 DAU:310.000)" Blower "1 buah x 1.500.000 00 = 1.500.000 00" Waring "1 buah x 560.000 00 = 560.000 00" Ember seleksi "1 buah x 500.000 00 = 500.000 00" Seser induk "1 buah x 150.000 00 = 150.000 00" Seser benih ikan "1 buah x 100.000 00 = 100.000 00" Blong "2 buah x 300.000 00 = 600.000 00" Honorarium pejabat pengadaan dan pejabat penerima jasa konsultan Pejabat pengadaan konsultan perencana "1 paket x 250.000 00 = 250.000 00" Pejabat pengadaan konsultan pengawas "1 paket x 250.000 00 = 250.000 00" Pejabat Penerima  Konsultan Perencana "1 paket x 175.000 00 = 175.000 00" Pejabat Penerima  Konsultan Pengawas "1 paket x 175.000 00 = 175.000 00" Jasa Konsultasi Jasa Konsultasi perencanaan "1 paket x 33.000.000 00 = 33.000.000 00" Jasa konsultasi pengawasan "1 paket x 26.000.000 00 = 26.000.000 00" Honorarium Pejabat pengadaan dan Pejabat penerima barang dan jasa Pejabat Pengadaan "2 paket x 250.000 00 = 500.000 00" Pejabat Penerima "2 paket x 225.000 00 = 450.000 00" Honorarium Tim Penerima/Pemeriksa Ketua "3 orang/bulan x 250.000 00 = 750.000 00" Sekretaris "3 orang/bulan x 200.000 00 = 600.000 00" Anggota "9 orang/bulan x 175.000 00 = 1.575.000 00" ATK Pengadaan Kertas HVS  70 gram Folio "3 rim x 45.000 00 = 135.000 00" Tinta refill printer "1 dos x 36.500 00 = 36.500 00" Fotocopy "250 lembar x 175 00 = 43.750 00" Jilid "3 ex x 6.500 00 = 19.500 00",
2.05 . 2.05.02 . 20 . 10 ,Pengembangan Sistem Kesehatan Ikan dan Lingkungan ,27020000,Sumber Dana : ,
,,,Lokasi Kegiatan : Kabupaten,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 1 ,Belanja Pegawai ,6910000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 1 . 01 ,Honorarium PNS ,5410000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,5410000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,1500000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,1500000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,20110000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,848500,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,848500,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,5350000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 02 . 04 ,Belanja Bahan Obat-Obatan ,4300000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 02 . 05 ,Belanja Bahan Kimia dan Pupuk ,1000000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 02 . 06 ,Belanja Bahan Percontohan ,50000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,6100000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 03 . 23 ,Belanja Jasa Analisa/Pemeriksaan Laboratorium ,6100000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,196500,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,196500,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,2750000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,1000000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan, sosialisasi, penyuluhan ",1750000
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,3665000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,3665000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,1200000,,
2.05 . 2.05.02 . 20 . 10 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,1200000,,
2.01 . 2.05.02 . 21 ,Program Pencegahan dan Penanggulangan Penyakit Ternak ,319411000,,
2.01 . 2.05.02 . 21 . 08 ,Peningkatan Pelayanan Kesehatan Hewan di UPTD Wilayah Utara ,105970000,Sumber Dana : ,
,,,Lokasi Kegiatan : UPTD Puskeswan Wilayah Utara,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 1 ,Belanja Pegawai ,9875000,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 1 . 01 ,Honorarium PNS ,9875000,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,9200000,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 1 . 01 . 02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,675000,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,96095000,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,13581500,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,2162000,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 01 . 12 ,Belanja Peralatan Pendukung Pengobatan ,11419500,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,63510800,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 02 . 04 ,Belanja Bahan Obat-Obatan ,63510800,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,4207700,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,3780000,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,427700,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,2500000,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,2500000,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 13 ,Belanja Pakaian Kerja ,6950000,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 13 . 02 ,Belanja Pakaian Kerja Lapangan dan Atributnya ,6950000,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,5345000,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,4155000,,
2.01 . 2.05.02 . 21 . 08 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,1190000,,
2.01 . 2.05.02 . 21 . 09 ,Peningkatan Pelayanan Kesehatan Hewan di UPTD Wilayah Tengah ,91171000,Sumber Dana : ,
,,,Lokasi Kegiatan : UPTD Puskeswan Wilayah Tengah,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 1 ,Belanja Pegawai ,6875000,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 1 . 01 ,Honorarium PNS ,6875000,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,6200000,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 1 . 01 . 02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,675000,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,84296000,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,9562350,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,2757550,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 01 . 12 ,Belanja Peralatan Pendukung Pengobatan ,6804800,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,56142200,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 02 . 04 ,Belanja Bahan Obat-Obatan ,56142200,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,4251450,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,3780000,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,471450,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,1875000,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,1875000,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 13 ,Belanja Pakaian Kerja ,4675000,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 13 . 02 ,Belanja Pakaian Kerja Lapangan dan Atributnya ,4675000,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,7790000,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,6160000,,
2.01 . 2.05.02 . 21 . 09 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,1630000,,
2.01 . 2.05.02 . 21 . 10 ,Peningkatan Pelayanan Kesehatan Hewan di UPTD Wilayah Selatan ,67470000,Sumber Dana : ,
,,,Lokasi Kegiatan : UPTD Puskeswan Wilayah Selatan,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 1 ,Belanja Pegawai ,6875000,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 1 . 01 ,Honorarium PNS ,6875000,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,6200000,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 1 . 01 . 02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,675000,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,60595000,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,6193600,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,1597700,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 01 . 12 ,Belanja Peralatan Pendukung Pengobatan ,4595900,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,39339700,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 02 . 04 ,Belanja Bahan Obat-Obatan ,39339700,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,2411700,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,2040000,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,371700,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,1875000,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,1875000,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 13 ,Belanja Pakaian Kerja ,6200000,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 13 . 02 ,Belanja Pakaian Kerja Lapangan dan Atributnya ,6200000,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,4575000,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,3540000,,
2.01 . 2.05.02 . 21 . 10 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,1035000,,
2.01 . 2.05.02 . 21 . 12 ,Pencegahan dan Pemberantasan Penyakit Hewan ,54800000,Sumber Dana : ,
,,,Lokasi Kegiatan : Kabupaten Kulon Progo,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 1 ,Belanja Pegawai ,13680000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 1 . 01 ,Honorarium PNS ,9330000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,9330000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,4350000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,4350000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,41120000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,2806200,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,1108700,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 01 . 12 ,Belanja Peralatan Pendukung Pengobatan ,1697500,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,6480000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 02 . 04 ,Belanja Bahan Obat-Obatan ,6480000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,815000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 03 . 13 ,Belanja Dokumentasi ,15000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 03 . 23 ,Belanja Jasa Analisa/Pemeriksaan Laboratorium ,800000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,275800,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,275800,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,7000000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,2750000,,
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan, sosialisasi, penyuluhan ",4250000
2.01 . 2.05.02 . 21 . 12 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,21943000,,
