Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,29330000,"   Tim Pembina/Pengarah
Ketua7 orang/bulan x 180.000,00 = 1.260.000,00
Sekretaris7 orang/bulan x 170.000,00 = 1.190.000,00
Anggota35 orang/bulan x 160.000,00 = 5.600.000,00
Pembina7 orang/bulan x 200.000,00 = 1.400.000,00
Wakil Pembina7 orang/bulan x 190.000,00 = 1.330.000,00
Pengarah/Penasehat7 orang/bulan x 180.000,00 = 1.260.000,00
Tim Pelaksana Teknis
Ketua7 orang/bulan x 160.000,00 = 1.120.000,00
Sekretaris7 orang/bulan x 150.000,00 = 1.050.000,00
Anggota84 orang/bulan x 140.000,00 = 11.760.000,00
Staf Sekretariat Gol. III/IV28 orang/bulan x 100.000,00 = 2.800.000,00
Staf Sekretariat Gol. II7 orang/bulan x 80.000,00 = 560.000,00"
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 2,Belanja Barang dan Jasa,40640000,
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,2735000,
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,2735000,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 2.735.000,00 = 2.735.000,00"
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,2250000,
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,2250000,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg15,000 lembar x 150,00 = 2.250.000,00"
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,5775000,
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1500000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum60 orang/kali x 7.500,00 = 450.000,00
makan dan minum60 orang/kali x 17.500,00 = 1.050.000,00"
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,4275000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum150 orang/kali x 8.500,00 = 1.275.000,00
makan dan minum150 orang/orang x 20.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,15880000,
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,1280000,"   Koordinasi dan rapat-rapat ke propinsi
Golongan IV4 orang/kali x 70.000,00 = 280.000,00
Golongan III15 orang/kali x 60.000,00 = 900.000,00
Golongan II2 orang/kali x 50.000,00 = 100.000,00"
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,14600000,"   Golongan IVBiaya akomodasi (penginapan dan uang  harian)2 orang/hari x 1.700.000,00 = 3.400.000,00
tiket pp1 orang/kali x 2.000.000,00 = 2.000.000,00
Golongan III/IIBiaya akomodasi (penginapan dan uang  harian)4 orang/hari x 1.550.000,00 = 6.200.000,00
Tiket PP2 orang/pp x 1.500.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,14000000,
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,14000000,"   Workshop/sosialisasi/bimtek
Narasumber1 ls x 10.000.000,00 = 10.000.000,00
Narasumber8 orang/jpl x 400.000,00 = 3.200.000,00
Moderator4 orang/jpl x 200.000,00 = 800.000,00"
1.20 . 1.20.03 . 28 . 17,Fasilitasi pengembangan PTPSP,55645800,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Fasilitasi pengembangan PTSP
Target     :  32 SKPD"
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 1,Belanja Pegawai,12570000,
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 1 . 01,Honorarium PNS,12570000,
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,12570000,"   Tim Pembina/Pengarah
Ketua3 orang/bulan x 180.000,00 = 540.000,00
Sekretaris3 orang/bulan x 170.000,00 = 510.000,00
Anggota15 orang/bulan x 160.000,00 = 2.400.000,00
Pembina3 orang/bulan x 200.000,00 = 600.000,00
Wakil Pembina3 orang/bulan x 190.000,00 = 570.000,00
Pengarah/Penasehat3 orang/bulan x 180.000,00 = 540.000,0
0Tim Pelaksana TeknisKetua3 orang/bulan x 160.000,00 = 480.000,00
Sekretaris3 orang/bulan x 150.000,00 = 450.000,00
Anggota36 orang/bulan x 140.000,00 = 5.040.000,00
Staf Sekretariat Gol. III/IV12 orang/bulan x 100.000,00 = 1.200.000,00
Staf Sekretariat Gol. II3 orang/bulan x 80.000,00 = 240.000,00"
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 2,Belanja Barang dan Jasa,43075800,
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1700800,
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,1700800,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 1.700.800,00 = 1.700.800,00"
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,1800000,
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,1800000,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg12,000 lembar x 150,00 = 1.800.000,00"
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,5775000,
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1500000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum60 orang/kali x 7.500,00 = 450.000,00
makan dan minum60 orang/kali x 17.500,00 = 1.050.000,00"
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,4275000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum150 orang/kali x 8.500,00 = 1.275.000,00
makan dan minum150 orang/orang x 20.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,28400000,
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,28400000,"   Golongan IVBiaya akomodasi (penginapan dan uang  harian)2 orang/hari x 1.700.000,00 = 3.400.000,00
tiket pp1 orang/kali x 2.000.000,00 = 2.000.000,00
Golongan III/IIBiaya akomodasi (penginapan dan uang  harian)10 orang/hari x 1.550.000,00 = 15.500.000,00
Tiket PP5 orang/pp x 1.500.000,00 = 7.500.000,00"
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,5400000,
1.20 . 1.20.03 . 28 . 17 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,5400000,"   Workshop/sosialisasi/bimtek
Narasumber4 orang/jpl x 750.000,00 = 3.000.000,00
Narasumber4 orang/jpl x 400.000,00 = 1.600.000,00
Moderator4 orang/jpl x 200.000,00 = 800.000,00"
1.20 . 1.20.03 . 28 . 18,Penilaian unit pelayanan publik,27491900,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terlaksananya Penilaian Unit Pelayanan Publik
Target     :  3 Instansi"
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 1,Belanja Pegawai,7260000,
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 1 . 01,Honorarium PNS,7260000,
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,7260000,"   Tim Pembina/Pengarah
Ketua2 orang/bulan x 180.000,00 = 360.000,00
Sekretaris2 orang/bulan x 170.000,00 = 340.000,00
Anggota10 orang/bulan x 160.000,00 = 1.600.000,00
Pembina2 orang/bulan x 200.000,00 = 400.000,00
Wakil Pembina2 orang/bulan x 190.000,00 = 380.000,00
Pengarah/Penasehat2 orang/bulan x 180.000,00 = 360.000,00
Tim Pelaksana TeknisKetua2 orang/bulan x 160.000,00 = 320.000,00
Sekretaris2 orang/bulan x 150.000,00 = 300.000,00
Anggota16 orang/bulan x 140.000,00 = 2.240.000,00
Staf Sekretariat Gol. III/IV8 orang/bulan x 100.000,00 = 800.000,00
Staf Sekretariat Gol. II2 orang/bulan x 80.000,00 = 160.000,00"
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 2,Belanja Barang dan Jasa,20231900,
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1926900,
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,1926900,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 1.926.900,00 = 1.926.900,00"
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,1485000,
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,1485000,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg9,900 lembar x 150,00 = 1.485.000,00"
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,4420000,
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1000000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum40 orang/kali x 7.500,00 = 300.000,00
makan dan minum40 orang/kali x 17.500,00 = 700.000,00"
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,3420000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum120 orang/kali x 8.500,00 = 1.020.000,00
makan dan minum120 orang/orang x 20.000,00 = 2.400.000,00"
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,9200000,
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,9200000,"   Golongan IVBiaya akomodasi (penginapan dan uang  harian)0 orang/hari x 1.700.000,00 = 0,00
tiket pp0 orang/kali x 2.000.000,00 = 0,00
Golongan III/IIBiaya akomodasi (penginapan dan uang  harian)4 orang/hari x 1.550.000,00 = 6.200.000,00
Tiket PP2 orang/pp x 1.500.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,3200000,
1.20 . 1.20.03 . 28 . 18 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,3200000,"   Workshop/sosialisasi/bimtek
Narasumber6 orang/jpl x 400.000,00 = 2.400.000,00
Moderator4 orang/jpl x 200.000,00 = 800.000,00"
1.20 . 1.20.03 . 28 . 21,Pelaksanaan forkompanda,28785000,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Pelaksanaan forum komunikasi daerah di Kab. Bantul dan Bagian organisasi se DIY
Target     :  2 Kegiatan"
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 1,Belanja Pegawai,1460000,
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 1 . 01,Honorarium PNS,1460000,
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,1460000,"   Worshop/sosialisasi/bimtek
Ketua2 orang/hari x 90.000,00 = 180.000,00
Sekretaris2 orang/hari x 80.000,00 = 160.000,00
Anggota16 orang/hari x 70.000,00 = 1.120.000,00"
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2,Belanja Barang dan Jasa,27325000,
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1100000,
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,1100000,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 1.100.000,00 = 1.100.000,00"
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,5000000,
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 03 . 29,Belanja Iuran,5000000,"   Kegiatan ForsesdasiIuran forsesdasi1 ls x 5.000.000,00 = 5.000.000,00"
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,900000,
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,900000,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg6,000 lembar x 150,00 = 900.000,00"
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 07,Belanja Sewa Rumah/Gedung/Gudang/Parkir,2500000,
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 07 . 03,Belanja Sewa Ruang Rapat/Pertemuan,2500000,"   Kegiatan FGD/sosialisasi/bimtek
Sewa ruang pertemuan dan perlengkapannya2 kali x 1.250.000,00 = 2.500.000,00"
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,8225000,
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1500000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum60 orang/kali x 7.500,00 = 450.000,00
makan dan minum60 orang/kali x 17.500,00 = 1.050.000,00"
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,6725000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum150 orang/kali x 8.500,00 = 1.275.000,00
makan dan minum150 orang/orang x 20.000,00 = 3.000.000,00
Kegiatan FosesdasiJamuan prasmanan70 orang/kali x 35.000,00 = 2.450.000,00"
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,2400000,
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,2400000,"   Koordinasi dan rapat-rapat ke propinsi
Golongan IV4 orang/kali x 70.000,00 = 280.000,00
Golongan III32 orang/kali x 60.000,00 = 1.920.000,00
Golongan II4 orang/kali x 50.000,00 = 200.000,00"
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,7200000,
1.20 . 1.20.03 . 28 . 21 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,7200000,"   Workshop/sosialisasi/bimtek
Narasumber16 orang/jpl x 400.000,00 = 6.400.000,00
Moderator4 orang/jpl x 200.000,00 = 800.000,00"
1.20 . 1.20.03 . 29,Program Peningkatan Kapasitas dan Kualitas Kelembagaan,212633000,
1.20 . 1.20.03 . 29 . 05,Penyusunan struktur organisasi dan tata kerja,63315900,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Bahan telaahan penyempurnaan kelembagaan Perangkat Daerah.
Target     :  1 dokumen"
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 1,Belanja Pegawai,30310000,
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 1 . 01,Honorarium PNS,30310000,
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,30310000,"   Tim Pembina/Pengarah
Ketua7 orang/bulan x 180.000,00 = 1.260.000,00
Sekretaris7 orang/bulan x 170.000,00 = 1.190.000,00
Anggota35 orang/bulan x 160.000,00 = 5.600.000,00
Pembina7 orang/bulan x 200.000,00 = 1.400.000,00
Wakil Pembina7 orang/bulan x 190.000,00 = 1.330.000,00
Pengarah/Penasehat7 orang/bulan x 180.000,00 = 1.260.000,00
Tim Pelaksana Teknis
Ketua7 orang/bulan x 160.000,00 = 1.120.000,00
Sekretaris7 orang/bulan x 150.000,00 = 1.050.000,00
Anggota91 orang/bulan x 140.000,00 = 12.740.000,00
Staf Sekretariat Gol. III/IV28 orang/bulan x 100.000,00 = 2.800.000,00
Staf Sekretariat Gol. II7 orang/bulan x 80.000,00 = 560.000,00"
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,33005900,
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,2621400,
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,2621400,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 2.621.400,00 = 2.621.400,00"
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,2269500,
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,2269500,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg15,130 lembar x 150,00 = 2.269.500,00"
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,5775000,
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1500000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum60 orang/kali x 7.500,00 = 450.000,00
makan dan minum60 orang/kali x 17.500,00 = 1.050.000,00"
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,4275000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum150 orang/kali x 8.500,00 = 1.275.000,00
makan dan minum150 orang/orang x 20.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,15440000,
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,840000,"   Koordinasi dan rapat-rapat ke propinsi
Golongan IV2 orang/kali x 70.000,00 = 140.000,00
Golongan III10 orang/kali x 60.000,00 = 600.000,00
Golongan II2 orang/kali x 50.000,00 = 100.000,00"
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,14600000,"   Golongan IVBiaya akomodasi (penginapan dan uang  harian)2 orang/hari x 1.700.000,00 = 3.400.000,00
tiket pp1 orang/kali x 2.000.000,00 = 2.000.000,00
Golongan III/IIBiaya akomodasi (penginapan dan uang  harian)4 orang/hari x 1.550.000,00 = 6.200.000,00
Tiket PP2 orang/pp x 1.500.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,6900000,
1.20 . 1.20.03 . 29 . 05 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,6900000,"   Workshop/sosialisasi/bimtek
Narasumber6 orang/jpl x 750.000,00 = 4.500.000,00
Narasumber4 orang/jpl x 400.000,00 = 1.600.000,00
Moderator4 orang/jpl x 200.000,00 = 800.000,00"
1.20 . 1.20.03 . 29 . 06,Sistem pengukuran kinerja,68389500,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Bahan Kajian Sistem Pengukuran Kinerja Organisasi
Target     :  1 Dokumen"
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 1,Belanja Pegawai,29330000,
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 1 . 01,Honorarium PNS,29330000,
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,29330000,"   Tim Pembina/Pengarah
Ketua7 orang/bulan x 180.000,00 = 1.260.000,00
Sekretaris7 orang/bulan x 170.000,00 = 1.190.000,00
Anggota35 orang/bulan x 160.000,00 = 5.600.000,00
Pembina7 orang/bulan x 200.000,00 = 1.400.000,00
Wakil Pembina7 orang/bulan x 190.000,00 = 1.330.000,00
Pengarah/Penasehat7 orang/bulan x 180.000,00 = 1.260.000,0
0Tim Pelaksana Teknis
Ketua7 orang/bulan x 160.000,00 = 1.120.000,00
Sekretaris7 orang/bulan x 150.000,00 = 1.050.000,00
Anggota84 orang/bulan x 140.000,00 = 11.760.000,00
Staf Sekretariat Gol. III/IV28 orang/bulan x 100.000,00 = 2.800.000,00
Staf Sekretariat Gol. II7 orang/bulan x 80.000,00 = 560.000,00"
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 2,Belanja Barang dan Jasa,39059500,
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,2744500,
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,2744500,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 2.744.500,00 = 2.744.500,00"
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,2250000,
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,2250000,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg15,000 lembar x 150,00 = 2.250.000,00"
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,6825000,
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,2550000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum60 orang/kali x 7.500,00 = 450.000,00
makan dan minum120 orang/kali x 17.500,00 = 2.100.000,00"
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,4275000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum150 orang/kali x 8.500,00 = 1.275.000,00
makan dan minum150 orang/orang x 20.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,15440000,
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,840000,"   Koordinasi dan rapat-rapat ke propinsi
Golongan IV2 orang/kali x 70.000,00 = 140.000,00
Golongan III10 orang/kali x 60.000,00 = 600.000,00
Golongan II2 orang/kali x 50.000,00 = 100.000,00"
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,14600000,"   Golongan IVBiaya akomodasi (penginapan dan uang  harian)2 orang/hari x 1.700.000,00 = 3.400.000,00
tiket pp1 orang/kali x 2.000.000,00 = 2.000.000,00
Golongan III/IIBiaya akomodasi (penginapan dan uang  harian)4 orang/hari x 1.550.000,00 = 6.200.000,00
Tiket PP2 orang/pp x 1.500.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,11800000,
1.20 . 1.20.03 . 29 . 06 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,11800000,"   Workshop/sosialisasi/bimtek
Narasumber12 orang/jpl x 750.000,00 = 9.000.000,00
Narasumber4 orang/jpl x 400.000,00 = 1.600.000,00
Moderator6 orang/jpl x 200.000,00 = 1.200.000,00"
1.20 . 1.20.03 . 29 . 07,Penyusunan rincian tugas,44281300,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Telaahan dan Penyempurnaan Rincian Tugas SKPD
Target     :  1 Dokumen"
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 1,Belanja Pegawai,12570000,
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 1 . 01,Honorarium PNS,12570000,
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,12570000,"   Tim Pembina/Pengarah
Ketua3 orang/bulan x 180.000,00 = 540.000,00
Sekretaris3 orang/bulan x 170.000,00 = 510.000,00
Anggota15 orang/bulan x 160.000,00 = 2.400.000,00
Pembina3 orang/bulan x 200.000,00 = 600.000,00
Wakil Pembina3 orang/bulan x 190.000,00 = 570.000,00
Pengarah/Penasehat3 orang/bulan x 180.000,00 = 540.000,00
Tim Pelaksana TeknisKetua3 orang/bulan x 160.000,00 = 480.000,00
Sekretaris3 orang/bulan x 150.000,00 = 450.000,00
Anggota36 orang/bulan x 140.000,00 = 5.040.000,00
Staf Sekretariat Gol. III/IV12 orang/bulan x 100.000,00 = 1.200.000,00
Staf Sekretariat Gol. II3 orang/bulan x 80.000,00 = 240.000,00"
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 2,Belanja Barang dan Jasa,31711300,
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,2586300,
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,2586300,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 2.586.300,00 = 2.586.300,00"
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,2250000,
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,2250000,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg15,000 lembar x 150,00 = 2.250.000,00"
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,5275000,
1.20 . 1.20.03 . 29 . 07 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1000000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum40 orang/kali x 7.500,00 = 300.000,00
makan dan minum40 orang/kali x 17.500,00 = 700.000,00"
