Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,400000," Belanja Alat Tulis Kantor1 Ls x 400.000,00 = 400.000,00"
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 02  , Belanja Bahan/Material  ,3000000,
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 02 . 18  , Belanja Bahan Percontohan  ,3000000," Belanja Bahan Percontohan / Bahan Praktek
Belanja bahan percontohan/ bahan praktek1 Ls x 3.000.000,00 = 3.000.000,00"
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,1450000,
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,450000," Belanja Dekorasi3 Keg x 150.000,00 = 450.000,00"
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 03 . 15  , Belanja Publikasi  ,1000000," Belanja Publikasi1 Ls x 1.000.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,1125000,
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,1125000," Belanja Penggandaan7,500 Lbr x 150,00 = 1.125.000,00"
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 07  , Belanja Sewa Rumah/Gedung/Gudang/Parkir  ,1000000,
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 07 . 03  , Belanja Sewa Ruang Rapat/Pertemuan  ,1000000," Belanja Sewa Ruang Rapat/pertemuan2 Keg x 500.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 10  , Belanja Sewa Perlengkapan dan Peralatan Kantor  ,600000,
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 10 . 01  , Belanja Sewa Meja Kursi  ,600000," Belanja Sewa Meja Kursi2 Keg x 300.000,00 = 600.000,00"
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,42037500,
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,2137500," Belanja Makanan dan Minuman Rapat
Belanja Makan, Snack dan Minum Rapat75 Ok x 28.500,00 = 2.137.500,00"
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,39900000," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Makan, Snack dan Minum Pelaksanaan kegiatan Sosialisasi550 Ok x 28.500,00 = 15.675.000,00
Belanja Makan, Snack dan Minum Pelaksanaan kegiatan Gladi Posko150 Ok x 28.500,00 = 4.275.000,00
Belanja Makan, Snack dan Minum Pelaksanaan kegiatan Gladi Lapang700 Ok x 28.500,00 = 19.950.000,00"
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",20150000,
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,6400000," Honorarium Nara Sumber/Moderator/Tenaga Ahli
Honorarium Nara Sumber 2 org/2 jpl x 4 keg8 O/jpl x 800.000,00 = 6.400.000,00"
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,13750000," Honorarium Peserta
Honorarium Peserta Gladi Lapang550 Ok x 25.000,00 = 13.750.000,00"
1.19 . 1.19.03 . 22 . 19  , Fasilitasi dan Koordinasi penanganan kerusakan infrastruktur  ,12125000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Koordinasi penanganan kerusakan infrastruktur
Target: 1 Tahun"
1.19 . 1.19.03 . 22 . 19 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,12125000,
1.19 . 1.19.03 . 22 . 19 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,1000000,
1.19 . 1.19.03 . 22 . 19 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,1000000," Belanja Alat Tulis Kantor1 ls x 1.000.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 19 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,4000000,
1.19 . 1.19.03 . 22 . 19 . 5 . 2 . 2 . 06 . 01  , Belanja Cetak  ,2500000," Belanja Cetak1 Ls x 2.500.000,00 = 2.500.000,00"
1.19 . 1.19.03 . 22 . 19 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,1500000," Belanja penggandaan10,000 Lbr x 150,00 = 1.500.000,00"
1.19 . 1.19.03 . 22 . 19 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,7125000,
1.19 . 1.19.03 . 22 . 19 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,1425000," Belanja Makanan dan Minuman Rapat
Belanja Makan, Snack dan Minum Rapat50 Ok x 28.500,00 = 1.425.000,00"
1.19 . 1.19.03 . 22 . 19 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,5700000," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Makan, Snack dan Minum Kegiatan Sosialisasi200 Ok x 28.500,00 = 5.700.000,00"
1.19 . 1.19.03 . 22 . 21  , Penyusunan rencana operasi kedaruratan  ,27227500," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Disusunnya Dokumen Rencana Operasi Kedaduratan Bencana Banjir
Target: 1 Dokumen"
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,27227500,
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,900000,
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,900000," Belanja Alat tulis kantor1 Ls x 300.000,00 = 300.000,00
Belanja Seminar kit40 O/p x 15.000,00 = 600.000,00"
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,150000,
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,150000," Belanja Dekorasi1 Keg x 150.000,00 = 150.000,00"
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2 . 07  , Belanja Sewa Rumah/Gedung/Gudang/Parkir  ,6000000,
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2 . 07 . 03  , Belanja Sewa Ruang Rapat/Pertemuan  ,6000000," Belanja Sewa Ruang Rapat/Pertemuan6 Keg x 1.000.000,00 = 6.000.000,00"
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2 . 10  , Belanja Sewa Perlengkapan dan Peralatan Kantor  ,3000000,
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2 . 10 . 01  , Belanja Sewa Meja Kursi  ,3000000," Belanja Sewa Meja Kursi6 Keg x 500.000,00 = 3.000.000,00"
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,8977500,
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,427500," Belanja Makanan dan Minuman Rapat
Belanja Makan, Snack dan Minum15 Ok x 28.500,00 = 427.500,00"
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,8550000," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Makan, Snack dan Minum 50 org x 6 FGD300 Ok x 28.500,00 = 8.550.000,00"
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",8200000,
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,2200000," Honorarium Nara Sumber/Moderator/Tenaga Ahli
Honorarium Nara Sumber tingkat lokal 1 org/2 jpl1 O/jpl x 1.000.000,00 = 1.000.000,00
Honorarium Nara Sumber Lainnya 2org/2 jpl2 O/jpl x 500.000,00 = 1.000.000,00
Honorarium Moderator 1 org/2 jpl1 O/jpl x 200.000,00 = 200.000,00"
1.19 . 1.19.03 . 22 . 21 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,6000000," honorarium Peserta240 Ok x 25.000,00 = 6.000.000,00"
1.19 . 1.19.03 . 22 . 22  , Pengembangan budaya sadar bencana  ,28318500," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Pengembangan budaya sadar bencana bagi siswa
Target: 1 Keg"
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,28318500,
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,3300000,
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,3300000," Belanja Alat Tulis Kantor1 Ls x 300.000,00 = 300.000,00
Belanja Seminar Kit200 O/p x 15.000,00 = 3.000.000,00"
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,150000,
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,150000," Belanja Dekorasi1 Keg x 150.000,00 = 150.000,00"
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,1600000,
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 06 . 01  , Belanja Cetak  ,1000000," Belanja Cetak1 Ls x 1.000.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,600000," Belanja Penggandaan4,000 Lbr x 150,00 = 600.000,00"
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 07  , Belanja Sewa Rumah/Gedung/Gudang/Parkir  ,1000000,
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 07 . 03  , Belanja Sewa Ruang Rapat/Pertemuan  ,1000000," Belanja Sewa Ruang Rapat/Pertemuan1 Keg x 1.000.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 10  , Belanja Sewa Perlengkapan dan Peralatan Kantor  ,500000,
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 10 . 01  , Belanja Sewa Meja Kursi  ,500000," Belanja Sewa Meja Kursi1 Keg x 500.000,00 = 500.000,00"
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,6868500,
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,598500," Belanja Makanan dan Minuman Rapat
Belanja Makan, Snack dan Minum Rapat21 Ok x 28.500,00 = 598.500,00"
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,6270000," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Makan, Snack dan Minum Pelaksanaan Kegiatan220 Ok x 28.500,00 = 6.270.000,00"
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 13  , Belanja Pakaian Kerja  ,13200000,
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 13 . 01  , Belanja Pakaian Kerja Lapangan  ,13200000," Belanja Pakaian Kerja Lapangan
Belanja kaos220 Bh x 60.000,00 = 13.200.000,00"
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",1700000,
1.19 . 1.19.03 . 22 . 22 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,1700000," Belanja Nara Sumber/Moderator/ Tenaga Ahli
Honorarium Narasumber 3 org/2jpl3 O/jpl x 500.000,00 = 1.500.000,00
Honorarium Moderator 1 org/2jpl1 O/jpl x 200.000,00 = 200.000,00"
1.19 . 1.19.03 . 22 . 23  , Pembuatan Dokumen Rencana Aksi Daerah (RAD) dan Kontijensi Plan  ,117147500," Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Dokumen Rencana Kontijensi Longsor
Target: 1 Dokumen"
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 1  , Belanja Pegawai  ,1395000,
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 1 . 01  , Honorarium PNS  ,1395000,
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,520000," Honorarium Panitia Pelaksana Kegiatan
Ketua1 Ok x 90.000,00 = 90.000,00
Sekretaris1 ok x 80.000,00 = 80.000,00
Anggota5 Ok x 70.000,00 = 350.000,00"
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 1 . 01 . 02  , Honorarium Tim Pengadaan Barang Dan Jasa  ,875000," Honorarium Tim Pengadaan Barang dan Jasa
Pejabat Pembuat Komitmen1 O/p x 350.000,00 = 350.000,00
Pejabat Pengadaan Barang dan Jasa1 O/p x 300.000,00 = 300.000,00
Pejabat Penerima hasil Pekerjaan1 O/p x 225.000,00 = 225.000,00"
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,115752500,
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,1250000,
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,1250000," Belanja Alat Tulis Kantor Penyusunan Rencana Aksi Daerah
Belanja Alat Tulis kantor1 Ls x 650.000,00 = 650.000,00
Belanja Seminar kit40 O/p x 15.000,00 = 600.000,00"
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,1500000,
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,1500000," Belanja Penggandaan10,000 Lbr x 150,00 = 1.500.000,00"
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2 . 07  , Belanja Sewa Rumah/Gedung/Gudang/Parkir  ,1000000,
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2 . 07 . 03  , Belanja Sewa Ruang Rapat/Pertemuan  ,1000000," Belanja sewa ruang rapat/pertemuan
Belanja sewa ruang rapat/pertemuan penyusunan Rencana Aksi Daerah1 Ok x 1.000.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,4702500,
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,855000," Belanja Makanan dan Minuman Rapat
Belanja Makan, Snack dan Minum Rapat30 Ok x 28.500,00 = 855.000,00"
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,3847500," Belanja makan, snack dan minum pelaksanaan kegiatan Penyusunan Rencana Aksi Daerah
Belanja makan, snack dan minum pelaksanaan kegiatan 45 org x 3 FGD135 ok x 28.500,00 = 3.847.500,00"
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2 . 21  , Belanja Jasa Konsultansi  ,100000000,
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2 . 21 . 01  , Belanja Jasa Konsultansi Penelitian  ,100000000," Belanja Jasa Konsultansi Penelitian
Belanja jasa konsultansi pembuatan Dokumen Kajian Akademis Persiapan Perda Pemadam Kebakaran1 paket x 50.000.000,00 = 50.000.000,00
Belanja jasa konsultansi Penyusunan Draft Perda Peran Serta Lembaga Usaha Penyelenggaraan Penanggulangan Bencana1 paket x 50.000.000,00 = 50.000.000,00"
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",7300000,
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,4600000," Honorarium Nara Sumber/Moderator/Tenaga Ahli Penyusunan Rencana Aksi Daerah
Honorarium Narasumber 2 org/2jpl x 3 FGD pembuatan kontijensi6 Ok x 500.000,00 = 3.000.000,00
Honorarium Narasumber 1 org/2jpl x 3 FGD3 Ok x 200.000,00 = 600.000,00
Honorarium Narasumber 1 org/2jpl x 3 FGD1 Ok x 1.000.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 23 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,2700000," Honorarium Peserta Penyusunan Rencana Aksi Daerah
Honorarium Peserta 30 org x 3 FGD90 Ok x 30.000,00 = 2.700.000,00"
1.19 . 1.19.03 . 22 . 25  , Relokasi korban bencana alam  ,116005000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terpenuhinya tempat tinggal korban bencana
Target: 1 Tahun"
1.19 . 1.19.03 . 22 . 25 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,116005000,
1.19 . 1.19.03 . 22 . 25 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,1000000,
1.19 . 1.19.03 . 22 . 25 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,1000000," Belanja Alat Tulis Kantor1 Ls x 1.000.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 25 . 5 . 2 . 2 . 02  , Belanja Bahan/Material  ,105000000,
1.19 . 1.19.03 . 22 . 25 . 5 . 2 . 2 . 02 . 01  , Belanja Bahan Baku Bangunan  ,105000000," Belanja Bahan Baku Bangunan6 KK x 17.500.000,00 = 105.000.000,00"
1.19 . 1.19.03 . 22 . 25 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,600000,
1.19 . 1.19.03 . 22 . 25 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,600000," Belanja Penggandaan4,000 Lbr x 150,00 = 600.000,00"
1.19 . 1.19.03 . 22 . 25 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,9405000,
1.19 . 1.19.03 . 22 . 25 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,855000," Belanja Makanan dan Minuman Rapat
Belanja Makan, Snack dan Minum Rapat30 Ok x 28.500,00 = 855.000,00"
1.19 . 1.19.03 . 22 . 25 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,8550000," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Makan, Snack dan Minum Pelaksanaan kegiatan Sosialisasi300 Ok x 28.500,00 = 8.550.000,00"
1.19 . 1.19.03 . 22 . 27  , Penyelenggaraan posko pengendalian bencana  ,33750000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Penyediaan Posko Siaga darurat
Target: 30 Hari"
1.19 . 1.19.03 . 22 . 27 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,33750000,
1.19 . 1.19.03 . 22 . 27 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,450000,
1.19 . 1.19.03 . 22 . 27 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,450000," Belanja Penggandaan3,000 Lbr x 150,00 = 450.000,00"
1.19 . 1.19.03 . 22 . 27 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,7200000,
1.19 . 1.19.03 . 22 . 27 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,7200000," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Makan dan Minum operasional360 Ok x 20.000,00 = 7.200.000,00"
1.19 . 1.19.03 . 22 . 27 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",26100000,
1.19 . 1.19.03 . 22 . 27 . 5 . 2 . 2 . 35 . 09  , Jasa Petugas Lapangan  ,26100000," Honor Petugas Lapangan
Ketua 1 x 30 hari kedaruratan30 oh x 90.000,00 = 2.700.000,00
Sekretaris 1 x 30 hari kedaruratan30 oh x 80.000,00 = 2.400.000,00
Anggota 10 x 30 hari kedaruratan300 oh x 70.000,00 = 21.000.000,00"
1.19 . 1.19.03 . 22 . 29  , Penguatan kapasitas satgas BPBD  ,10925000," Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Meningkatnya Kapasitas Satgas
Target: 1 Keg"
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 1  , Belanja Pegawai  ,520000,
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 1 . 01  , Honorarium PNS  ,520000,
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,520000," Honorarium Panitia Pelaksana Kegiatan
Ketua1 Ok x 90.000,00 = 90.000,00
Sekretaris1 Ok x 80.000,00 = 80.000,00
Anggota5 Ok x 70.000,00 = 350.000,00"
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,10405000,
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,1050000,
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,1050000," Belanja Alat tulis Kantor1 Ls x 300.000,00 = 300.000,00
Belanja Pelatihan kit50 O/p x 15.000,00 = 750.000,00"
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 02  , Belanja Bahan/Material  ,3000000,
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 02 . 18  , Belanja Bahan Percontohan  ,3000000," Belanja Bahan Percontohan
Belanja Bahan Praktek1 Ls x 3.000.000,00 = 3.000.000,00"
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,150000,
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,150000," Belanja Dekorasi1 Keg x 150.000,00 = 150.000,00"
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,3705000,
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,855000," Belanja Makanan dan Minuman Rapat
Belanja Makan, Snack dan Minum Rapat30 Ok x 28.500,00 = 855.000,00"
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,2850000," Belanja makan, snack dan minum pelaksanaan kegiatan
Belanja makan, snack dan minum 50 org x 2 hr100 ok x 28.500,00 = 2.850.000,00"
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",2500000,
1.19 . 1.19.03 . 22 . 29 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,2500000," BeLanja Narasumber/Moderator/Tenaga Ahli
Belanja Narasumber 1 org / 2 jpl1 o/jpl x 500.000,00 = 500.000,00
Belanja Instruktur Pelatihan 2 org/ 2jpl x 2 hr x4 o/jpl x 500.000,00 = 2.000.000,00"
1.19 . 1.19.03 . 22 . 30  , Kajian resiko bencana  ,22355000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Dokumen Kajian Resiko Bencana
Target: 1 Dokumen"
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,22355000,
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,300000,
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,300000," Belanja Alat Tulis Kantor1 Ls x 300.000,00 = 300.000,00"
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,150000,
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,150000," Belanja Dekorasi1 Keg x 150.000,00 = 150.000,00"
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,1500000,
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,1500000," Belanja Penggandaan
Belanja Pengandaan10,000 Lbr x 150,00 = 1.500.000,00"
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,9405000,
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,855000," Belanja Makanan dan Minuman Rapat
Belanja Makan, Snack dan Minum Rapat30 Ok x 28.500,00 = 855.000,00"
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,8550000," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Makan, Snack dan Minum Sosialisasi150 Ok x 28.500,00 = 4.275.000,00
Belanja Makan, Snack dan Minum FGD150 Ok x 28.500,00 = 4.275.000,00"
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",11000000,
1.19 . 1.19.03 . 22 . 30 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,11000000," Honorarium Nara Sumber/Moderator/ Tenaga Ahli
Honorarium Surveyor 10 org10 Ok x 1.000.000,00 = 10.000.000,00
Honorarium Pengolah Data 2 org2 Ok x 500.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 31  , Penyusunan standar operasional dan prosedur  ,9802500," Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Penyusunan SOP Kebencanaan
Target: 1 Keg"
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,9802500,
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,1425000,
1.19 . 1.19.03 . 22 . 31 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,1425000," Belanja Alat Tulis Kantor1 Ls x 300.000,00 = 300.000,00
Belanja Seminar Kit75 Ok x 15.000,00 = 1.125.000,00"
