Judul,Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.01 . 1.01.01 . 16.91 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,4000000,2000000,-2000000,-50,
1.01 . 1.01.01 . 16.91 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,4000000,2000000,-2000000,-50,"HR Narasumber sosialisasi10 jpl x 200.000,00 = 2.000.000,00
HR moderator"
1.01 . 1.01.01 . 16.91 . 5.2.3 ,Belanja Modal ,3126537500,7871202325,4744664825,151.75,
1.01 . 1.01.01 . 16.91 . 5.2.3.11 ,Belanja Modal Pengadaan Perlengkapan Kantor ,1021110000,1206577325,185467325,18.16,
1.01 . 1.01.01 . 16.91 . 5.2.3.11.68 ,Belanja modal pengadaan alat peraga pendidikan ,1021110000,1206577325,185467325,18.16,"Belanja alat peraga pendidikan IPA
Pengadaan alat peraga IPA
3 set x 50.000.000,00 = 150.000.000,00
Hr Pejabat Pengadaan
1 or x 300.000,00 = 300.000,00
HR Tim Penerima barang
1 bjj x 1.100.000,00 = 1.100.000,00
Alat Peraga IPS
Belanja Alat Peraga IPS
12 paket x 9.000.000,00 = 108.000.000,00
HR Pejabat Pengadaan
1 or x 300.000,00 = 300.000,00
HR Tim Penerima barang
1 bjj x 1.100.000,00 = 1.100.000,00
Peralatan Penjaskes
 Pengadaan Peralatan Penjaskes
9 set x 20.000.000,00 = 180.000.000,00
HR Pejabat Pengadaan1 or x 300.000,00 = 300.000,00
HR Tim Penerima barang
1 bjj x 1.100.000,00 = 1.100.000,00
Alat laboratorium Bahasa
Belanja Alat Laboraorium Bahasa
3 set x 151.000.000,00 = 453.000.000,00
HR Tim Pengadaan barang
1 bjj x 2.075.000,00 = 2.075.000,00
HR Tim Penerima barang
1 bjj x 1.235.000,00 = 1.235.000,00
HR Tim Teknis Lab Bahasa
1 bjj x 1.200.000,00 = 1.200.000,00
Peralatan Matematika
Belanja Modal Peralatan Matematika
20 paket x 6.000.000,00 = 120.000.000,00
Hr Pejabat Pengadaan
1 or x 300.000,00 = 300.000,00
HR Tim Penerima barang
1 bjj x 1.100.000,00 = 1.100.000,00
Honorarium Tim Pengadaan Barang Alat Lab Bahasa (SILPA)
Honorarium Tim Pengadaan Barang (SILPA)
1 bjj x 2.075.000,00 = 2.075.000,00
Honorarium Tim Penerima Barang (SILPA)
1 bjj x 1.272.570,00 = 1.272.570,00
Honorarium Tim Teknis Lab Bahasa (SILPA)
1 bjj x 1.400.000,00 = 1.400.000,00
Pra konsultasi perencanaan (SILPA)
1 ls x 37.000.005,00 = 37.000.005,00
Belanja Alat Olahraga (SILPA)
6 paket x 20.000.000,00 = 120.000.000,00
Honorarium Pejabat Pengadaan (SILPA)
1 org x 500.000,00 = 500.000,00
Honorarium Penerima Barang (SILPA)
1 bjj x 1.700.000,00 = 1.700.000,00
MMK Alat Olahraga (SILPA)
100 org x 17.500,00 = 1.750.000,00
Penggandaan,Alat Olahraga (SILPA)
1 ls x 10.052.925,00 = 10.052.925,00
ATK Alat Olahraga (SILPA)
1 ls x 9.716.825,00 = 9.716.825,00"
1.01 . 1.01.01 . 16.91 . 5.2.3.26 ,Belanja Modal Pengadaan Konstruksi/Pembelian Bangunan,0,4629800000,4629800000,0,
1.01 . 1.01.01 . 16.91 . 5.2.3.26.16 ,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Pendidikan,0,4629800000,4629800000,0,"Belanja Modal Pengadaan Gedung Pendidikan (SILPA)Rehabiitasi Sekolah Negeri5 ruang x 45.000.000,00 = 225.000.000,00
Upah Meubel Gedung Perpustakaan (SILPA)1 ruang x 7.000.000,00 = 7.000.000,00
Upah Pembangunan Gedung Perpustakaan (SILPA) 1 ruang x 63.800.000,00 = 63.800.000,00
Bahan Baku Meubel Perpustakaan (SILPA) 1 ruang x 13.000.000,00 = 13.000.000,00
Bahan Baku Pembangun Gedung Perpustakaan (SILPA) 1 ruang x 110.000.000,00 = 110.000.000,00
Upah Meubel RKB (SILPA) 4 ruang x 5.250.000,00 = 21.000.000,00
Upah Pembangunan RKB (SILPA) 4 ruang x 32.000.000,00 = 128.000.000,00
Bahan Baku Meubel RKB (SILPA) 4 ruang x 9.750.000,00 = 39.000.000,00
Bahan Baku RKB (SILPA) 4 ruang x 70.000.000,00 = 280.000.000,00
Alat Lab Bahasa (SILPA) 10 set x 150.000.000,00 = 1.500.000.000,00
Belanja Modal Pengadaan Bahan Baku Bangunan Belanja Bahan Baku RKB 19 ruang x 70.000.000,00 = 1.330.000.000,00
Upah Pembangunan RKB 19 ruang x 32.000.000,00 = 608.000.000,00
Jasa Konsultasi Perencanaan 1 ls x 20.000.000,00 = 20.000.000,00
Belanja Modal Pengadaan Meubeler Belanja Bahan Baku Meubeler 19 ruang x 9.750.000,00 = 185.250.000,00
Upah Pembuatan Meubeler RKB 19 ruang x 5.250.000,00 = 99.750.000,00"
1.01 . 1.01.01 . 16.91 . 5.2.3.27 ,Belanja Modal Pengadaan Buku/Kepustakaan ,2105427500,2034825000,-70602500,-3.35,
1.01 . 1.01.01 . 16.91 . 5.2.3.27.13 ,Belanja Modal Pengadaan Buku Ilmu Pengetahuan Umum,2105427500,2034825000,-70602500,-3.35,"Pengadaan Buku Pegangan Siswa Kurikulum 2013 (10 Mapel)
Pengadaan Buku Pegangan siswa Kurikulum 2013 (10 Mapel)162,000 eks x 12.000,00 = 1.944.000.000,00
HR Tim Pengadaan Barang/Jasa1 bjj x 3.225.000,00 = 3.225.000,00
HR Tim Pemeriksa/Penerima barang1 bjj x 2.250.000,00 = 2.250.000,00
HR Tim Peneliti kontrak1 bjj x 1.350.000,00 = 1.350.000,00
HR Tim Teknis Buku1 bjj x 4.000.000,00 = 4.000.000,00
Pengadaan Buku Pegangan Guru
Pengadaan Buku Kurikulum 2013 Pegangan Guru 10 Mapel4,000 eks x 20.000,00 = 80.000.000,00"
1.01 . 1.01.01 . 16.93 ,"Pembinaan Minat, Bakat dan Kreativitas Siswa (SMP)",160000000,160200000,200000,0.13,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 16.93 . 5.2.2 ,Belanja Barang dan Jasa ,160000000,160200000,200000,0.13,
1.01 . 1.01.01 . 16.93 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,5750000,5950000,200000,3.48,
1.01 . 1.01.01 . 16.93 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,5750000,5950000,200000,3.48,"Belanja ATK1 keg x 5.950.000,00 = 5.950.000,00"
1.01 . 1.01.01 . 16.93 . 5.2.2.02 ,Belanja Bahan/Material ,9900000,9900000,0,0,
1.01 . 1.01.01 . 16.93 . 5.2.2.02.07 ,Belanja Cindera Mata ,9900000,9900000,0,0,"Belanja TropiTropi FLSN15 set x 200.000,00 = 3.000.000,00
Tropi OSN5 set x 200.000,00 = 1.000.000,00
Tropi  O2SN25 set x 200.000,00 = 5.000.000,00
Tropi LSS dan LSWL2 set x 300.000,00 = 600.000,00
Tropi Lomba Perpustakaan1 set x 300.000,00 = 300.000,00"
1.01 . 1.01.01 . 16.93 . 5.2.2.03 ,Belanja Jasa Kantor ,335000,335000,0,0,
1.01 . 1.01.01 . 16.93 . 5.2.2.03.13 ,Belanja Dokumentasi ,335000,335000,0,0,"Belanja Dokumentasi
Dokumentasi1 keg x 335.000,00 = 335.000,00"
1.01 . 1.01.01 . 16.93 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,3750000,3750000,0,0,
1.01 . 1.01.01 . 16.93 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,3750000,3750000,0,0,"Foto copy30,000 lbr x 125,00 = 3.750.000,00"
1.01 . 1.01.01 . 16.93 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,1215000,1215000,0,0,
1.01 . 1.01.01 . 16.93 . 5.2.2.10.13 ,Belanja sewa peralatan dan perlengkapan kegiatan ,1215000,1215000,0,0,"Sewa Perlengkapan
Sewa Peralatam dan perlengkapoan1 keg x 1.215.000,00 = 1.215.000,00"
1.01 . 1.01.01 . 16.93 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,47250000,47250000,0,0,
1.01 . 1.01.01 . 16.93 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,15375000,15375000,0,0,"Belanja Makan Minum Rapat
Makan minum750 or x 17.500,00 = 13.125.000,00
Snack minum300 or x 7.500,00 = 2.250.000,00"
1.01 . 1.01.01 . 16.93 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,31875000,31875000,0,0,"Makan minum kegiatan
Makan minum Kagiatan1,500 or x 17.500,00 = 26.250.000,00
snack minum kegiatan750 or x 7.500,00 = 5.625.000,00"
1.01 . 1.01.01 . 16.93 . 5.2.2.15 ,Belanja Perjalanan Dinas ,64500000,64500000,0,0,
1.01 . 1.01.01 . 16.93 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,64500000,64500000,0,0,"Perjalanan Dinas Luar DaerahLumpsum10 oh x 1.700.000,00 = 17.000.000,00
Tiket10 oh x 4.750.000,00 = 47.500.000,00
Perjalanan Dinas ke KaltimGolongan IV2 op x 0,00 = 0,00
Golongan III1 op x 0,00 = 0,00Tiket2 pp x 0,00 = 0,00
Perjalanan Dinas Ke MedanGOLONGAN IV1 op x 0,00 = 0,00
Golongan III1 op x 0,00 = 0,00Tiket2 ls x 0,00 = 0,00
Perjalanan Dinas ke BatamGolongan IV1 op x 0,00 = 0,00
Golongan III1 op x 0,00 = 0,00Tiket1 pp x 0,00 = 0,00"
1.01 . 1.01.01 . 16.93 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,27300000,27300000,0,0,
1.01 . 1.01.01 . 16.93 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,4275000,4275000,0,0,"Honorarium Tenaga Ahli
Honor Pelatih TC FLSSN22 jpl x 75.000,00 = 1.650.000,00
Honor Pelatih TC O2SN35 jpl x 75.000,00 = 2.625.000,00"
1.01 . 1.01.01 . 16.93 . 5.2.2.34.02 ,Honorarium Yuri Perlombaan ,15525000,15525000,0,0,"Honor Yuri Perlombaan
Honor Yuri FLSSN48 org x 150.000,00 = 7.200.000,00
Honor wasit/yuri O2SN76 org x 75.000,00 = 5.700.000,00
Honor Yuri LSS dan LSWL28 org x 75.000,00 = 2.100.000,00
Honor yuri penilai Lomba Perpustakaan7 org x 75.000,00 = 525.000,00"
1.01 . 1.01.01 . 16.93 . 5.2.2.34.10 ,Honorarium Penyelenggaraan Kegiatan ,7500000,7500000,0,0,"Honor Panitia FLSSN1 keg x 1.020.000,00 = 1.020.000,00
Honor Panitia OSN dan LPIR
Honor Panitia OSN dan LIR1 keg x 1.020.000,00 = 1.020.000,00
Honor Panitia O2SN1 keg x 1.020.000,00 = 1.020.000,00
Honor Panitia LSS ,LSWL
Honor Panitia LSS,LSWL1 keg x 1.020.000,00 = 1.020.000,00
Hnor Panitia Lomba Perpustakaan
Honor Lomba Perpustakaan1 keg x 1.020.000,00 = 1.020.000,00
Honor Pengawas OSN32 org x 75.000,00 = 2.400.000,00"
1.01 . 1.01.01 . 16.94 ,Lesson Study SMP ,32000000,32000000,0,0,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 16.94 . 5.2.1 ,Belanja Pegawai ,750000,750000,0,0,
1.01 . 1.01.01 . 16.94 . 5.2.1.01 ,Honorarium PNS ,750000,750000,0,0,
1.01 . 1.01.01 . 16.94 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,750000,750000,0,0,"Honor Panitia pelaksana Kegiatan
Honor Panitia1 keg x 750.000,00 = 750.000,00"
1.01 . 1.01.01 . 16.94 . 5.2.2 ,Belanja Barang dan Jasa ,31250000,31250000,0,0,
1.01 . 1.01.01 . 16.94 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,13550000,13550000,0,0,
1.01 . 1.01.01 . 16.94 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,13550000,13550000,0,0,"Belanja ATK Kegiatan Homebase
ATK Kegiatan Homebase24 Paket x 500.000,00 = 12.000.000,00
Belanja ATK1 Paket x 1.550.000,00 = 1.550.000,00"
1.01 . 1.01.01 . 16.94 . 5.2.2.03 ,Belanja Jasa Kantor ,250000,250000,0,0,
1.01 . 1.01.01 . 16.94 . 5.2.2.03.13 ,Belanja Dokumentasi ,250000,250000,0,0,"Dokumentasi1 Keg x 250.000,00 = 250.000,00"
1.01 . 1.01.01 . 16.94 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,5300000,5300000,0,0,
1.01 . 1.01.01 . 16.94 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,5300000,5300000,0,0,"Belanja Penggandaan
Penggandaan Home Base24 paket x 200.000,00 = 4.800.000,00
Penggandaan4,000 lb x 125,00 = 500.000,00"
1.01 . 1.01.01 . 16.94 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,6750000,6750000,0,0,
1.01 . 1.01.01 . 16.94 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,6750000,6750000,0,0,"Makan Minum RapatSnack Minum Rapat200 org x 7.500,00 = 1.500.000,00
300 orang x 17.500,00 = 5.250.000,00"
1.01 . 1.01.01 . 16.94 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,5400000,5400000,0,0,
1.01 . 1.01.01 . 16.94 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,5400000,5400000,0,0,"Honor Narasumber24 jpl x 150.000,00 = 3.600.000,00
Honor Moderator18 jpl x 100.000,00 = 1.800.000,00"
1.01 . 1.01.01 . 16.96 ,Lesson Study SD ,27500000,27500000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 16.96 . 5.2.1 ,Belanja Pegawai ,1550000,1550000,0,0,
1.01 . 1.01.01 . 16.96 . 5.2.1.01 ,Honorarium PNS ,1550000,1550000,0,0,
1.01 . 1.01.01 . 16.96 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,1550000,1550000,0,0,"Honorarium Panitia pelaksana
Honorarium panitia1 bjj x 1.550.000,00 = 1.550.000,00"
1.01 . 1.01.01 . 16.96 . 5.2.2 ,Belanja Barang dan Jasa ,25950000,25950000,0,0,
1.01 . 1.01.01 . 16.96 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1050000,1050000,0,0,
1.01 . 1.01.01 . 16.96 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1050000,1050000,0,0,"ATK Kegiatan1 paket x 450.000,00 = 450.000,00
ATK Peserta30 org x 20.000,00 = 600.000,00"
1.01 . 1.01.01 . 16.96 . 5.2.2.03 ,Belanja Jasa Kantor ,100000,100000,0,0,
1.01 . 1.01.01 . 16.96 . 5.2.2.03.13 ,Belanja Dokumentasi ,100000,100000,0,0,"Dokumentasi1 Keg x 100.000,00 = 100.000,00"
1.01 . 1.01.01 . 16.96 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,320000,320000,0,0,
1.01 . 1.01.01 . 16.96 . 5.2.2.06.01 ,Belanja Cetak ,60000,60000,0,0,"Cetak30 org x 2.000,00 = 60.000,00"
1.01 . 1.01.01 . 16.96 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,260000,260000,0,0,"Penggandaan2,080 lbr x 125,00 = 260.000,00"
1.01 . 1.01.01 . 16.96 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,1800000,1800000,0,0,
1.01 . 1.01.01 . 16.96 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,1800000,1800000,0,0,"Sewa tempat
Sewa tempat Lesson Study6 hari x 300.000,00 = 1.800.000,00"
1.01 . 1.01.01 . 16.96 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,1200000,1200000,0,0,
1.01 . 1.01.01 . 16.96 . 5.2.2.10.07 ,Belanja Sewa Sound System ,1200000,1200000,0,0,"Sewa Sound Sytem
Sewa sound system1 Keg x 1.200.000,00 = 1.200.000,00"
1.01 . 1.01.01 . 16.96 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,8580000,8580000,0,0,
1.01 . 1.01.01 . 16.96 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,300000,300000,0,0,"MMR40 org x 7.500,00 = 300.000,00"
1.01 . 1.01.01 . 16.96 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,8280000,8280000,0,0,"Makan Minum
Makan Minum Kegiatan276 dos x 15.000,00 = 4.140.000,00
Minum Snack552 dos x 7.500,00 = 4.140.000,00"
1.01 . 1.01.01 . 16.96 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,12900000,12900000,0,0,
1.01 . 1.01.01 . 16.96 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,6600000,6600000,0,0,"Honor Narasumber
Hr. Narasumber Lokal60 jpl x 100.000,00 = 6.000.000,00
Honor ModeratorHr. Moderator6 org x 100.000,00 = 600.000,00"
1.01 . 1.01.01 . 16.96 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,6300000,6300000,0,0,"Honor peserta Lesson
Honor peserta180 org x 35.000,00 = 6.300.000,00"
1.01 . 1.01.01 . 16.97 ,Perijinan SD dan SMP baru ,19200000,19200000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 16.97 . 5.2.1 ,Belanja Pegawai ,4430000,7920000,3490000,78.78,
1.01 . 1.01.01 . 16.97 . 5.2.1.01 ,Honorarium PNS ,2930000,6420000,3490000,119.11,
1.01 . 1.01.01 . 16.97 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,2930000,6420000,3490000,119.11,"Honorarium Tim
Honor Tim1 bjj x 6.420.000,00 = 6.420.000,00"
1.01 . 1.01.01 . 16.97 . 5.2.1.03 ,Uang Lembur ,1500000,1500000,0,0,
1.01 . 1.01.01 . 16.97 . 5.2.1.03.01 ,Uang Lembur PNS ,1500000,1500000,0,0,"Uang lembur PNS
Uang Lembur1 ls x 1.500.000,00 = 1.500.000,00"
1.01 . 1.01.01 . 16.97 . 5.2.2 ,Belanja Barang dan Jasa ,14770000,11280000,-3490000,-23.63,
1.01 . 1.01.01 . 16.97 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1420000,1420000,0,0,
1.01 . 1.01.01 . 16.97 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1420000,1420000,0,0,"Belanja ATK
ATK Kegiatan1 ls x 1.420.000,00 = 1.420.000,00"
1.01 . 1.01.01 . 16.97 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1875000,1875000,0,0,
1.01 . 1.01.01 . 16.97 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1875000,1875000,0,0,"Belanja foto copy15,000 lb x 125,00 = 1.875.000,00"
1.01 . 1.01.01 . 16.97 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,6300000,6300000,0,0,
1.01 . 1.01.01 . 16.97 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1662500,1662500,0,0,"Belanja makan minum rapat
Makan minum rapat95 or x 17.500,00 = 1.662.500,00"
1.01 . 1.01.01 . 16.97 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,2012500,2012500,0,0,"makan minum lembur
MML115 ol x 17.500,00 = 2.012.500,00"
1.01 . 1.01.01 . 16.97 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,2625000,2625000,0,0,"Makan minum kegiatan150 or x 17.500,00 = 2.625.000,00"
1.01 . 1.01.01 . 16.97 . 5.2.2.15 ,Belanja Perjalanan Dinas ,5175000,1685000,-3490000,-67.44,
1.01 . 1.01.01 . 16.97 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,5175000,1685000,-3490000,-67.44,"Belanja Perjalanan Dinas
Perjalanan Dinas1 ls x 1.685.000,00 = 1.685.000,00"
1.01 . 1.01.01 . 16.98 ,Pembelajaran Bahasa Inggris menggunakan ICT ,200000000,200000000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kab. Bantul"
1.01 . 1.01.01 . 16.98 . 5.2.1 ,Belanja Pegawai ,11580000,11580000,0,0,
1.01 . 1.01.01 . 16.98 . 5.2.1.01 ,Honorarium PNS ,9880000,9880000,0,0,
1.01 . 1.01.01 . 16.98 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,9880000,9880000,0,0,"HR Tim/Panitia
HR tim Monitoring1 bjj x 4.940.000,00 = 4.940.000,00
Honor Panitia Sosialisasi1 bjj x 4.940.000,00 = 4.940.000,00"
1.01 . 1.01.01 . 16.98 . 5.2.1.03 ,Uang Lembur ,1700000,1700000,0,0,
1.01 . 1.01.01 . 16.98 . 5.2.1.03.01 ,Uang Lembur PNS ,1700000,1700000,0,0,"Uang Lembur PNSGolongan III dan IV50 ol x 15.000,00 = 750.000,00
Golongan II95 ol x 10.000,00 = 950.000,00"
1.01 . 1.01.01 . 16.98 . 5.2.2 ,Belanja Barang dan Jasa ,7170000,7170000,0,0,
1.01 . 1.01.01 . 16.98 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1182500,1182500,0,0,
1.01 . 1.01.01 . 16.98 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1182500,1182500,0,0,"Belanja ATK1 ls x 1.182.500,00 = 1.182.500,00"
1.01 . 1.01.01 . 16.98 . 5.2.2.03 ,Belanja Jasa Kantor ,200000,200000,0,0,
1.01 . 1.01.01 . 16.98 . 5.2.2.03.13 ,Belanja Dokumentasi ,200000,200000,0,0,"belanja dokumentasi1 ls x 200.000,00 = 200.000,00"
1.01 . 1.01.01 . 16.98 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,187500,187500,0,0,
1.01 . 1.01.01 . 16.98 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,187500,187500,0,0,"penggandaanFoto copy1,500 lbr x 125,00 = 187.500,00"
1.01 . 1.01.01 . 16.98 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,5600000,5600000,0,0,
1.01 . 1.01.01 . 16.98 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1400000,1400000,0,0,"MMR80 or x 17.500,00 = 1.400.000,00
MML0 org x 17.500,00 = 0,00"
1.01 . 1.01.01 . 16.98 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,2537500,2537500,0,0,"Belanja Makan Minum Lembur
MML145 org x 17.500,00 = 2.537.500,00"
1.01 . 1.01.01 . 16.98 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,1662500,1662500,0,0,"MMK95 ok x 17.500,00 = 1.662.500,00"
1.01 . 1.01.01 . 16.98 . 5.2.3 ,Belanja Modal ,181250000,181250000,0,0,
1.01 . 1.01.01 . 16.98 . 5.2.3.12 ,Belanja Modal Pengadaan Komputer ,181250000,181250000,0,0,
1.01 . 1.01.01 . 16.98 . 5.2.3.12.11 ,Belanja modal pengadaan software/aplilkasi program,181250000,181250000,0,0,"Belanja Software
Belanja \software/aplikasi program3,000 siswa x 60.000,00 = 180.000.000,00
HR Pejabatbat PengadaanHR Pejabat Pengadaan1 ok x 300.000,00 = 300.000,00
HR Panitia Penerima dan Pemeriksa Barang1 bjj x 950.000,00 = 950.000,00"
1.01 . 1.01.01 . 16.100 ,Pendampingan Evaluasi Diri Sekolah SMP ,17500000,17500000,0,0,"Sumber Dana :
 Lokasi Kegiatan : Bantul"
1.01 . 1.01.01 . 16.100 . 5.2.1 ,Belanja Pegawai ,0,5950000,5950000,0,
1.01 . 1.01.01 . 16.100 . 5.2.1.01 ,Honorarium PNS ,0,5950000,5950000,0,
1.01 . 1.01.01 . 16.100 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,0,5950000,5950000,0,"Honor Panitia Pelaksana Kegiatan1 keg x 2.000.000,00 = 2.000.000,00
Honor Narasumber Lokal (JPLx2 Kelas)10 jpl x 150.000,00 = 1.500.000,00
Honor Moderator (2 Orang x 6 Hari)2 org x 100.000,00 = 200.000,00
Honor Tim Teknis15 org x 150.000,00 = 2.250.000,00"
1.01 . 1.01.01 . 16.100 . 5.2.2 ,Belanja Barang dan Jasa ,17500000,11550000,-5950000,-34,
1.01 . 1.01.01 . 16.100 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,0,4000000,4000000,0,
1.01 . 1.01.01 . 16.100 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,0,4000000,4000000,0,"ATK
ATK Kegiatan1 ls x 4.000.000,00 = 4.000.000,00"
1.01 . 1.01.01 . 16.100 . 5.2.2.03 ,Belanja Jasa Kantor ,0,300000,300000,0,
1.01 . 1.01.01 . 16.100 . 5.2.2.03.13 ,Belanja Dokumentasi ,0,300000,300000,0,"Belanja Dokumentasi
Dokumentasi1 keg x 300.000,00 = 300.000,00"
1.01 . 1.01.01 . 16.100 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,0,2000000,2000000,0,
1.01 . 1.01.01 . 16.100 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,0,2000000,2000000,0,"Foto Copy KegiatanPenggandaan/Fotocopy1 keg x 2.000.000,00 = 2.000.000,00"
1.01 . 1.01.01 . 16.100 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,17500000,5250000,-12250000,-70,
1.01 . 1.01.01 . 16.100 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,17500000,5250000,-12250000,-70,"MMKSnack Minum Kegiatan700 org x 7.500,00 = 5.250.000,00"
1.01 . 1.01.01 . 16.101 ,Lomba UKS ,133350000,149414408,16064408,12.05,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.01 . 1.01.01 . 16.101 . 5.2.1 ,Belanja Pegawai ,98000000,42000000,-56000000,-57.14,
1.01 . 1.01.01 . 16.101 . 5.2.1.01 ,Honorarium PNS ,42000000,42000000,0,0,
1.01 . 1.01.01 . 16.101 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,42000000,42000000,0,0,"Honor Tim Pembina/ Narasumber
Honor Tim Pembina / Narasumber60 org x 0,00 = 0,00
Honorarium PNSHonor Panitia Pelaksana Kegiatan1 bjj x 1.500.000,00 = 1.500.000,00
Honorarium Tim Yuri Lomba UKSHonorarium Tim Yuri180 org x 75.000,00 = 13.500.000,00
Honor Tim Pembina Lomba UKS Tk. DIY180 org x 75.000,00 = 13.500.000,00
Honor Tim Pembina Lomba UKS Tk. Nasional180 Org x 75.000,00 = 13.500.000,00"
1.01 . 1.01.01 . 16.101 . 5.2.1.05 ,,56000000,0,-56000000,-100,
1.01 . 1.01.01 . 16.101 . 5.2.1.05.02 ,,56000000,0,-56000000,-100,
1.01 . 1.01.01 . 16.101 . 5.2.2 ,Belanja Barang dan Jasa ,35350000,102164408,66814408,189.01,
1.01 . 1.01.01 . 16.101 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,4422500,4422500,0,0,
