Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,,
2.05 . 2.05.01 . 20 . 17 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,750000,,
2.05 . 2.05.01 . 20 . 17 . 5 . 2 . 2 . 07 . 03 , Belanja Sewa Ruang Rapat/Pertemuan ,750000," APBD
Sewa ruang pertemuanSewa ruang1 hari x 750.000,00 = 750.000,00",
2.05 . 2.05.01 . 20 . 17 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,8380000,,
2.05 . 2.05.01 . 20 . 17 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,1600000," APBD
Belanja Makanan dan Minuman RapatKonsumsi Rapat64 om x 25.000,00 = 1.600.000,00",
2.05 . 2.05.01 . 20 . 17 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,6780000," APBD
Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Konsumsi kegiatan120 om x 25.000,00 = 3.000.000,00
Konsumsi workshop63 om x 60.000,00 = 3.780.000,00",
2.05 . 2.05.01 . 20 . 17 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,1800000,,
2.05 . 2.05.01 . 20 . 17 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,1800000," APBD
Dalam Rangka Pembinaan, Monev Kelompok
Golongan IV6 op x 50.000,00 = 300.000,00
Golongan III10 op x 40.000,00 = 400.000,00
Golongan II4 op x 30.000,00 = 120.000,00
Dalam Rangka Konsultasi/Koordinasi ke DIY
Golongan IV6 op x 70.000,00 = 420.000,00
Golongan III6 op x 60.000,00 = 360.000,00
Golongan II4 op x 50.000,00 = 200.000,00",
2.05 . 2.05.01 . 20 . 17 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",5000000,,
2.05 . 2.05.01 . 20 . 17 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,3500000," APBD
Honorarium Tenaga Ahli/Instruktur/Narasumber/Penceramah WorkshopPenceramah umum2 jpl x 500.000,00 = 1.000.000,00
Narasumber6 jpl x 250.000,00 = 1.500.000,00Moderator8 jpl x 125.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 20 . 17 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,1500000," APBD
Honorarium Harian
Uang saku peserta workshop50 oh x 30.000,00 = 1.500.000,00",
2.05 . 2.05.01 . 20 . 18 , Apresiasi CPIB ,27000000," Sumber Dana : APBD
Lokasi Kegiatan : Kab. Bantul
Keluaran : terlaksana sosialisasi/workshop
Target: 50 orang",
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 1 , Belanja Pegawai ,3330000,,
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 1 . 01 , Honorarium PNS ,3330000,,
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,3330000," APBD
Honorarium Panitia Pelaksana Teknis Kegiatan
Ketua5 ob x 160.000,00 = 800.000,00
Sekretaris5 ob x 150.000,00 = 750.000,00
Anggota10 ob x 140.000,00 = 1.400.000,00
Honorarium panitia Workshop
Ketua1 oh x 90.000,00 = 90.000,00
Sekretaris1 oh x 80.000,00 = 80.000,00
Anggota3 oh x 70.000,00 = 210.000,00",
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 , Belanja Barang dan Jasa ,23670000,,
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,2115000,,
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,2115000," APBD
Belanja Alat Tulis Kantor
ATK dan sarana komputer kegiatan (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex, Penghapus, Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 LS x 615.000,00 = 615.000,00
ATK peserta workshop50 paket x 30.000,00 = 1.500.000,00",
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,6900000,,
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,6900000," APBD
Buku/Reproduksi Panduan CPIB/Administrasi CPIB1 LS x 1.200.000,00 = 1.200.000,00
Atribut Workshop CPIB60 paket x 95.000,00 = 5.700.000,00",
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,300000,,
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 03 . 15 , Belanja Publikasi ,300000," APBD
Belanja Publikasi dan DokumentasiSpanduk1 unit x 300.000,00 = 300.000,00",
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,725000,,
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,725000," APBD
Belanja PenggandaanFotokopi4,000 lembar x 150,00 = 600.000,00
Penggandaan dan jilid laporan kegiatan5 eks x 25.000,00 = 125.000,00",
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,750000,,
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 07 . 03 , Belanja Sewa Ruang Rapat/Pertemuan ,750000," APBD
Sewa ruang pertemuan
Sewa ruang/tempat pelatihan1 hari x 750.000,00 = 750.000,00",
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,6100000,,
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,1250000," APBD
Belanja Snack, Makan, dan Minum RapatKonsumsi Rapat50 om x 25.000,00 = 1.250.000,00",
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,4850000," APBD
Belanja Makana dan Minuman Pelaksanaan Kegiatan
Konsumsi kegiatan workshop60 om x 60.000,00 = 3.600.000,00
Konsumsi kegiatan50 om x 25.000,00 = 1.250.000,00",
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,1780000,,
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,1780000," APBD
Dalam Rangka Konsultasi/Koordinasi ke DIY
Golongan IV6 op x 70.000,00 = 420.000,00
Golongan III6 op x 60.000,00 = 360.000,00
Golongan II4 op x 50.000,00 = 200.000,00
Dalam Rangka Monev/Pembinaan Kelompok
Golongan IV6 op x 50.000,00 = 300.000,00
Golongan III8 op x 40.000,00 = 320.000,00
Golongan II6 op x 30.000,00 = 180.000,00",
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",5000000,,
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,3500000," APBD
Honorarium Tenaga Ahli/Instruktur/Narasumber/Penceramah Workshop
Penceramah Umum Workshop2 jpl x 500.000,00 = 1.000.000,00
Narasumber6 jpl x 250.000,00 = 1.500.000,00
Moderator8 jpl x 125.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 20 . 18 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,1500000," APBD
Honorarium Harian
Uang saku peserta workshop50 oh x 30.000,00 = 1.500.000,00",
2.05 . 2.05.01 . 20 . 19 , Pengawasan Pembenihan dan Pembudidayaan Ikan ,30000000," Sumber Dana : APBD
Lokasi Kegiatan : 17 kec
Keluaran : terlaksana workshop
Target: 50 orang",
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 1 , Belanja Pegawai ,6220000,,
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 1 . 01 , Honorarium PNS ,6220000,,
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,6220000," APBD
Honorarium Panitia Pelaksana Teknis Kegiatan
Ketua8 ob x 160.000,00 = 1.280.000,00
Sekretaris8 ob x 150.000,00 = 1.200.000,00
Anggota24 ob x 140.000,00 = 3.360.000,00
Honorarium Panitia Workshop/Temu Teknis
Ketua1 oh x 90.000,00 = 90.000,00
Sekretaris1 oh x 80.000,00 = 80.000,00
Anggota3 oh x 70.000,00 = 210.000,00",
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 , Belanja Barang dan Jasa ,23780000,,
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,1815000,,
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,1815000," APBD
Belanja Alat Tulis Kantor
ATK dan sarana komputer kegiatan (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex,Penghapus, Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 ls x 315.000,00 = 315.000,00
ATK peserta Workshop/Temu Teknis50 paket x 30.000,00 = 1.500.000,00",
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,4410000,,
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,4410000," APBD
Atribut Workshop/Temu Teknis63 paket x 70.000,00 = 4.410.000,00",
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,300000,,
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 03 . 15 , Belanja Publikasi ,300000," APBD
Belanja Publikasi dan dokumentasiSpanduk1 unit x 300.000,00 = 300.000,00",
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,725000,,
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 06 . 01 , Belanja Cetak ,300000," APBD
Belanja CetakCetak Sertifikat40 lembar x 7.500,00 = 300.000,00",
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,425000," APBD
Belanja Penggandaan
Fotokopi2,000 lembar x 150,00 = 300.000,00
Laporan dan jilid5 eks x 25.000,00 = 125.000,00",
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,750000,,
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 07 . 02 , Belanja Sewa Gedung/Kantor/Tempat ,750000," APBD
Belanja Sewa Gedung/Kantor/Tempat
Sewa tempat1 hari x 750.000,00 = 750.000,00",
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,7280000,,
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,1000000," APBD
Belanja Snack, Makan, dan Minum Rapat
Konsumsi Rapat40 om x 25.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,6280000," APBD
Belanja Makanan dan Minuman Pelaksanaan KegiatanKonsumsi Workshop/Temu Teknis63 om x 60.000,00 = 3.780.000,00
Konsumsi kegiatan100 om x 25.000,00 = 2.500.000,00",
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,3500000,,
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,3500000," APBD
Belanja Perjalanan Dinas Luar Daerah
Dalam rangka konsultasi/koordinasi/sosialisasi1 op x 3.500.000,00 = 3.500.000,00",
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",5000000,,
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,3500000," APBD
Honorarium Tenaga Ahli/Instruktur/Narasumber/Penceramah
Penceramah Umum Workshop/Temu Teknis2 jpl x 500.000,00 = 1.000.000,00
Narasumber6 jpl x 250.000,00 = 1.500.000,00Moderator8 jpl x 125.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 20 . 19 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,1500000," APBD
Honorarium Harian
Uang saku peserta Workshop/Temu Teknis50 oh x 30.000,00 = 1.500.000,00",
2.05 . 2.05.01 . 21 , Program pengembangan perikanan tangkap ,211350000,,
2.05 . 2.05.01 . 21 . 08 , Fishing Ground PMT ( Pemetaan ) ,44800000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Tersedianya dokumen kajian informasi kelautan dengan analisa data penginderaan jauh di daerah fishing ground
Target: 1 dokumen",
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 1 , Belanja Pegawai ,4380000,,
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 1 . 01 , Honorarium PNS ,4380000,,
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,4380000," APBD
Honorarium panitia pelaksana kegiatan
Ketua6 ob x 160.000,00 = 960.000,00
Sekretaris6 ob x 150.000,00 = 900.000,00
Anggota18 ob x 140.000,00 = 2.520.000,00",
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 , Belanja Barang dan Jasa ,40420000,,
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,3000000,,
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,3000000," APBD
Belanja ATK
ATK penyelenggara dan sarana komputer (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex,Penghapus, Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 LS x 1.000.000,00 = 1.000.000,00ATK Peserta Workshop1 LS x 2.000.000,00 = 2.000.000,00",
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,8500000,,
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,8500000," APBD
Atribut pesertaAtribut peserta workshop1 LS x 8.500.000,00 = 8.500.000,00",
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,350000,,
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 03 . 15 , Belanja Publikasi ,350000," APBD
Belanja publikasiSpanduk kegiatan1 paket x 350.000,00 = 350.000,00",
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,6570000,,
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,6570000," APBD
Belanja penggandaanFotokopi8,800 lembar x 150,00 = 1.320.000,00
Laporan kegiatan5 eks x 50.000,00 = 250.000,00
Dokumen Fishing Ground1 paket x 5.000.000,00 = 5.000.000,00",
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,850000,,
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 07 . 03 , Belanja Sewa Ruang Rapat/Pertemuan ,850000," APBD
Belanja sewa ruang
Sewa ruang untuk workshop1 hari x 850.000,00 = 850.000,00",
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,4950000,,
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,1050000," APBD
Belanja makan minum rapat
Makan minum rapat60 om x 17.500,00 = 1.050.000,00",
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,3900000," APBD
Belanja makan minum kegiatan
Makan minum workshop60 om x 65.000,00 = 3.900.000,00",
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,900000,,
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,900000," APBD
Belanja perjalanan dinas dalam daerah
Golongan IV10 op x 50.000,00 = 500.000,00
Golongan III10 op x 40.000,00 = 400.000,00",
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",15300000,,
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,13800000," APBD
Honorarium supervisi penyusunan dokumen fishing ground
Honor tenaga ahli6 ob x 750.000,00 = 4.500.000,00
Honor asisten tenaga ahli6 ob x 500.000,00 = 3.000.000,00
Honorarium narasumber workshop
Honorarium Narasumber Tingkat Lokal6 jpl x 750.000,00 = 4.500.000,00
Honorarium Narasumber PNS2 jpl x 500.000,00 = 1.000.000,00
Honorarium Moderator workshop
Honor moderator Workshop Pemaparan Hasil Kegiatan Fishing Ground8 jpl x 100.000,00 = 800.000,00",
2.05 . 2.05.01 . 21 . 08 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,1500000," APBD
Uang saku peserta workshop
Uang saku peserta workshop pemaparan hasil kegiatan fishing ground50 oh x 30.000,00 = 1.500.000,00",
2.05 . 2.05.01 . 21 . 14 , Pelatihan Teknis dan Manajemen Kader Nelayan ,45000000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Jumlah peserta pelatihan dan magang
Target: 20 orang",
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 1 , Belanja Pegawai ,4380000,,
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 1 . 01 , Honorarium PNS ,4380000,,
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,4380000," APBD
Honorarum penyelenggara kegiatan
Ketua6 ob x 160.000,00 = 960.000,00
Sekretaris6 ob x 150.000,00 = 900.000,00
Anggota18 ob x 140.000,00 = 2.520.000,00",
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 , Belanja Barang dan Jasa ,40620000,,
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,2900000,,
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,2900000," APBD
Belanja ATK
ATK dan komputer supplai (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex, Penghapus, Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 LS x 2.000.000,00 = 2.000.000,00
ATK Peserta Pelatihan20 paket x 45.000,00 = 900.000,00",
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,4000000,,
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,3000000," APBDBelanja alat/perlengkapanAtribut peserta pelatihan20 paket x 150.000,00 = 3.000.000,00",
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 02 . 18 , Belanja Bahan Percontohan ,1000000," APBD
Bahan percontohan pelatihan
Alat tangkap dan praktek1 LS x 1.000.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,4150000,,
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 03 . 15 , Belanja Publikasi ,150000," APBD
Belanja publikasiSpanduk1 paket x 150.000,00 = 150.000,00",
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 03 . 17 , Belanja Asuransi ,4000000," APBD
Belanja asuransi peserta pelatihan
Belanja asuransi peserta magang dan pelatihan teknis dan manajemen kader nelayan1 LS x 4.000.000,00 = 4.000.000,00",
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,895000,,
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,895000," APBD
Belanja penggandaanFotokopi5,300 lembar x 150,00 = 795.000,00
Laporan kegiatan4 eks x 25.000,00 = 100.000,00",
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,800000,,
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 07 . 03 , Belanja Sewa Ruang Rapat/Pertemuan ,800000," APBD
Belanja sewa ruang pelatihan
Sewa ruang pelatihan teknis dan manajemen kader nelayan2 hari x 400.000,00 = 800.000,00",
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 08 , Belanja Sewa Sarana Mobilitas ,1600000,,
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 08 . 02 , Belanja Sewa Sarana Mobilitas Air ,1600000," APBD
Sewa sarana mobilitas air untuk pelatihan
Sewa perahu1 LS x 1.600.000,00 = 1.600.000,00",
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,7385000,,
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,1400000," APBD
Makan minum rapat80 om x 17.500,00 = 1.400.000,00",
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,5985000," APBD
Makan minum kegiatan
Makan minum pelatihan120 om x 28.500,00 = 3.420.000,00
Makan minum magang90 om x 28.500,00 = 2.565.000,00",
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,2490000,,
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,2490000," APBD
Dalam rangka koordinasi/konsultasi ke DIY
Golongan IV8 op x 70.000,00 = 560.000,00
Golongan III10 op x 60.000,00 = 600.000,00
Golongan II4 op x 50.000,00 = 200.000,00
Dalam rangka koordinasi/pelatihan/pembinaan
Golongan IV10 op x 50.000,00 = 500.000,00
Golongan III12 op x 40.000,00 = 480.000,00
Golongan II5 op x 30.000,00 = 150.000,00",
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",16400000,,
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,12800000," APBD
Honor narasumber pelatihan
Narasumber pelatihan12 jpl x 200.000,00 = 2.400.000,00
Honor instruktur pelatihan12 jpl x 200.000,00 = 2.400.000,00
Honor instruktur magang160 jpl x 50.000,00 = 8.000.000,00",
2.05 . 2.05.01 . 21 . 14 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,3600000," APBD
Uang saku harian pesertaPelatihan60 oh x 30.000,00 = 1.800.000,00
Magang60 oh x 30.000,00 = 1.800.000,00",
2.05 . 2.05.01 . 21 . 15 , Operasional Tempat Pelelangan Ikan ,27000000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Operasional rutin TPI
Target: 12 bulan",
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 1 , Belanja Pegawai ,5900000,,
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 1 . 01 , Honorarium PNS ,5900000,,
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,5900000," APBD
Honorarum penyelenggara kegiatan
Ketua10 ob x 160.000,00 = 1.600.000,00
Sekretaris10 ob x 150.000,00 = 1.500.000,00
Anggota20 ob x 140.000,00 = 2.800.000,00",
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 2 , Belanja Barang dan Jasa ,13300000,,
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,3870000,,
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,3870000," APBD
Belanja ATK (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex, Penghapus, Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)
ATK Operasional TPI1 paket x 3.000.000,00 = 3.000.000,00
ATK dan komputer suplai1 paket x 870.000,00 = 870.000,00",
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,200000,,
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 2 . 03 . 24 , Belanja Jasa Penghitungan/Penilai ,200000," APBD
Belanja jasa terra timbanganBelanja jasa terra timbangan TPI1 LS x 200.000,00 = 200.000,00",
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 2 . 05 , Belanja Perawatan Kendaraan Bermotor ,1000000,,
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 2 . 05 . 01 , Belanja Jasa Service ,1000000," APBD
Belanja jasa pemeliharaan timbangan
Belanja jasa pemeliharaan timbangan TPI1 LS x 1.000.000,00 = 1.000.000,00",
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,550000,,
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,550000," APBD
Belanja penggandaanFotokopi1 LS x 300.000,00 = 300.000,00
Laporan kegiatan10 eks x 25.000,00 = 250.000,00",
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,4900000,,
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,4900000," APBD
Belanja makan minum rapat
Makan minum rapat rutin TPI280 om x 17.500,00 = 4.900.000,00",
2.05 . 2.05.01 . 21 . 15 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,2780000,,
