Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,,
1.22 . 1.22.01 . 15.11 . 5.2.2.06.02 ,Belanja Penggandaan ,3208500,3208500,0,0,
1.22 . 1.22.01 . 15.11 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,28320000,28320000,0,0,
1.22 . 1.22.01 . 15.11 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,28320000,28320000,0,0,
1.22 . 1.22.01 . 15.11 . 5.2.2.15 ,Belanja Perjalanan Dinas ,18720000,18720000,0,0,
1.22 . 1.22.01 . 15.11 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,18720000,18720000,0,0,
1.12 . 1.22.01 . 16 ,Program Kesehatan Reproduksi Remaja ,11344650,11344650,0,0,
1.12 . 1.22.01 . 16.01 ,Advokasi dan KIE Tentang Kesehatan Reproduksi Remaja (KRR),11344650,11344650,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.12 . 1.22.01 . 16.01 . 5.2.2 ,Belanja Barang dan Jasa ,11344650,11344650,0,0,
1.12 . 1.22.01 . 16.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,596050,596050,0,0,
1.12 . 1.22.01 . 16.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,596050,596050,0,0,
1.12 . 1.22.01 . 16.01 . 5.2.2.03 ,Belanja Jasa Kantor ,368000,368000,0,0,
1.12 . 1.22.01 . 16.01 . 5.2.2.03.13 ,Belanja Dokumentasi ,100000,100000,0,0,
1.12 . 1.22.01 . 16.01 . 5.2.2.03.14 ,Belanja Dekorasi ,150000,150000,0,0,
1.12 . 1.22.01 . 16.01 . 5.2.2.03.15 ,Belanja Publikasi ,118000,118000,0,0,
1.12 . 1.22.01 . 16.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,330600,330600,0,0,
1.12 . 1.22.01 . 16.01 . 5.2.2.06.02 ,Belanja Penggandaan ,330600,330600,0,0,
1.12 . 1.22.01 . 16.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,7200000,7200000,0,0,
1.12 . 1.22.01 . 16.01 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",7200000,7200000,0,0,
1.12 . 1.22.01 . 16.01 . 5.2.2.15 ,Belanja Perjalanan Dinas ,450000,450000,0,0,
1.12 . 1.22.01 . 16.01 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,450000,450000,0,0,
1.12 . 1.22.01 . 16.01 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,2400000,2400000,0,0,
1.12 . 1.22.01 . 16.01 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,2400000,2400000,0,0,
1.11 . 1.22.01 . 16 ,Program Penguatan Kelembagaan Pengarusutamaan Gender dan Anak,207676600,207896600,220000,0.11,
1.11 . 1.22.01 . 16.15 ,Pembinaan dan Pemberdayaan Lembaga Berbasis Gender dan Anak,191134900,191354900,220000,0.12,Sumber Dana : Lokasi Kegiatan : Lingkup Kabupaten Kulon Progo
1.11 . 1.22.01 . 16.15 . 5.2.1 ,Belanja Pegawai ,15450000,15450000,0,0,
1.11 . 1.22.01 . 16.15 . 5.2.1.02 ,Honorarium Non PNS ,15450000,15450000,0,0,
1.11 . 1.22.01 . 16.15 . 5.2.1.02.03 ,Honorarium Harian ,15450000,15450000,0,0,
1.11 . 1.22.01 . 16.15 . 5.2.2 ,Belanja Barang dan Jasa ,175684900,175904900,220000,0.13,
1.11 . 1.22.01 . 16.15 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,3677700,3677700,0,0,
1.11 . 1.22.01 . 16.15 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,3677700,3677700,0,0,
1.11 . 1.22.01 . 16.15 . 5.2.2.03 ,Belanja Jasa Kantor ,300000,300000,0,0,
1.11 . 1.22.01 . 16.15 . 5.2.2.03.13 ,Belanja Dokumentasi ,300000,300000,0,0,
1.11 . 1.22.01 . 16.15 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,11029200,11929200,900000,8.16,
1.11 . 1.22.01 . 16.15 . 5.2.2.06.01 ,Belanja Cetak ,750000,750000,0,0,
1.11 . 1.22.01 . 16.15 . 5.2.2.06.02 ,Belanja Penggandaan ,10279200,11179200,900000,8.76,
1.11 . 1.22.01 . 16.15 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,400000,400000,0,0,
1.11 . 1.22.01 . 16.15 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,400000,400000,0,0,
1.11 . 1.22.01 . 16.15 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,98418000,114858000,16440000,16.7,
1.11 . 1.22.01 . 16.15 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,89130000,102930000,13800000,15.48,
1.11 . 1.22.01 . 16.15 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",8208000,10848000,2640000,32.16,
1.11 . 1.22.01 . 16.15 . 5.2.2.11.07 ,Balanja Makanan dan Minuman Harian Umum ,1080000,1080000,0,0,
1.11 . 1.22.01 . 16.15 . 5.2.2.15 ,Belanja Perjalanan Dinas ,52360000,34640000,-17720000,-33.84,
1.11 . 1.22.01 . 16.15 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,23520000,5800000,-17720000,-75.34,
1.11 . 1.22.01 . 16.15 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,28840000,28840000,0,0,Perjalanan Dinas Luar daerah luar propinsi
1.11 . 1.22.01 . 16.15 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,6500000,7100000,600000,9.23,
1.11 . 1.22.01 . 16.15 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,6500000,7100000,600000,9.23,
1.11 . 1.22.01 . 16.15 . 5.2.2.28 ,Belanja Hadiah atas Prestasi dan Penghargaan ,3000000,3000000,0,0,
1.11 . 1.22.01 . 16.15 . 5.2.2.28.01 ,Belanja Hadiah atas Prestasi ,3000000,3000000,0,0,
1.11 . 1.22.01 . 16.16 ,Pendampingan Gugus Tugas KLA (Kabupaten Layak Anak),2717700,2717700,0,0,Sumber Dana : Lokasi Kegiatan : Lingkup Kabupaten Kulon Progo
1.11 . 1.22.01 . 16.16 . 5.2.2 ,Belanja Barang dan Jasa ,2717700,2717700,0,0,
1.11 . 1.22.01 . 16.16 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,96300,96300,0,0,
1.11 . 1.22.01 . 16.16 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,96300,96300,0,0,
1.11 . 1.22.01 . 16.16 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,191400,191400,0,0,
1.11 . 1.22.01 . 16.16 . 5.2.2.06.02 ,Belanja Penggandaan ,191400,191400,0,0,
1.11 . 1.22.01 . 16.16 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1890000,1890000,0,0,
1.11 . 1.22.01 . 16.16 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1890000,1890000,0,0,
1.11 . 1.22.01 . 16.16 . 5.2.2.15 ,Belanja Perjalanan Dinas ,540000,540000,0,0,
1.11 . 1.22.01 . 16.16 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,540000,540000,0,0,
1.11 . 1.22.01 . 16.17 ,Pemutakhiran Data Pilah Gender dan Anak ,13824000,13824000,0,0,Sumber Dana : Lokasi Kegiatan : Lingkup Kabupaten Kulon Progo
1.11 . 1.22.01 . 16.17 . 5.2.1 ,Belanja Pegawai ,4710000,4710000,0,0,
1.11 . 1.22.01 . 16.17 . 5.2.1.01 ,Honorarium PNS ,4710000,4710000,0,0,
1.11 . 1.22.01 . 16.17 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,4710000,4710000,0,0,
1.11 . 1.22.01 . 16.17 . 5.2.2 ,Belanja Barang dan Jasa ,9114000,9114000,0,0,
1.11 . 1.22.01 . 16.17 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,806000,806000,0,0,
1.11 . 1.22.01 . 16.17 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,806000,806000,0,0,
1.11 . 1.22.01 . 16.17 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,1218000,1218000,0,0,
1.11 . 1.22.01 . 16.17 . 5.2.2.06.02 ,Belanja Penggandaan ,1218000,1218000,0,0,
1.11 . 1.22.01 . 16.17 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,4800000,4800000,0,0,
1.11 . 1.22.01 . 16.17 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,4800000,4800000,0,0,
1.11 . 1.22.01 . 16.17 . 5.2.2.15 ,Belanja Perjalanan Dinas ,2290000,2290000,0,0,
1.11 . 1.22.01 . 16.17 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,2290000,2290000,0,0,
1.12 . 1.22.01 . 17 ,Program Pelayanan Kontrasepsi ,2486900,2486900,0,0,
1.12 . 1.22.01 . 17.05 ,Pengelolaan Alat dan Obat Kontrasepsi ,2486900,2486900,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.12 . 1.22.01 . 17.05 . 5.2.2 ,Belanja Barang dan Jasa ,2486900,2486900,0,0,
1.12 . 1.22.01 . 17.05 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1578800,1578800,0,0,
1.12 . 1.22.01 . 17.05 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1003800,1003800,0,0,
1.12 . 1.22.01 . 17.05 . 5.2.2.01.08 ,Belanja Pengisian Tabung Gas ,300000,300000,0,0,
1.12 . 1.22.01 . 17.05 . 5.2.2.01.09 ,Belanja Peralatan Pendukung Kantor ,275000,275000,0,0,
1.12 . 1.22.01 . 17.05 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,908100,908100,0,0,
1.12 . 1.22.01 . 17.05 . 5.2.2.06.01 ,Belanja Cetak ,600000,600000,0,0,
1.12 . 1.22.01 . 17.05 . 5.2.2.06.02 ,Belanja Penggandaan ,308100,308100,0,0,
1.22 . 1.22.01 . 17 ,Program Peningkatan Partisipasi Masyarakat Dalam Membangun Desa,4697610600,4711244100,13633500,0.29,
1.22 . 1.22.01 . 17.05 ,Bulan Bhakti Gotong Royong Masyarakat ,68431700,68431700,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 17.05 . 5.2.1 ,Belanja Pegawai ,2400000,2400000,0,0,
1.22 . 1.22.01 . 17.05 . 5.2.1.03 ,Uang Lembur ,2400000,2400000,0,0,
1.22 . 1.22.01 . 17.05 . 5.2.1.03.01 ,Uang Lembur PNS ,2400000,2400000,0,0,
1.22 . 1.22.01 . 17.05 . 5.2.2 ,Belanja Barang dan Jasa ,66031700,66031700,0,0,
1.22 . 1.22.01 . 17.05 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,4007200,4007200,0,0,
1.22 . 1.22.01 . 17.05 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,4007200,4007200,0,0,
1.22 . 1.22.01 . 17.05 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,13009500,13009500,0,0,
1.22 . 1.22.01 . 17.05 . 5.2.2.06.02 ,Belanja Penggandaan ,13009500,13009500,0,0,
1.22 . 1.22.01 . 17.05 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,30060000,30060000,0,0,
1.22 . 1.22.01 . 17.05 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,2700000,2700000,0,0,
1.22 . 1.22.01 . 17.05 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,27360000,27360000,0,0,
1.22 . 1.22.01 . 17.05 . 5.2.2.15 ,Belanja Perjalanan Dinas ,18955000,18955000,0,0,
1.22 . 1.22.01 . 17.05 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,17710000,17710000,0,0,
1.22 . 1.22.01 . 17.05 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,1245000,1245000,0,0,
1.22 . 1.22.01 . 17.06 ,Evaluasi Pembangunan Desa (Lomba Desa) ,62775200,64805200,2030000,3.23,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 17.06 . 5.2.1 ,Belanja Pegawai ,3900000,3900000,0,0,
1.22 . 1.22.01 . 17.06 . 5.2.1.01 ,Honorarium PNS ,3900000,3900000,0,0,
1.22 . 1.22.01 . 17.06 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,3900000,3900000,0,0,
1.22 . 1.22.01 . 17.06 . 5.2.2 ,Belanja Barang dan Jasa ,58875200,60905200,2030000,3.45,
1.22 . 1.22.01 . 17.06 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,852300,852300,0,0,
1.22 . 1.22.01 . 17.06 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,852300,852300,0,0,
1.22 . 1.22.01 . 17.06 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,612900,612900,0,0,
1.22 . 1.22.01 . 17.06 . 5.2.2.06.02 ,Belanja Penggandaan ,612900,612900,0,0,
1.22 . 1.22.01 . 17.06 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,12120000,12120000,0,0,
1.22 . 1.22.01 . 17.06 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,3000000,3000000,0,0,
1.22 . 1.22.01 . 17.06 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",9120000,9120000,0,0,
1.22 . 1.22.01 . 17.06 . 5.2.2.15 ,Belanja Perjalanan Dinas ,6490000,16020000,9530000,146.84,
1.22 . 1.22.01 . 17.06 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,4950000,4950000,0,0,
1.22 . 1.22.01 . 17.06 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,1540000,11070000,9530000,618.83,
1.22 . 1.22.01 . 17.06 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,6300000,6300000,0,0,
1.22 . 1.22.01 . 17.06 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,6300000,6300000,0,0,
1.22 . 1.22.01 . 17.06 . 5.2.2.28 ,Belanja Hadiah atas Prestasi dan Penghargaan ,32500000,25000000,-7500000,-23.08,
1.22 . 1.22.01 . 17.06 . 5.2.2.28.01 ,Belanja Hadiah atas Prestasi ,32500000,25000000,-7500000,-23.08,
1.22 . 1.22.01 . 17.14 ,Penyusunan dan Pemutakhiran Data Profil Desa ,25224100,25224100,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 17.14 . 5.2.1 ,Belanja Pegawai ,9240000,9240000,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.1.01 ,Honorarium PNS ,7800000,7800000,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,7800000,7800000,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.1.02 ,Honorarium Non PNS ,1440000,1440000,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.1.02.03 ,Honorarium Harian ,1440000,1440000,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.2 ,Belanja Barang dan Jasa ,15984100,15984100,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1065250,1065250,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1065250,1065250,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,596850,596850,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.2.06.02 ,Belanja Penggandaan ,596850,596850,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,4512000,4512000,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2784000,2784000,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",1728000,1728000,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.2.15 ,Belanja Perjalanan Dinas ,8010000,8010000,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,3040000,3040000,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,4970000,4970000,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,1800000,1800000,0,0,
1.22 . 1.22.01 . 17.14 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,1800000,1800000,0,0,
1.22 . 1.22.01 . 17.15 ,Peningkatan Peran Serta Masyarakat Dan Pengembangan Teknologi Tepat Guna (TTG),41501600,41501600,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 17.15 . 5.2.2 ,Belanja Barang dan Jasa ,41501600,41501600,0,0,
1.22 . 1.22.01 . 17.15 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,127600,127600,0,0,
1.22 . 1.22.01 . 17.15 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,127600,127600,0,0,
1.22 . 1.22.01 . 17.15 . 5.2.2.02 ,Belanja Bahan/Material ,2500000,2500000,0,0,
1.22 . 1.22.01 . 17.15 . 5.2.2.02.06 ,Belanja Bahan Percontohan ,2500000,2500000,0,0,
1.22 . 1.22.01 . 17.15 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,674000,674000,0,0,
1.22 . 1.22.01 . 17.15 . 5.2.2.06.01 ,Belanja Cetak ,500000,500000,0,0,
1.22 . 1.22.01 . 17.15 . 5.2.2.06.02 ,Belanja Penggandaan ,174000,174000,0,0,
1.22 . 1.22.01 . 17.15 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1560000,1560000,0,0,
1.22 . 1.22.01 . 17.15 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1560000,1560000,0,0,
1.22 . 1.22.01 . 17.15 . 5.2.2.15 ,Belanja Perjalanan Dinas ,36640000,36640000,0,0,
1.22 . 1.22.01 . 17.15 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1450000,1450000,0,0,
1.22 . 1.22.01 . 17.15 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,35190000,35190000,0,0,
1.22 . 1.22.01 . 17.16 ,Pelaksanaan TNI Manunggal Membangun Desa (TMMD),25208100,25208100,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 17.16 . 5.2.1 ,Belanja Pegawai ,1000000,1000000,0,0,
1.22 . 1.22.01 . 17.16 . 5.2.1.02 ,Honorarium Non PNS ,1000000,1000000,0,0,
1.22 . 1.22.01 . 17.16 . 5.2.1.02.03 ,Honorarium Harian ,1000000,1000000,0,0,
1.22 . 1.22.01 . 17.16 . 5.2.2 ,Belanja Barang dan Jasa ,24208100,24208100,0,0,
1.22 . 1.22.01 . 17.16 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,153100,153100,0,0,
1.22 . 1.22.01 . 17.16 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,153100,153100,0,0,
1.22 . 1.22.01 . 17.16 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,675000,675000,0,0,
1.22 . 1.22.01 . 17.16 . 5.2.2.06.02 ,Belanja Penggandaan ,675000,675000,0,0,
1.22 . 1.22.01 . 17.16 . 5.2.2.09 ,Belanja Sewa Alat Berat ,5000000,5000000,0,0,
1.22 . 1.22.01 . 17.16 . 5.2.2.09.02 ,Belanja Sewa Buldoser ,5000000,5000000,0,0,
1.22 . 1.22.01 . 17.16 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,12000000,12000000,0,0,
1.22 . 1.22.01 . 17.16 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,12000000,12000000,0,0,
1.22 . 1.22.01 . 17.16 . 5.2.2.15 ,Belanja Perjalanan Dinas ,6380000,6380000,0,0,
1.22 . 1.22.01 . 17.16 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,4170000,4170000,0,0,
1.22 . 1.22.01 . 17.16 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,2210000,2210000,0,0,
1.22 . 1.22.01 . 17.17 ,Pendampingan Stimulasi Pembangunan Infrastruktur Permukiman,4318038000,4318038000,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 17.17 . 5.2.1 ,Belanja Pegawai ,55497500,55497500,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.1.01 ,Honorarium PNS ,24277500,24277500,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,24277500,24277500,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.1.02 ,Honorarium Non PNS ,26100000,26100000,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.1.02.04 ,Honorarium Tim ,26100000,26100000,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.1.03 ,Uang Lembur ,5120000,5120000,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.1.03.01 ,Uang Lembur PNS ,5120000,5120000,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.2 ,Belanja Barang dan Jasa ,4262540500,4262540500,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1994900,1994900,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1994900,1994900,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,6747600,6747600,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.2.06.02 ,Belanja Penggandaan ,6747600,6747600,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,12480000,12480000,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,5760000,5760000,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,6720000,6720000,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.2.15 ,Belanja Perjalanan Dinas ,10160000,10160000,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,10160000,10160000,0,0,
1.22 . 1.22.01 . 17.17 . 5.2.2.23 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat/Pihak Ketiga,4231158000,4231158000,0,0,
