Judul,Penjabaran Anggaran Pendapatan Belanja Daerah,,,,,,,,,
Daerah,Kabupaten Gunungkidul,,,,,,,,,
tahun ,2015,,,,,,,,,
Kode Organisasi,1.01,,,,,,,,,
Nama Organisasi,Dinas Pendidikan Pemuda dan Olahraga,,,,,,,,,
Kolom,4,,,,,,,,,
Kode Rekening,Uraian,jumlah,Penjelasan,,,,,,,
1.01.1.01.01.17.67.5.2.2.05. ,Belanja Perawatan Kendaraan Bermotor ,3100000,,,,,,,,
1.01.1.01.01.17.67.5.2.2.05.003. ,Belanja Bahan Bakar Minyak/Gas dan Pelumas ,3100000, SMK 1 TANJUNGSARI 3100000.00 BBM kendaraan roda 6 kegiatan pemantapan LDDK (PERTAMINA Dex) 1500000.00 BBM kegiatan susur pantai dan perkemahan (PERTAMINA Dex) 700000.00 BBM kendaraan roda 6 kegiatan pemasangan spanduk sosialisasi sekolah 900000.00,,,,,,,
1.01.1.01.01.17.67.5.2.2.06. ,Belanja Cetak dan Penggandaan ,34143000,,,,,,,,
1.01.1.01.01.17.67.5.2.2.06.001. ,Belanja Cetak ,19130000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1550000.00 Belanja cetak sertifikat 1550000.00 SMK 3 WONOSARI 2400000.00 Belanja cetak buku tata tertib siswa 2400000.00 SMA 1 TANJUNGSARI 1400000.00 Pengadaan Brosur PPDB 1000000.00 Pengadaan Stopmap PPDB 400000.00 SMA 1 KARANGMOJO 5000000.00 Belanja cetak Kegiatan Lomba Reog 2000000.00 Bahan Cetakan Kegiatan Wisuda Purna Siswa 1000000.00 Bahan Cetakan kegiatan HUT SMA 2000000.00 SMK 1 TANJUNGSARI 8300000.00 Belanja cetak kegiatan PPDB 2000000.00 Belanja cetak kegiatan wisuda kelas XII 2800000.00 Belanja cetak kegiatan sosialisasi sekolah 3500000.00 SMK SAPTOSARI 480000.00 Cetak sertifikat peserta diklat kepemimpinan osis. dewan ambalan dan PMR 480000.00,,,,,,,
1.01.1.01.01.17.67.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,15013000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 8550000.00 Penggandaan untuk 11 kegiatan 3300000.00 Penggandaan materi PPDB dan MPS(MOS) 750000.00 Penggandaan materi sosialisasi SNP 3750000.00 Penggandaan materi sosialisasi intensifikasi Pendidikan Agama SMA/SMK 750000.00 SMA 1 PATUK 163000.00 Belanja penggandaan kartu pemilihan OSIS 63000.00 Belanja fotokopi makalah kegiatan retret dan pesantren kilat 100000.00 SMA 2 WONOSARI 2000000.00 Belanja Fc Penggandaan Materi Ekstrakurikuler 2000000.00 SMA 1 TANJUNGSARI 200000.00 Belanja Pengadaan Formulir PPDB 200000.00 SMA 1 SEMANU 550000.00 Penggandaan penyusunan RKJM 300000.00 Penggandaan penyusunan RKAS 250000.00 SMK 1 TANJUNGSARI 2050000.00 Penggandaan administrasi kegiatan PPDB 500000.00 Penggandaan kegiatan sosialisasi sekolah 350000.00 Penggandaan materi seminar 1200000.00 SMK GEDANGSARI 800000.00 Belanja penggandaan 800000.00 SMK SAPTOSARI 500000.00 Fotokopi kegiatan diklat kepemimpinan osis. dwan ambalan dan PMR 500000.00 SMK 1 TEPUS 200000.00 Penggandaan untuk kegiatan BTA 200000.00,,,,,,,
1.01.1.01.01.17.67.5.2.2.07. ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,5250000,,,,,,,,
1.01.1.01.01.17.67.5.2.2.07.004. ,Belanja sewa tempat parkir/uang tambat/hanggar ,5250000, sarana mobilita SMK 1 TANJUNGSARI 5250000.00 Sewa tempat parkir kegiatan pemantapan LDDK 1000000.00 Sewa tempat gedung olahraga bulutangkis 1000000.00 Sewa tempat renang 3250000.00,,,,,,,
1.01.1.01.01.17.67.5.2.2.08. ,Belanja Sewa Sarana Mobilitas ,36050000,,,,,,,,
1.01.1.01.01.17.67.5.2.2.08.001. ,Belanja Sewa Sarana Mobilitas Darat ,36050000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 4200000.00 Sewa kendaraan untuk kegiatan di Propvinsi 4200000.00 SMK 1 WONOSARI 3000000.00 Belanja Sewa Sarana Mobilitas (truck 2 hari) 3000000.00 SMA 1 PATUK 4900000.00 Sewa kendaraan kegiatan olahraga dan seni utk prestasi non akademik 4000000.00 Sewa kendaraan utk kegiatan retret 900000.00 SMA 1 RONGKOP 4250000.00 Study lapangan mapel IPA 1200000.00 sewa mobil study lapangan mapel IPS 1050000.00 sewa mobil kemah bhakti 1500000.00 sewa mobio diklat pengurus OSIS 500000.00 SMA 2 WONOSARI 7000000.00 Sewa kendaraan Untuk kegiatan Retret dan ketaqwaan 3000000.00 Sewa kendaraan untuk kegiatan olahraga dan seni 3000000.00 Sewa kendaraan Untuk kegiatan kemah 1000000.00 SMA 1 TANJUNGSARI 6000000.00 Sewa kendaraan untuk Triout KBIO ke SMAN 1 Slogoimo 6000000.00 SMA 1 KARANGMOJO 6700000.00 Sewa Kendaraan Untuk Kegiatan Perkemahan 3000000.00 Sewa Kendaraan Untuk Kegiatan Retret 1200000.00 Sewa Kendaraan Untuk Kegiatan OOSN dan FLS2SN 2500000.00,,,,,,,
1.01.1.01.01.17.67.5.2.2.10. ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,25000000,,,,,,,,
1.01.1.01.01.17.67.5.2.2.10.001. ,Belanja sewa meja kursi ,2200000, SMA 1 KARANGMOJO 700000.00 Sewa Kursi Untuk Kegiatan Wisuda Purna Siswa 250000.00 Sewa Kursi Untuk Kegiatan Lomba Reog 250000.00 Sewa Kursi Untuk Kegiatan HUT SMA 200000.00 SMK 1 TANJUNGSARI 1500000.00 Belanja sewa meja kursi kegiatan pelantikan taruna 1000000.00 Belanja sewa meja kursi kegiatan wisuda kelas XII 500000.00,,,,,,,
1.01.1.01.01.17.67.5.2.2.10.005. ,Belanja sewa tenda ,9600000, SMA 1 KARANGMOJO 7500000.00 Sewa Tendadan Panggung Kegiatan Lomba Reog 2000000.00 sewa Tenda Kegiatan Wisuda Purna Siswa 3000000.00 Sewa Tenda Kegiatan Pentas seni dalam RAngka HUT SMA 2500000.00 SMK 1 TANJUNGSARI 2100000.00 Sewa tenda kegiatan pelantikan taruna 900000.00 Sewa tenda kegiatan wisuda kelas XII 1200000.00,,,,,,,
1.01.1.01.01.17.67.5.2.2.10.006. ,Belanja sewa pakaian adat/tradisional ,6000000, SMA 1 KARANGMOJO 6000000.00 Sewa KOstum dan Make Up Penari dan Pengisi Acara Kegiatan Lomba Reog 2000000.00 Sewa Kostum dan MAke Up Penari dan Pengisi Acara Pentas Seni Acara Wisuda 2000000.00 Purna Siswa Sewa Kostum dan Make Up Penari dan Pengisi Acara pentas Seni Dalam Rangka 2000000.00 HUT SMA,,,,,,,
1.01.1.01.01.17.67.5.2.2.10.008. ,Belanja sewa sound sistem ,7200000, SMA 1 KARANGMOJO 5400000.00 Sewa Sound Sistem Untuk Kegiatan Lomba Reog 1800000.00 Sewa Soun Sistem Untuk Kegiatan Wisuda 1800000.00 Sewa Sound Sistem  Untuk kegiatan Pentas Seni dalam Rangka HUT SMA 1800000.00 SMK 1 TANJUNGSARI 1800000.00 Sewa sound system kegiatan pelantikan taruna 900000.00 Sewa sound system kegiatan wisuda kelas XII 900000.00,,,,,,,
1.01.1.01.01.17.67.5.2.2.11. ,Belanja Makanan dan Minuman ,130105000,,,,,,,,
1.01.1.01.01.17.67.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,127855000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 24750000.00 Minum dan snack rapat 750000.00 Makan dan minum kegiatan di kabupaten 20000000.00 Makan dan minum kegiatan di provinsi 4000000.00 SMA 1 PATUK 13505000.00 Belanja minum snack pembekalan OSIS 1290000.00 Belanja makan minum peserta lomba olahraga dan seni 3200000.00 Belanja makan minum panitia retret 200000.00 Belanja minum snack kegiatan retret 375000.00 Belanja makan minum panitia pesantren kilat 1400000.00 Belanja makan minum peserta pesantren kilat 5120000.00 Belanja minum snack peserta pesantren kilat 1920000.00 SMA 1 RONGKOP 14940000.00 makan minum Diklat KIR OSIS 550000.00 makan minum ( 2pemateri.2pendamping x 2 hr) 160000.00 minum snak Diklat KIR OSIS  ( 26 org x 2 hari) 390000.00 Makan minum Kegiatan Pengenalan Sekolah ( KPS ) dan PPS 1000000.00 makan minum Kegiatan Pengenalan Sekolah (KPS) dan PPS 400000.00 minumsnak Kegiatan Pengenalan Sekolah (KPS ) dan PPS 600000.00 Makan minum pesantren kilat 4750000.00 makan minum pesantrenkilat ( 100 org x 2) 4000000.00 Minum snak pesantren kilat 750000.00 Minum snak study lapangan mapel IPA 2000000.00 Makan minum study lapangan mapel IPS 1300000.00 Makan minum kemah bhakti 3600000.00 ( 6 x 30 org ) Pemilihan dan diklat pengurus OSIS 1740000.00 SMA 2 WONOSARI 3000000.00 Belanja makan dan minum pesantren kilat 1000000.00 Belanja makan dan minum kegiatan Retret 500000.00 Belanja minum Snack pesantren kilat 1500000.00 SMA 2 PLAYEN 13300000.00 Makan dan minum latih tanding 10 cab OR 8000000.00 Biaya snack pelatihan PKB 600000.00 Biaya Makan dan minum pelatihan PKB 1600000.00 biaya makan dan minum pelatihan Bahasa Inggris 1600000.00 biaya makan dan minum tenaga kependidikan 900000.00 Biaya snack dan minum pelatihan bahasa inggris 600000.00 SMA 1 TANJUNGSARI 9450000.00 belanja makan minum Try-in KBIO SMA Muh Klaten 4000000.00 Belanja minum snack Triout KBIO ke SMAN 1 Slogoimo 1050000.00 Belanja makan Tryout KBIO ke SMAN 1 Slogoimo 3000000.00 Belanja Minum snack Try-in KBIO SMA Muh Klaten 1400000.00 SMA 1 SEMANU 6730000.00 Belanja makan minum penyusunan RKJM 1480000.00 Belanja makan minum penyusunan RKAS 1440000.00 Belanja minum dan snack soisalisasi RKAS 1905000.00 Belanja minum snack sosialisasi KKM 1905000.00 SMA 1 KARANGMOJO 23265000.00 Belanja Makan dan Minum Peserta. TIM dan Pemateri Pembekalan OSIS 3780000.00 Snack Pemateri penyuluhan bahaya narkoba. HIV. dan Bahaya Narkoba dan 67500.00 merokok Makan Minum Kegiatan Retret 1000000.00 Makan Minum Kegiatan Pondok Romadhon 6000000.00 Makan. dan Minum  Peserta. Official. Pengisi Acara. Juri. Tamu Undangan dan 8000000.00 TIM Lomba Reog Belanja Minum dan Snack Peserta. TIM dan Pemateri Pembekalan OSIS 1417500.00 Snack. dan Minum  Peserta. Official. Pengisi Acara. Juri. Tamu Undangan dan 3000000.00 TIM Lomba Reog SMK 1 TANJUNGSARI 15715000.00 Minum snack rapat koordinasi kegiatan PPDB 240000.00 Minum snack rapat koordinasi sosialisasi sekolah 240000.00 Minum snack rapat koordinasi kegiatan pelantikan taruna 240000.00 Minum snack rapat koordinasi seleksi staf batalyon 120000.00 Minum snack rapat koordinasi kegiatan susur pantai dan perkemahan 120000.00 Minum snack kegiatan seminar dalam rangka sosialisasi sekolah 1200000.00 Makan minum kegiatan seminar dlaam rangka sosialisasi sekolah 3200000.00 Minum snack kegiatan wisuda kelas XII 1875000.00 Makan minum kegiatan wisuda kelas XII 5000000.00 Minum snack rapat koordinasi kegiatan MOS LDDK 120000.00 Minum snack rapat koordinasi kegiatan pemantapan LDDk 180000.00 Minum snack rapat koordinasi kagiatan pelantikan taruna 180000.00 Makan minum kegiatan pelantikan taruna 3000000.00 SMK SAPTOSARI 3200000.00 Makanan dan minuman kegiatan diklat kepemimpinan osis. dewan ambaln dan 3200000.00 PMR,,,,,,,
1.01.1.01.01.17.67.5.2.2.11.003. ,Belanja makanan dan minuman tamu ,2250000, SMK 1 TANJUNGSARI 2250000.00 Minum snack tamu pelantikan taruna 2250000.00,,,,,,,
1.01.1.01.01.17.67.5.2.2.14. ,Belanja Pakaian Khusus dan hari-hari tertentu ,2940000,,,,,,,,
1.01.1.01.01.17.67.5.2.2.14.004. ,Belanja pakaian olah raga ,2940000, 2940000 Seragam kontingen olimpiade sains SMA (batik) 2940000.00,,,,,,,
1.01.1.01.01.17.67.5.2.2.15. ,Belanja Perjalanan Dinas ,50900000,,,,,,,,
1.01.1.01.01.17.67.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,23650000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 23650000.00 Golongan III 1000000.00 Uang Saku Peserta Lomba 17250000.00 Uang saku peserta olimpiade sains tingkat kabupaten 3250000.00 Uang saku peserta OSN tingkat propinsi 1800000.00 Uang saku peserta LKS SMK Bidang Akuntansi TK Kabupaten 750000.00 Uang saku peserta LKS SMK Bidang kewirausahaan TK Kabupaten 750000.00 Uang saku peserta LKS SMK Bidang Bela Negara TK Kabupaten 750000.00 Uang saku peserta LKS SMK Bidang Bela Negara TK Provinsi 1200000.00 Uang saku peserta LKS SMK Bidang Bahasa indonesia TK Kabupaten 750000.00 Uang saku peserta lomba pidato TK Kabupaten 1000000.00 Uang saku peserta lomba debat bahasa TK Kabupaten 2500000.00 Uang saku peserta lomba debat bahasa TK Provinsi 1800000.00 Uang saku peserta LCC UUD 1945 TK Kabupaten 1500000.00 Uang saku peserta LCC UUD 1945 TK Provinsi 1200000.00 Golongan IV 5400000.00,,,,,,,
1.01.1.01.01.17.67.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,27250000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 27250000.00 Perjalanan Dinas ke luar daerah (LKS) 16450000.00 Golongan IV 5000000.00 Golongan III 2400000.00 Golongan II 1050000.00 Tiket perjalanan 8000000.00 Lomba olimpiade sains (OSN) TKNasional Uang saku peserta OSN TK Nasional 1800000.00 Uang saku LKS SMK TK Nasional 6000000.00 Uang saku peserta debat bahasa TK nasional 1500000.00 Uang saku peserta LCC UUD 1945 TK Nasional 1500000.00,,,,,,,
1.01.1.01.01.17.67.5.2.3. ,BELANJA  MODAL ,20600000,,,,,,,,
1.01.1.01.01.17.67.5.2.3.20. ,Belanja Modal Pengadaan Alat-alat Laboratorium ,4500000,,,,,,,,
1.01.1.01.01.17.67.5.2.3.20.009. ,Belanja modal pengadaan alat-alat peraga/praktik ,4500000," sekolah SMK 2 GEDANGSARI 4500000.00 Belanja Alqur""an 3500000.00 Belanja modal buku Iqro 1000000.00",,,,,,,
1.01.1.01.01.17.67.5.2.3.27. ,Belanja Modal Pengadaan Buku/Kepustakaan ,12800000,,,,,,,,
1.01.1.01.01.17.67.5.2.3.27.018. ,Belanja modal pengadaan buku kamus bahasa ,12800000, SMA 1 PATUK 12800000.00 kamus bahasa inggris 4800000.00 kamus bahasa jawa 1600000.00 kamus bahasa Indonesia 6400000.00,,,,,,,
1.01.1.01.01.17.67.5.2.3.31. ,Belanja Modal Pengadaan sarana olah raga ,3300000,,,,,,,,
1.01.1.01.01.17.67.5.2.3.31.002. ,Belanja modal alat olah raga ,3300000, SMK 1 TANJUNGSARI 3300000.00 Belanja alata dan bahan ekstrakurikuler renang 250000.00 Belanja alat dan bahan ekstrakurikuler tae kwondo 250000.00 Belanja alat dan bahan ekstrakurikuler volly 450000.00 Belanja alat dan bahan ekstrakurikuler basket 500000.00 Belanja alat dan bahan ekstrakurikuler sepak bola 500000.00 Belanja alat dan bahan ekstrakurikuler tenis meja 350000.00 Belanja alat dan bahan ekstrakurikuler bulutangkis 1000000.00,,,,,,,
1.01.1.01.01.17.68. ,PENYELENGGARAAN AKREDITASI SEKOLAH ,23032500,Lokasi Kegiatan: Dinas Dikpora MENENGAH Sumber Dana: DAU.SILPA.,,,,,,,
1.01.1.01.01.17.68.5.2.2. ,BELANJA BARANG DAN JASA ,23032500,,,,,,,,
1.01.1.01.01.17.68.5.2.2.01. ,Belanja Bahan Pakai Habis ,1000000,,,,,,,,
1.01.1.01.01.17.68.5.2.2.01.001. ,Belanja alat tulis kantor ,1000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1000000.00 Alat tulis kantor Akreditasi 500000.00 Alat tulis kantor kegiatan pembinaan SSN dan RSSN 500000.00,,,,,,,
1.01.1.01.01.17.68.5.2.2.03. ,Belanja Jasa Kantor ,9700000,,,,,,,,
1.01.1.01.01.17.68.5.2.2.03.027. ,Belanja jasa narasumber/tenaga ahli ,9700000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 9700000.00 narasumber sosialisasi akreditasi 700000.00 Narasumber pembinaan SSN dan RSSN 9000000.00,,,,,,,
1.01.1.01.01.17.68.5.2.2.06. ,Belanja Cetak dan Penggandaan ,2725000,,,,,,,,
1.01.1.01.01.17.68.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,2725000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2725000.00 Fotokopi materi pembinaan SSN dan RSSN 2500000.00 Penggandaan materi sosialisasi Akreditasi 225000.00,,,,,,,
1.01.1.01.01.17.68.5.2.2.11. ,Belanja Makanan dan Minuman ,5037500,,,,,,,,
1.01.1.01.01.17.68.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,5037500, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 5037500.00 Biaya minum dan snack kegiatan sosialisasi akreditasi 787500.00 Biaya minum dan snack kegiatan pembinaan SSN dan RSSN ( 3 orang x 18 1350000.00 sekolah x 3 hari) Biaya minum dan snack kegiatan verifikasi pemb PKB. Lanjutan dan Pend Sekolah 450000.00 Biaya minum dan snack kegiatan verifikasi Uji Kompetensi Produktif 450000.00 Biaya makan dan minum kegiatan pembinaan SSN 2000000.00,,,,,,,
1.01.1.01.01.17.68.5.2.2.15. ,Belanja Perjalanan Dinas ,4570000,,,,,,,,
1.01.1.01.01.17.68.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,4570000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 4570000.00 Golongan IV 3000000.00 Golongan III 1250000.00 Golongan II 320000.00,,,,,,,
1.01.1.01.01.18. ,PROGRAM PENDIDIKAN NON FORMAL ,964786000,,,,,,,,
1.01.1.01.01.18.01. ,PEMBERDAYAAN TENAGA PENDIDIK NON FORMAL ,25075000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: PAD.DAU.,,,,,,,
1.01.1.01.01.18.01.5.2.1. ,BELANJA PEGAWAI ,8000000,,,,,,,,
1.01.1.01.01.18.01.5.2.1.02. ,Honorarium Non PNS ,8000000,,,,,,,,
1.01.1.01.01.18.01.5.2.1.02.003. ,Honorarium peserta penyuluhan/pembinaan/pelatihan ,8000000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 8000000.00 Honor  peserta 8000000.00,,,,,,,
1.01.1.01.01.18.01.5.2.2. ,BELANJA BARANG DAN JASA ,17075000,,,,,,,,
1.01.1.01.01.18.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,500000,,,,,,,,
1.01.1.01.01.18.01.5.2.2.01.001. ,Belanja alat tulis kantor ,500000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 500000.00 Alat Tulis Kegiatan 500000.00,,,,,,,
1.01.1.01.01.18.01.5.2.2.02. ,Belanja Bahan/Material ,1600000,,,,,,,,
1.01.1.01.01.18.01.5.2.2.02.007. ,Belanja bahan sosiliasasi^diklat^seminar ,1600000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1600000.00 ATK Peserta 1600000.00,,,,,,,
1.01.1.01.01.18.01.5.2.2.03. ,Belanja Jasa Kantor ,2400000,,,,,,,,
1.01.1.01.01.18.01.5.2.2.03.027. ,Belanja jasa narasumber/tenaga ahli ,2400000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2400000.00 Honor Narasumber 2400000.00,,,,,,,
1.01.1.01.01.18.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,3200000,,,,,,,,
1.01.1.01.01.18.01.5.2.2.06.001. ,Belanja Cetak ,800000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 800000.00 Cetak Sertifikat 800000.00,,,,,,,
1.01.1.01.01.18.01.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,2400000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 2400000.00 Fotocopy Modul 2400000.00,,,,,,,
1.01.1.01.01.18.01.5.2.2.11. ,Belanja Makanan dan Minuman ,9375000,,,,,,,,
1.01.1.01.01.18.01.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,9375000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 9375000.00 Minum & Snack rapat 300000.00 Minum & snack Kegiatan 2475000.00 Makan & Minum Kegiatan 6600000.00,,,,,,,
1.01.1.01.01.18.02. ,PEMBERIAN BANTUAN OPERASIONAL PENDIDIKAN ,87935000,Lokasi Kegiatan: Kab Gunungkidul NON FORMAL Sumber Dana: PAD.DAU.SILPA.,,,,,,,
1.01.1.01.01.18.02.5.2.1. ,BELANJA PEGAWAI ,32650000,,,,,,,,
1.01.1.01.01.18.02.5.2.1.02. ,Honorarium Non PNS ,12150000,,,,,,,,
1.01.1.01.01.18.02.5.2.1.02.003. ,Honorarium peserta penyuluhan/pembinaan/pelatihan ,8400000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 8400000.00 Uang saku pengiriman apresiasi PTK-PNF ( 10 orang x 17 kecamatan) 4250000.00 Uang saku pengiriman apresiasi PTK-PNF ke propinsi 700000.00 Uang saku peserta Workshop Peningkatan Mutu Manajemen Lembaga PKBM 750000.00 Uang saku peserta Workshop Peningkatan Mutu Tutor 900000.00 Uang saku peserta Workshop Peningkatan Mutu LKP 900000.00 Uang saku peserta Workshop Peningkatan Mutu Pendidik LKP 900000.00,,,,,,,
1.01.1.01.01.18.02.5.2.1.02.005. ,Honorarium Anggota Tim Pelaksana Kegiatan ,3750000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 3750000.00 Honor yuri apresiasi PTK-PNF 3000000.00 Honor panitia apresiasi PTK-PNF 750000.00,,,,,,,
1.01.1.01.01.18.02.5.2.1.08. ,Uang untuk  diberikan pihak ketiga/masyarakat ,20500000,,,,,,,,
1.01.1.01.01.18.02.5.2.1.08.002. ,Uang untuk diberikan kepada masyarakat ,20500000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 20500000.00 Hadiah lomba apresiasi PTK-PNF 7500000.00 Hadiah lomba Untuk Juara I 3000000.00 Hadiah lomba Untuk Juara II 2500000.00 Hadiah lomba Untuk Juara III 2000000.00 Hadiah lomba kejuaraan JBM 9000000.00 Juara I 4000000.00 Juara II 3000000.00 Juara III 2000000.00 Hadiah lomba 4000000.00 Juara I 4000000.00,,,,,,,
1.01.1.01.01.18.02.5.2.2. ,BELANJA BARANG DAN JASA ,55285000,,,,,,,,
1.01.1.01.01.18.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,27800000,,,,,,,,
1.01.1.01.01.18.02.5.2.2.01.001. ,Belanja alat tulis kantor ,27800000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 27800000.00 ATK  Kegiatan 300000.00 ATK Penyelenggaraan Apresiasi PTK-PNF 400000.00 ATK penyelenggaraan lomba JBM Tingkat kecamatan ( 18 kecamatan) 9000000.00 ATK Penyelenggaraan sosialisasi JBM Tingkat Kabupaten 300000.00 ATK Penyelenggaraan JBM tingkat kabupaten 400000.00 ATK Forum PKBM Kabupaten 500000.00 ATK Forum Tutor 500000.00 ATK kegiatan HIPKI 500000.00 ATK kegiatan HISPPI 500000.00 ATK Penyelenggaraan JBM TK Kecamatan 9000000.00 ATK penyelenggaraan PKBM di 32 PKBM 6400000.00,,,,,,,
1.01.1.01.01.18.02.5.2.2.03. ,Belanja Jasa Kantor ,1800000,,,,,,,,
1.01.1.01.01.18.02.5.2.2.03.027. ,Belanja jasa narasumber/tenaga ahli ,1800000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 1800000.00 Honor narasumber Workshop Peningkatan Mutu Manajemen Lembaga PKBM 200000.00 Honor narasumber Workshop Peningkatan Mutu Tutor 400000.00 Honor narasumber Workshop Peningkatan Mutu LKP (Lembaga Kursus dan 400000.00 Pelatihan) Honor narasumber Workshop Peningkatan Mutu Pendidik LKP (Lembaga Kursus 400000.00 dan Pelatihan) Transport yuri lomba JBM 400000.00,,,,,,,
1.01.1.01.01.18.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,540000,,,,,,,,
1.01.1.01.01.18.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,540000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 540000.00 penggandaan kegiatan JBM 540000.00,,,,,,,
1.01.1.01.01.18.02.5.2.2.08. ,Belanja Sewa Sarana Mobilitas ,900000,,,,,,,,
1.01.1.01.01.18.02.5.2.2.08.001. ,Belanja Sewa Sarana Mobilitas Darat ,900000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 900000.00 Charter kendaraan lomba JBM Ke 3 kecamatan 900000.00,,,,,,,
1.01.1.01.01.18.02.5.2.2.11. ,Belanja Makanan dan Minuman ,18065000,,,,,,,,
1.01.1.01.01.18.02.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,18065000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 18065000.00 Belanja Makanan dan Minuman Rapat 1200000.00 Belanja Makanan dan Minuman Apresiasi PTK-PNF 5240000.00 Belanja Minum dan Sneck Rapat 450000.00 Minum dan snack rakor JBM tingkat kabupaten 225000.00 Minum dan snack rapat Forum PKBM Kabupaten 3750000.00 Makan dan minum Workshop Peningkatan Mutu Tutor 2400000.00 Minum dan snack Workshop Peningkatan Mutu Tutor 900000.00 Minum dan snack workshop Peningkatan Mutu LKP 2250000.00 Makan dan minum Workshop Peningkatan Mutu Pendidik LKP 1200000.00 Minum dan snack Workshop Peningkatan Mutu Pendidik LKP 450000.00,,,,,,,
1.01.1.01.01.18.02.5.2.2.15. ,Belanja Perjalanan Dinas ,6180000,,,,,,,,
1.01.1.01.01.18.02.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,6180000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 6180000.00 Perjalanan dinas kegiatan apresiasi PTK-PNF 1800000.00 Golongan IV 600000.00 Golongan III 1000000.00 Golongan II 200000.00 Perjalanan dinas lomba JBM 4380000.00 Golongan IV 2400000.00 Golongan III 1500000.00 Golongan II 480000.00,,,,,,,
1.01.1.01.01.18.03. ,PEMBINAAN PENDIDIKAN KURSUS DAN ,193375000,Lokasi Kegiatan: Kab Gunungkidul KELEMBAGAAN Sumber Dana: DAU.SILPA.,,,,,,,
1.01.1.01.01.18.03.5.2.1. ,BELANJA PEGAWAI ,57300000,,,,,,,,
1.01.1.01.01.18.03.5.2.1.01. ,Honorarium PNS ,600000,,,,,,,,
1.01.1.01.01.18.03.5.2.1.01.002. ,Honorarium Panitia Pengadaan Barang dan Jasa ,600000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 600000.00 Pejabat Pengadaan 300000.00 Pejabat Penerima Hasil Pekerjaan 300000.00,,,,,,,
1.01.1.01.01.18.03.5.2.1.02. ,Honorarium Non PNS ,56700000,,,,,,,,
1.01.1.01.01.18.03.5.2.1.02.003. ,Honorarium peserta penyuluhan/pembinaan/pelatihan ,46200000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 46200000.00 Transport peserta kursus (140 ORG X 30 HR) 46200000.00,,,,,,,
1.01.1.01.01.18.03.5.2.1.02.005. ,Honorarium Anggota Tim Pelaksana Kegiatan ,10500000, DINAS PENDIDIKAN. PEMUDA DAN OLAHRAGA 10500000.00 Panitia Pelaksana kegiatan kursus di lembaga (14 orang x 30 hari) 10500000.00,,,,,,,
