Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 10 . 04  , Belanja Sewa Generator  ,750000," APBD
Belanja sewa generator/genset
sewa genset1 unit x 750.000,00 = 750.000,00"
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 10 . 05  , Belanja Sewa Tenda  ,5000000," APBD
Belanja sewa tendasewa tenda20 unit x 250.000,00 = 5.000.000,00"
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 10 . 07  , Belanja Sewa Sound System  ,1000000," APBD
Belanja Sound System
sewa sound system1 set x 1.000.000,00 = 1.000.000,00"
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,27250000,
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,3000000," APBD
Belanja makan dan minum rapatmakan dan snack30 org x 4120 org x 25.000,00 = 3.000.000,00"
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,24250000," APBD
Makan dan minum KIE Narkoba dan KRRmakan dan minum snack100 org x 25.000,00 = 2.500.000,00
Makan dan minum KIE Kesehatan IBU dan Anakmakan dan minum snack75 org x 25.000,00 = 1.875.000,00
Makan dan minum KIE Kontrasepsi Mantapmakan dan minum snack75 org x 25.000,00 = 1.875.000,00
Makan dan minum Puncak Acara Monevmakan dan minum snack600 org x 25.000,00 = 15.000.000,00
minum dan snack (anak sekolah dan masyarakat )400 org x 7.500,00 = 3.000.000,00"
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",8800000,
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,1300000," APBD
Honorarium Narasumber / tenaga Ahli
Honor Narasumber KIE Narkoba1 org x 200.000,00 = 200.000,00
Honor Narasumber KIE KRR1 org x 200.000,00 = 200.000,00
Honor Narasumber KIE Kesehatan Ibu dan Anak1 org x 200.000,00 = 200.000,00
Honor Narasumber KIE Kontrasepsi Mantap1 org x 200.000,00 = 200.000,00
Honorarium Tenaga AhliHonor tenaga Elektone1 org x 500.000,00 = 500.000,00"
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,7500000," APBD
Honorarium PesertaTransport Peserta250 org x 30.000,00 = 7.500.000,00"
1.12 . 1.12.01 . 15 . 19  , Lomba kelompok KB pria  ,8650000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Telaksana Lomba KB Prian antar Kelompok
Target:  12 persen"
1.12 . 1.12.01 . 15 . 19 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,8650000,
1.12 . 1.12.01 . 15 . 19 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,450000,
1.12 . 1.12.01 . 15 . 19 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,450000," APBD
Belanja Alat Tulis KantorBelanja ATK1 pkt x 450.000,00 = 450.000,00"
1.12 . 1.12.01 . 15 . 19 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,2725000,
1.12 . 1.12.01 . 15 . 19 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,225000," APBD
Belanja makan dan minuman rapatsnack dan minum rapat30 org x 7.500,00 = 225.000,00"
1.12 . 1.12.01 . 15 . 19 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,2500000," APBD
Belanja makan dan minum pelaksana kegiatan
Makan dan minum100 org x 25.000,00 = 2.500.000,00"
1.12 . 1.12.01 . 15 . 19 . 5 . 2 . 2 . 15  , Belanja Perjalanan Dinas  ,775000,
1.12 . 1.12.01 . 15 . 19 . 5 . 2 . 2 . 15 . 01  , Belanja Perjalanan Dinas Dalam Daerah  ,775000," APBD
Perjalanan dinas dalam daerah
Gol IV 6 org x 50.000,00 = 300.000,00
Gol III 10 org x 40.000,00 = 400.000,00
Gol II 3 org x 25.000,00 = 75.000,00"
1.12 . 1.12.01 . 15 . 19 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",950000,
1.12 . 1.12.01 . 15 . 19 . 5 . 2 . 2 . 35 . 02  , Jasa Yuri Perlombaan/Pelatih  ,950000," APBD
Honorarium Tim Yuri
Ketua1 org x 200.000,00 = 200.000,00
Anggota5 org x 150.000,00 = 750.000,00"
1.12 . 1.12.01 . 15 . 19 . 5 . 2 . 2 . 37  , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat  ,3750000,
1.12 . 1.12.01 . 15 . 19 . 5 . 2 . 2 . 37 . 01  , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat  ,3750000," APBD
Pemberian HadiahPemberian Hadiah Juara I1 klp x 1.500.000,00 = 1.500.000,00
Pemberian Hadiah Juara II1 klp x 1.250.000,00 = 1.250.000,00
Pemberian Hadiah Juara III1 klp x 1.000.000,00 = 1.000.000,00"
1.12 . 1.12.01 . 15 . 20  , Peningkatan kualitas tenaga pelayan KB  ,18760000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Peningkatan Kualitas Tenaga PLKB , Kader dan Provider KB
Target:  2.268 orang"
1.12 . 1.12.01 . 15 . 20 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,18760000,
1.12 . 1.12.01 . 15 . 20 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,450000,
1.12 . 1.12.01 . 15 . 20 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,450000," APBD
Belanja Alat Tulis Kantor
Belanja ATK1 pkt x 450.000,00 = 450.000,00"
1.12 . 1.12.01 . 15 . 20 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,100000,
1.12 . 1.12.01 . 15 . 20 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,100000," APBD
Belanja penggandaan / fotocopy
Fotocopy materi1 pkt x 100.000,00 = 100.000,00"
1.12 . 1.12.01 . 15 . 20 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,17010000,
1.12 . 1.12.01 . 15 . 20 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,17010000," APBD
Belanja makan dan minum pelaksana kegiatan 27 puskesmas
Makanan dan minum27 puskesmas x 14 org x 62,268 org x 7.500,00 = 17.010.000,00"
1.12 . 1.12.01 . 15 . 20 . 5 . 2 . 2 . 15  , Belanja Perjalanan Dinas  ,1200000,
1.12 . 1.12.01 . 15 . 20 . 5 . 2 . 2 . 15 . 01  , Belanja Perjalanan Dinas Dalam Daerah  ,1200000," APBD
Perjalanan Dinas Dalam Daerah
Gol IV 10 org x 50.000,00 = 500.000,00
Gol III 10 org x 40.000,00 = 400.000,00
Gol II 10 org x 30.000,00 = 300.000,00"
1.12 . 1.12.01 . 15 . 21  , Pemantapan mekanisme operasional  ,31350000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab  Bantul
Keluaran :  Tenaga PLKB, Kader, TOMA, dan Toga tingkat Desa
Target:  3.780 orang"
1.12 . 1.12.01 . 15 . 21 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,31350000,
1.12 . 1.12.01 . 15 . 21 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,450000,
1.12 . 1.12.01 . 15 . 21 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,450000," APBD
Belanja Alat Tulis Kantor
Belanja ATK1 pkt x 450.000,00 = 450.000,00"
1.12 . 1.12.01 . 15 . 21 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,30150000,
1.12 . 1.12.01 . 15 . 21 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,30150000," APBD
belanja snack dan minum
Tingkat kecamatan1,530 org x 5.000,00 = 7.650.000,00
Tingkat Desa4,500 org x 5.000,00 = 22.500.000,00"
1.12 . 1.12.01 . 15 . 21 . 5 . 2 . 2 . 15  , Belanja Perjalanan Dinas  ,750000,
1.12 . 1.12.01 . 15 . 21 . 5 . 2 . 2 . 15 . 01  , Belanja Perjalanan Dinas Dalam Daerah  ,750000," APBD
Perjalanan dinas dalam daerah
Gol IV 10 org x 40.000,00 = 400.000,00
Gol III 10 org x 35.000,00 = 350.000,00"
1.12 . 1.12.01 . 15 . 22  , Pemetaan Potensi Keluarga dan Pemberdayaan Ekonomi Keluarga  ,47500000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Pemetaan Pemberdayaan dan Potensi Keluarga Miskin di 3 Kecamatan Kabupaten Bantul 
Target:  3 peta web"
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 1  , Belanja Pegawai  ,19440000,
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 1 . 01  , Honorarium PNS  ,19440000,
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,19440000," APBD
Honorarium Penanggungjawab Operasional Survey dan Pemetaan
Wakil Ketua Tim2 oh x 170.000,00 = 340.000,00
Sekretaris Tim4 oh x 160.000,00 = 640.000,00
Tim Pengolah Data10 oh x 150.000,00 = 1.500.000,00
Pembina2 oh x 200.000,00 = 400.000,00
Pengarah4 oh x 180.000,00 = 720.000,00K
etua Tim2 oh x 170.000,00 = 340.000,00
Tim Pengumpul Data10 oh x 150.000,00 = 1.500.000,00
Honorarium Jasa Penyelenggara Kegiatan
Pengembangan WebGis Potensi dan Pemberdayaan Gakin1 ls x 14.000.000,00 = 14.000.000,00"
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,20560000,
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,1773000,
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,1593000, 
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 2 . 01 . 04  ," Belanja Perangko, Materai Dan Benda Pos  ",180000," APBD
Belanja Materaimaterai 600020 bh x 6.000,00 = 120.000,00
Materai 300020 bh x 3.000,00 = 60.000,00"
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,1227000,
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,1227000," APBD
Belanja Penggandaan/Fotocopy
Fotocopy1 ls x 1.227.000,00 = 1.227.000,00"
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,1750000,
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,1750000," APBD
Rapat Koordinasisnack dan makan20 org x 17.500,00 = 350.000,00
Rapat Pengumpulan Datasnack dan makan15 org x 17.500,00 = 262.500,00
Rapat Evaluasi Pengumpulan Datasnack dan makan15 org x 17.500,00 = 262.500,00
Sosialisasi Hasil Camat,PLKB,Dinas Instansisnack dan makan50 org x 17.500,00 = 875.000,00"
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 2 . 15  , Belanja Perjalanan Dinas  ,13260000,
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 2 . 15 . 01  , Belanja Perjalanan Dinas Dalam Daerah  ,460000," APBD
Perjalanan Dinas dalam daerah Pengumpul Data
Gol IV 6 oh x 50.000,00 = 300.000,00
Gol III 4 oh x 40.000,00 = 160.000,00"
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 2 . 15 . 02  , Belanja Perjalanan Dinas Luar Daerah  ,12800000," APBD
Perjalanan Dinas luas daerah Pengolahan Data
Gol III 4 oh x 1.500.000,00 = 6.000.000,00
Gol IV 4 oh x 1.700.000,00 = 6.800.000,00"
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 2 . 20  , Belanja Pemeliharaan  ,2550000,
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 2 . 20 . 07  , Belanja Pemeliharaan Jaringan dan Instalasi  ,2550000," APBD
Pemeliharaan rutin berkala aplikasi program
pemeliharaan Program Aplikasi1 ls x 2.550.000,00 = 2.550.000,00"
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 3  , Belanja Modal  ,7500000,
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 3 . 24  , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Ukur  ,7500000,
1.12 . 1.12.01 . 15 . 22 . 5 . 2 . 3 . 24 . 01  , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Ukur Universal  ,7500000," APBD
Belanja Modal GPSPembelian GPS1 unit x 7.500.000,00 = 7.500.000,00"
1.12 . 1.12.01 . 15 . 23  , Pemantapan IMP  ,6450000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kabupaten Bantul
Keluaran :  IMP makin mampu melaksanakan tupoksi sesuai dengan program KKB terkini
Target:  300 orang"
1.12 . 1.12.01 . 15 . 23 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,6450000,
1.12 . 1.12.01 . 15 . 23 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,350000,
1.12 . 1.12.01 . 15 . 23 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,350000," APBD
Belanja Alat Tulis Kantor
Belanja ATK1 pkt x 350.000,00 = 350.000,00"
1.12 . 1.12.01 . 15 . 23 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,2500000,
1.12 . 1.12.01 . 15 . 23 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,2500000," APBD
Belanja makan dan minum pelaksana kegiatan
makan dan minum pelaksana kegiatan100 org x 25.000,00 = 2.500.000,00"
1.12 . 1.12.01 . 15 . 23 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",3600000,
1.12 . 1.12.01 . 15 . 23 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,600000," APBD
Honorarium Narasumber
Honorarium Narasumber / Penyaji Materi3 org x 200.000,00 = 600.000,00"
1.12 . 1.12.01 . 15 . 23 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,3000000," APBD
Honorarium PesertaTransport Peserta100 org x 30.000,00 = 3.000.000,00"
1.12 . 1.12.01 . 15 . 24  ," Lomba PLKB, IMP dan Peserta KB Lestari  ",14800000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Peningkatan Kualitas PLKB, IMP dan terjaganya kelestarian PUS dalam ber KB
Target:  150 orang"
1.12 . 1.12.01 . 15 . 24 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,14800000,
1.12 . 1.12.01 . 15 . 24 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,500000,
1.12 . 1.12.01 . 15 . 24 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,500000," APBD
Belanja Penggandaan / Fotocopy
Fotocopy materiform PLKB,IMP,KB Lestrai, dan Form Kelompok KB1 pkt x 500.000,00 = 500.000,00"
1.12 . 1.12.01 . 15 . 24 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,2100000,
1.12 . 1.12.01 . 15 . 24 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,225000," APBD

Belanja makan dan minum rapat
Makan dan minum rapat30 org x 7.500,00 = 225.000,00"
1.12 . 1.12.01 . 15 . 24 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,1875000," APBD
Belanja makan dan minum pelaksana kegiatan
Makan dan minum pelaksana kegiatan75 org x 25.000,00 = 1.875.000,00"
1.12 . 1.12.01 . 15 . 24 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",950000,
1.12 . 1.12.01 . 15 . 24 . 5 . 2 . 2 . 35 . 02  , Jasa Yuri Perlombaan/Pelatih  ,950000," APBD
Honorarium TIM YuriKetua1 org x 200.000,00 = 200.000,00
Anggota5 org x 150.000,00 = 750.000,00"
1.12 . 1.12.01 . 15 . 24 . 5 . 2 . 2 . 37  , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat  ,11250000,
1.12 . 1.12.01 . 15 . 24 . 5 . 2 . 2 . 37 . 01  , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat  ,11250000," APBD
Pemberian HadiahPemberian Hadiah Juara I5 org x 1.000.000,00 = 5.000.000,00
Pemberian Hadiah Juara II5 org x 750.000,00 = 3.750.000,00
Pemberian Hadiah Juara III5 org x 500.000,00 = 2.500.000,00"
1.12 . 1.12.01 . 15 . 25  , Pelaksanaan Kegiatan Hari Keluarga Tingkat Kabupaten  ,302330000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kabupaten Bantul
Keluaran :  Masyarakat Paham Hari Keluarga dan Program KKB
Target:  5.000 orang"
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 1  , Belanja Pegawai  ,1750000,
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 1 . 01  , Honorarium PNS  ,1750000,
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 1 . 01 . 02  , Honorarium Tim Pengadaan Barang Dan Jasa  ,1750000," APBD
Honorarium PPKPPK1 ok x 400.000,00 = 400.000,00
Honorarium Panitia Pengadaan
Anggota1 ok x 200.000,00 = 200.000,00
Ketua1 ok x 300.000,00 = 300.000,00
Sekretaris1 ok x 250.000,00 = 250.000,00
Honorarium Panitia Penerima Barang
Ketua1 ok x 250.000,00 = 250.000,00
Sekretaris1 ok x 200.000,00 = 200.000,00
Anggota1 ok x 150.000,00 = 150.000,00"
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,300580000,
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,450000,
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,450000," APBD
Belanja Alat Tulis Kantor
Belanja ATK1 pkt x 450.000,00 = 450.000,00"
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,7000000,
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,1000000," APBD
Belanja Dekorasi
Dekorasi1 pkt x 1.000.000,00 = 1.000.000,00"
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 03 . 15  , Belanja Publikasi  ,6000000," APBD
Belanja Publikasi
Publikasi (spanduk)75 bh x 80.000,00 = 6.000.000,00"
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,225000,
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,225000," APBD
Belanja Penggandaan / Fotocopy
Fotocopy1 pkt x 225.000,00 = 225.000,00"
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 10  , Belanja Sewa Perlengkapan dan Peralatan Kantor  ,7200000,
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 10 . 01  , Belanja Sewa Meja Kursi  ,2200000," APBD
Sewa Meja dan KursiSewa Kursi100 bh x 2.500,00 = 250.000,00
Sewa Kursi VVIP20 bh x 60.000,00 = 1.200.000,00
Sewa Meja VVIP5 bh x 20.000,00 = 100.000,00
Sewa Kursi VIP20 bh x 5.000,00 = 100.000,00
Sewa Meja20 bh x 5.000,00 = 100.000,00
Sewa Meja Konsumsi30 bh x 15.000,00 = 450.000,00"
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 10 . 05  , Belanja Sewa Tenda  ,4000000," APBD
Belanja Sewa Tenda
Sewa Tenda15 bh x 200.000,00 = 3.000.000,00
Sewa Panggung1 pkt x 1.000.000,00 = 1.000.000,00"
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 10 . 07  , Belanja Sewa Sound System  ,1000000," APBD
Belanja Sewa Sound system
Sewa Sound system1 pkt x 1.000.000,00 = 1.000.000,00"
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,27250000,
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,3750000," APBD
Belanja makan dan minum rapat
Makan dan minum snack150 oh x 25.000,00 = 3.750.000,00"
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,23500000," APBD
Belanja makan dan minum pelaksana kegiatan
Makan dan minum snack (prasmanan)100 org x 35.000,00 = 3.500.000,00
minum dan snack peserta jalan sehat2,500 org x 7.500,00 = 18.750.000,00
makan dan minum bhakti sosial50 org x 25.000,00 = 1.250.000,00"
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 15  , Belanja Perjalanan Dinas  ,28455000,
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 15 . 01  , Belanja Perjalanan Dinas Dalam Daerah  ,355000," APBD
Perjalanan Dinas Dalam Daerah
Gol IV 4 oh x 45.000,00 = 180.000,00
Gol III 5 oh x 35.000,00 = 175.000,00"
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 15 . 02  , Belanja Perjalanan Dinas Luar Daerah  ,28100000," APBDPerjalanan Dinas Luar Daerah 
Gol IVTiket2 org x 3.000.000,00 = 6.000.000,00
Transport Lokal6 org x 250.000,00 = 1.500.000,00
Penginapan4 org x 900.000,00 = 3.600.000,00
Uang Makan6 org x 150.000,00 = 900.000,00
Uang Saku6 org x 400.000,00 = 2.400.000,00
Perjalanan Dinas Luar Daerah 
Gol IIIUang Makan6 org x 150.000,00 = 900.000,00
Uang Saku6 org x 350.000,00 = 2.100.000,00
Transport Lokal6 org x 250.000,00 = 1.500.000,00
Tiket2 org x 3.000.000,00 = 6.000.000,00
Penginapan4 org x 800.000,00 = 3.200.000,00"
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 17  ," Belanja kursus, pelatihan, sosialisasi dan bimbingan teknis PNS  ",200000000,
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 17 . 03  , Belanja Bimbingan Teknis  ,200000000," APBD
Belanja Bimbingan Teknis
Jambore PLKB75 org x 1.000.000,00 = 75.000.000,00
Jambore IMP125 org x 1.000.000,00 = 125.000.000,00"
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",30000000,
1.12 . 1.12.01 . 15 . 25 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,30000000," APBD
Honor Peserta Bimbingan teknis
Honor Harian Bimbingan Teknis1,000 oh x 30.000,00 = 30.000.000,00"
1.11 . 1.12.01 . 15  , Program keserasian Kebijakan Peningkatan Kualitas Anak dan Perempuan  ,47065000,
1.11 . 1.12.01 . 15 . 03  ," Pelaksanaan sosilaisasi yang terkait dengan kesetaraan gender, pemberdayaan perempuan dan perlindungan anak ",47065000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Meningkatkan pemahaman tentang gender kepada SKPD
Target:  603 orang"
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,47065000,
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,2661000,
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,2400000," APBD
ATK Kegiatan Sosialisasi gender perlindungan perempuan dan anak
ATK kegiatan1 pkt x 750.000,00 = 750.000,00
ATK Peserta60 org x 20.000,00 = 1.200.000,00
ATK Kegiatan Advokasi dan PUG
ATK Kegiatan Advokasi KIE PUG1 pkt x 450.000,00 = 450.000,00"
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 01 . 04  ," Belanja Perangko, Materai Dan Benda Pos  ",261000," APBD
Belanja Materai sosialisasi perlindungan perempuan dan anak
Materai 300024 bh x 3.000,00 = 72.000,00
Materai 600024 bh x 6.000,00 = 144.000,00
Belanja materai Advokasi KIE dan PUG
Materai 30005 bh x 3.000,00 = 15.000,00
Materai 60005 bh x 6.000,00 = 30.000,00"
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,300000,
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,300000," APBD
Dekorasi Kegiatan Advokasi KIE dan PUG
Dekorasi2 pkt x 150.000,00 = 300.000,00"
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,2509000,
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 06 . 01  , Belanja Cetak  ,1500000," APBD
Cetak Leaflet1,500 lb x 1.000,00 = 1.500.000,00"
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,1009000," APBD
Foto Copy sosialisasi gender perliundungan perempuan dan anak
Foto Copy1 pkt x 509.000,00 = 509.000,00
Fotocopy Advokasi KIE dan PUGFotocopy1 pkt x 500.000,00 = 500.000,00"
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,18210000,
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,4245000," APBD
Snack minum rapat APESnack dan minum 40 orang x 4160 or x 7.500,00 = 1.200.000,00
snack dan Minum Rapat Advokasi KIE dan PUG TK Kabupaten
Snack Advokasi PUG10 org x 7.500,00 = 75.000,00
Makan Minum rapat sosialiasi gender perlindungan perempuan dan anak tk Desa
makan dan minum10 org x 17.000,00 = 170.000,00
makan minum rapat APEmakan minum APE 40 x 4160 org x 17.500,00 = 2.800.000,00"
1.11 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,13965000," APBD
Belanja makan dan minum pelaksana kegiatan Advokasi KIE dan PUG tk Kabupaten
Snack dan Minum kegiatan Advokasi75 org x 7.500,00 = 562.500,00
Makan minum kegiatan Advokasi75 org x 17.000,00 = 1.275.000,00
Makan Minum pelaksanaan Sosialisasi gender perlindungan perempuan dan anak tk Desa
Snack dan minum 33 org x 15 desa495 org x 7.500,00 = 3.712.500,00
makan minum  33 org x 15 desa495 org x 17.000,00 = 8.415.000,00"
