Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.03 . 1.03.01 . 16.07 . 5.2.3.23.05 ,Belanja Modal Pengadaan Konstruksi Jaringan Irigasi,149247250.00,149247250.00,0.00,0.00,"Rehabilitiasi Drainase Kalipening
Rehabilitasi Drainase Kalipening
1 paket x 148.976.750,00 = 148.976.750,00
ATK
Kertas HVS 80 gram folio
1 rim x 51.000,00 = 51.000,00
Tinta refil printer
1 buah x 35.000,00 = 35.000,00
Penggandaan
Fotocopy
500 lbr x 225,00 = 112.500,00
Makan dan minum rapat
12 OS x 6.000,00 = 72.000,00"
1.04 . 1.03.01 . 17 ,Program Pemberdayaan Komunitas Perumahan ,119063000.00,116438000.00,-2625000.00,-2.20,
1.04 . 1.03.01 . 17.10 ,Pemberdayaan Peningkatan Infrastruktur Oleh Komunitas,119063000.00,116438000.00,-2625000.00,-2.20,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.04 . 1.03.01 . 17.10 . 5.2.1 ,Belanja Pegawai ,75538000.00,72913000.00,-2625000.00,-3.48,
1.04 . 1.03.01 . 17.10 . 5.2.1.01 ,Honorarium PNS ,57820000.00,57820000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,57820000.00,57820000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.1.02 ,Honorarium Non PNS ,14850000.00,12225000.00,-2625000.00,-17.68,
1.04 . 1.03.01 . 17.10 . 5.2.1.02.03 ,Honorarium Harian ,14850000.00,0.00,-14850000.00,-100.00,
1.04 . 1.03.01 . 17.10 . 5.2.1.02.04 ,Honorarium Tim ,0.00,12225000.00,12225000.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.1.03 ,Uang Lembur ,2868000.00,2868000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.1.03.01 ,Uang Lembur PNS ,2868000.00,2868000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2 ,Belanja Barang dan Jasa ,43525000.00,43525000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1660000.00,1660000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1660000.00,1660000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.03 ,Belanja Jasa Kantor ,3470000.00,3470000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.03.13 ,Belanja Dokumentasi ,1400000.00,1400000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.03.15 ,Belanja Publikasi ,2070000.00,2070000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,2550000.00,2550000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.06.02 ,Belanja Penggandaan ,2550000.00,2550000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,14550000.00,14550000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,3240000.00,3240000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,11310000.00,11310000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.15 ,Belanja Perjalanan Dinas ,16895000.00,16895000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2795000.00,2795000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,14100000.00,14100000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,4400000.00,4400000.00,0.00,0.00,
1.04 . 1.03.01 . 17.10 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,4400000.00,4400000.00,0.00,0.00,
1.03 . 1.03.01 . 18 ,Program Rehabilitasi/Pemeliharaan Jalan dan Jembatan,69739158336.00,73772407741.00,4033249405.00,5.78,
1.03 . 1.03.01 . 18.04 ,Rehabilitasi/Pemeliharaan Jembatan Kabupaten ,4287421000.00,4443807350.00,156386350.00,3.65,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 18.04 . 5.2.1 ,Belanja Pegawai ,14568000.00,17038000.00,2470000.00,16.95,
1.03 . 1.03.01 . 18.04 . 5.2.1.01 ,Honorarium PNS ,13490000.00,15190000.00,1700000.00,12.60,
1.03 . 1.03.01 . 18.04 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,11790000.00,11790000.00,0.00,0.00,
1.03 . 1.03.01 . 18.04 . 5.2.1.01.02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,400000.00,800000.00,400000.00,100.00,
1.03 . 1.03.01 . 18.04 . 5.2.1.01.05 ,Honorarium Penyelenggaraan Kegiatan ,1300000.00,2600000.00,1300000.00,100.00,
1.03 . 1.03.01 . 18.04 . 5.2.1.03 ,Uang Lembur ,1078000.00,1848000.00,770000.00,71.43,
1.03 . 1.03.01 . 18.04 . 5.2.1.03.01 ,Uang Lembur PNS ,1078000.00,1848000.00,770000.00,71.43,
1.03 . 1.03.01 . 18.04 . 5.2.2 ,Belanja Barang dan Jasa ,116312800.00,270229150.00,153916350.00,132.33,
1.03 . 1.03.01 . 18.04 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1464200.00,1882650.00,418450.00,28.58,
1.03 . 1.03.01 . 18.04 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1464200.00,1882650.00,418450.00,28.58,
1.03 . 1.03.01 . 18.04 . 5.2.2.03 ,Belanja Jasa Kantor ,1500000.00,1625000.00,125000.00,8.33,
1.03 . 1.03.01 . 18.04 . 5.2.2.03.13 ,Belanja Dokumentasi ,1500000.00,1625000.00,125000.00,8.33,
1.03 . 1.03.01 . 18.04 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,3609600.00,6082500.00,2472900.00,68.51,
1.03 . 1.03.01 . 18.04 . 5.2.2.06.02 ,Belanja Penggandaan ,3609600.00,6082500.00,2472900.00,68.51,
1.03 . 1.03.01 . 18.04 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1260000.00,2160000.00,900000.00,71.43,
1.03 . 1.03.01 . 18.04 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,1260000.00,2160000.00,900000.00,71.43,
1.03 . 1.03.01 . 18.04 . 5.2.2.21 ,Belanja Jasa Konsultansi ,108479000.00,258479000.00,150000000.00,138.28,
1.03 . 1.03.01 . 18.04 . 5.2.2.21.02 ,Belanja Jasa Konsultansi Perencanaan ,108479000.00,258479000.00,150000000.00,138.28,
1.03 . 1.03.01 . 18.04 . 5.2.3 ,Belanja Modal ,4156540200.00,4156540200.00,0.00,0.00,
1.03 . 1.03.01 . 18.04 . 5.2.3.22 ,Belanja Modal Pengadaan Konstruksi Jembatan ,4156540200.00,4156540200.00,0.00,0.00,
1.03 . 1.03.01 . 18.04 . 5.2.3.22.04 ,Penyebrangan Diatas AirBelanja Modal Pengadaan Konstruksi Jembatan ,4156540200.00,4156540200.00,0.00,0.00,"Rehabilitasi jembatan 
Jembatan Sigran cs 1 Paket x 581.760.000,00 = 581.760.000,00 
Jembatan Semagung 1 Paket x 260.000.000,00 = 260.000.000,00 
Jembatan Semawung 1 Paket x 387.000.000,00 = 387.000.000,00 
Jembatan Kanoman cs 1 Paket x 225.000.000,00 = 225.000.000,00 
Jembatan Dukuh cs 1 Paket x 477.000.000,00 = 477.000.000,00 
Jembatan Irigasi Tunjungan 1 Paket x 260.000.000,00 = 260.000.000,00 
Jembatan Jarakan 1 Paket x 355.974.000,00 = 355.974.000,00 
Jembatan Pringtali 1 paket x 350.000.000,00 = 350.000.000,00 
Jembatan Demangrejo 1 paket x 260.000.000,00 = 260.000.000,00 
Jembatan Darat Karangwuni (DAK=Rp. 400.909.000) (DAU : Rp.40.091.000) 
1 paket x 441.000.000,00 = 441.000.000,00 
Jembatan Serut 1 paket x 397.031.500,00 = 397.031.500,00 
Perencanaan/Pengawasan 
Jasa Konsultan Pengawasan Rehabilitasi/Pemeliharaan Jembatan Kabupaten Tahun 2014 1 paket x 108.479.000,00 = 108.479.000,00 
Honorarium Tim 
Ketua Tim Pemeriksa/Penerima 2 orang/bulan/kali x 350.000,00 = 700.000,00 
Anggota Tim Pemeriksa/Penerima 4 orang/bulan/kali x 250.000,00 = 1.000.000,00 
Makan Minum Rapat 
Rapat koordinasi 40 org/kali x 6.000,00 = 240.000,00 
Rapat evaluasi 60 org/kali x 6.000,00 = 360.000,00 
Rapat pra pelaksanaan 20 org/kali x 6.000,00 = 120.000,00 
Rapat penyerahan pekerjaan 20 org/kali x 6.000,00 = 120.000,00 
Rapat evaluasi akhir 20 org/kali x 6.000,00 = 120.000,00 
ATK 
Kertas HVS 70 gr folio 6 rim x 45.000,00 = 270.000,00 
Refil laser printer 2 kali x 171.300,00 = 342.600,00 
Kertas HVS 70 gr double kuarto 1 rim x 90.500,00 = 90.500,00 
Stopmap odner 60 Bi 5 bh x 23.000,00 = 115.000,00 
Bolpoint pilot 10 bh x 14.500,00 = 145.000,00 
Stabillo 4 warna 1 set x 44.000,00 = 44.000,00 
Spidol besar 2 bh x 6.900,00 = 13.800,00 
Stopmap kertas 98 bh x 800,00 = 78.400,00 
Amplop putih ukuran sedang 2 dos x 13.700,00 = 27.400,00 
CD R plus GT PRO 100 buah x 3.400,00 = 340.000,00 
Buku tulis 42 halaman 6 buku x 4.000,00 = 24.000,00 
Kertas buram 2 rim x 24.500,00 = 49.000,00 
Snelhecter kertas 96 bh x 1.000,00 = 96.000,00 
Tipe ex 1 set x 9.100,00 = 9.100,00 
Penggandaan dan Jilid Dokumen 
Fotokopi dokumen jasa konsultansi pengawasan 750 lbr/kali/paket x 225,00 = 168.750,00 
Jilid dokumen jasa konsultansi pengawasan 3 buku x 20.000,00 = 60.000,00 
Fotokopi administrasi jasa konsultansi pengawasan 7,500 lbr x 225,00 = 1.687.500,00 
Fotokopi dokumen fisik 27,060 lbr/kali/paket x 225,00 = 6.088.500,00 
Fotokopi gambar dokumen fisik 990 lbr/kali/paket x 500,00 = 495.000,00 
Jilid dokumen fisik 33 buku x 20.000,00 = 660.000,00 
Jilid gambar dokumen fisik 33 buku x 20.000,00 = 660.000,00 
Fotokopi administrasi kegiatan fisik 7,094 lbr x 225,00 = 1.596.150,00 
Pejabat Pembuat Komitmen (PPK) 9 org/bln x 325.000,00 = 2.925.000,00 
Direksi 
Direksi Pekerjaan 27 org/bln x 350.000,00 = 9.450.000,00 
Direksi Teknis 90 org/bln x 250.000,00 = 22.500.000,00 
Direksi Teknis 9 org/bln x 300.000,00 = 2.700.000,00 "
,,,,,,
,,,,,,
1.03 . 1.03.01 . 18.07 ,Pemeliharaan berkala jalan kabupaten ,18924038118.00,19701457968.00,777419850.00,4.11,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 18.07 . 5.2.1 ,Belanja Pegawai ,41990000.00,41990000.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.1.01 ,Honorarium PNS ,15080000.00,15080000.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,12480000.00,12480000.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.1.01.02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,700000.00,700000.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.1.01.05 ,Honorarium Penyelenggaraan Kegiatan ,1900000.00,1900000.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.1.03 ,Uang Lembur ,26910000.00,26910000.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.1.03.01 ,Uang Lembur PNS ,26910000.00,26910000.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.2 ,Belanja Barang dan Jasa ,622921043.00,623671043.00,750000.00,0.12,
1.03 . 1.03.01 . 18.07 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,3210693.00,3210693.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,3210693.00,3210693.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.2.03 ,Belanja Jasa Kantor ,6750000.00,7500000.00,750000.00,11.11,
1.03 . 1.03.01 . 18.07 . 5.2.2.03.13 ,Belanja Dokumentasi ,6750000.00,7500000.00,750000.00,11.11,
1.03 . 1.03.01 . 18.07 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,15730350.00,15730350.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.2.06.02 ,Belanja Penggandaan ,15730350.00,15730350.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,15390000.00,15390000.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,15390000.00,15390000.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.2.15 ,Belanja Perjalanan Dinas ,31840000.00,31840000.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,22500000.00,22500000.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,9340000.00,9340000.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.2.21 ,Belanja Jasa Konsultansi ,550000000.00,550000000.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.2.21.02 ,Belanja Jasa Konsultansi Perencanaan ,550000000.00,550000000.00,0.00,0.00,
1.03 . 1.03.01 . 18.07 . 5.2.3 ,Belanja Modal ,18259127075.00,19035796925.00,776669850.00,4.25,
1.03 . 1.03.01 . 18.07 . 5.2.3.21 ,Belanja Modal Pengadaan Konstruksi Jalan ,18259127075.00,19035796925.00,776669850.00,4.25,
1.03 . 1.03.01 . 18.07 . 5.2.3.21.01 ,Belanja Modal Pengadaan Konstruksi Jalan ,18259127075.00,19035796925.00,776669850.00,4.25,"Pemeliharaan Berkala Jalan Wonotawang - Gejlik (158) 1,000 m x 537.453,00 = 537.453.000,00 
Karangwuluh - Sp. Sangon (205) 900 m x 515.790,00 = 464.211.000,00 
Soropadan - Kulwaru (224) 1,000 m x 537.453,00 = 537.453.000,00 
Banyumeneng Kidul - Banyuroto (13) 1,000 m x 515.790,00 = 515.790.000,00 
Pengos - Serguyu (164) 1,000 m x 498.890,00 = 498.890.000,00 
Nglarangan - Sp. Ireng ireng (213) 1,000 m x 495.000,00 = 495.000.000,00 
Mutihan (264) 220 m x 1.097.250,00 = 241.395.000,00 
Tamtama (284) 200 m x 1.420.000,00 = 284.000.000,00 
Al Ma'ruf (274) 500 m x 495.000,00 = 247.500.000,00 
Kopen - Nglengkeh (185) 1,000 m x 515.790,00 = 515.790.000,00 
Karongan - Demangrejo (210) 1,000 m x 495.000,00 = 495.000.000,00 
Nogosari - SD. Tegalsari (153) 1,000 m x 537.453,00 = 537.453.000,00 
Clereng - Ps. Cublak (98) 1,000 m x 825.000,00 = 825.000.000,00 
Giripurwo - Gendu (Jonggrangan) (8) 2,200 m x 682.607,00 = 1.501.735.400,00 
Boro- Kepiton (02) 900 m x 687.720,00 = 618.948.000,00 
Totogan - Nyemani (91) 1,000 m x 651.458,00 = 651.458.000,00 
Jl. Mandung (16) (DAK :Rp.1.596.005.000) (DAU RP.  159.601.000) 1,600 m x 1.097.253,75 = 1.755.606.000,00 
Sp. Ngori - Nogosari (05) 1,000 m x 687.720,00 = 687.720.000,00 
Kembang, Nanggulan- Cemetuk(126) 1,000 m x 537.453,00 = 537.453.000,00 
Serguyu-Ngori (4) 1,000 m x 660.000,00 = 660.000.000,00 
Jl. Adhyaksa (281) (DAK=Rp. 436.027.000 DAU=Rp. 43.603.000) 250 m x 1.918.520,00 = 479.630.000,00 
SD. Karangwuni - Ngaran (220) 1,200 m x 660.000,00 = 792.000.000,00 
Palang KA Barat (punukan) - Kec. Kokap (Sp. Klepu) (110) 1,000 m x 1.097.250,00 = 1.097.250.000,00 
SP. Kec. Kokap - Hargowilis (136) 1,000 m x 537.453,00 = 537.453.000,00 
Sudu - Giripurwo (96) (DAK=Rp.  937.800.000 DAU=Rp. 93.780.000) 1,000 m x 1.031.580,00 = 1.031.580.000,00 
Bulu - lingkar pengasih(76) 1,100 m x 660.000,00 = 726.000.000,00 
Krinjing - Temanggal (190) 600 m x 492.100,00 = 295.260.000,00 
Jl. Bojong-Garongan (117) 300 m x 535.000,00 = 160.500.000,00 
Jl.Purwosari -Tlogosari (154) (sisa DAK 2011 :  114.365.125 sisa DAK 2012 : 54.932.570 DAU :  18.810.855) 350 m x 537.453,00 = 188.108.550,00 
Jl. Kec.Lendah ??Bangeran (86) (sisa DAK 2012 :  169.290.000 DAU :  18.810.000) 380 m x 495.000,00 = 188.100.000,00 
Pelemdukuh-Jarakan (155) 500 m x 396.963,00 = 198.481.500,00 
Konsultan Perencanaan/Pengawasan 
Jasa Konsultansi Pengawasan Pemeliharaan Berkala Jalan Kabupaten Tahun 2014 1 paket x 550.000.000,00 = 550.000.000,00 
Jasa Konsultansi Pengawasan Pemeliharaan Berkala Jalan Kabupaten Tahun 2014 1 paket x 29.908.000,00 = 29.908.000,00 
Honorarium Tim 
Ketua tim pemeriksa/penerima pekerjaan 4 org/bln/kali x 350.000,00 = 1.400.000,00 
Anggota tim pemeriksa/penerima pekerjaan 8 org/bln/kali x 250.000,00 = 2.000.000,00 
Pejabat pengadaan 2 org/pkt x 250.000,00 = 500.000,00 
Pejabat Pemeriksa/penerima 2 org/pkt x 175.000,00 = 350.000,00 
Makan dan Minum Rapat 
Rapat koordinasi 180 org/kali x 24.000,00 = 4.320.000,00 
Rapat pra pelaksanaan 50 org/kali x 6.000,00 = 300.000,00 
Rapat evaluasi 500 org/kali x 24.000,00 = 12.000.000,00 
Rapat serah terima pekerjaan 50 org/kali x 6.000,00 = 300.000,00 
Rapat evaluasi akhir 50 org/kali x 24.000,00 = 1.200.000,00 
Rapat sosialisasi 100 org/kali x 6.000,00 = 600.000,00 
Rapat pra pelaksanaan 15 org/kali x 6.000,00 = 90.000,00 
Rapat evaluasi 60 org/kali x 24.000,00 = 1.440.000,00 
Rapat evaluasi akhir 15 org/kali x 24.000,00 = 360.000,00 
Rapat serah terima pekerjaan 15 org/kali x 6.000,00 = 90.000,00 
ATK 
Kertas Buram 10 rim x 24.500,00 = 245.000,00 
Buku Tulis 42 halaman 42 bh x 4.000,00 = 168.000,00 
Refill laser printer 8 Kali x 171.300,00 = 1.370.400,00 
CD R plus GT. PRO 80 buah x 3.400,00 = 272.000,00 
Tipex 2 set x 9.100,00 = 18.200,00 
Amplop putih ukuran besar 7 dos x 16.900,00 = 118.300,00 
Spidol besar 4 bh x 6.900,00 = 27.600,00 
Stapler No.10 max 2 bh x 16.000,00 = 32.000,00 
Staples No.10 Etona 40 dos x 3.600,00 = 144.000,00 
Paper clip No.3 31 dos x 2.600,00 = 80.600,00 
Pensil hitam 2B 20 bh x 3.900,00 = 78.000,00 
Karet penghapus 3 bh x 2.850,00 = 8.550,00 
Stabilo 4 warna 2 set x 44.000,00 = 88.000,00 
binder clip No.155 100 bh x 6.500,00 = 650.000,00 
Lem kertas ukuran sedang 6 botol x 3.750,00 = 22.500,00 
Garisan mika 50 cm 2 bh x 9.600,00 = 19.200,00 
Stopmap ordner 60 Bi 8 bh x 23.000,00 = 184.000,00 
Bollpoint Pilot 8 bh x 14.500,00 = 116.000,00 
Garisan segitiga No.12 Triangle 2 set x 19.700,00 = 39.400,00 
File box keranjang 3 bh x 18.750,00 = 56.250,00 
Catridge printer laser jet 2 unit x 850.000,00 = 1.700.000,00 
Selotape Besar 6 bh x 12.000,00 = 72.000,00 
Snelhekter plastik folio 178 bh x 6.950,00 = 1.237.100,00 
Stopmap kertas 220 bh x 800,00 = 176.000,00 
snelhekter kertas 203 bh x 1.000,00 = 203.000,00 
HVS folio 70 gram folio 64 rim x 45.000,00 = 2.880.000,00 
Stopmap rit 27 bh x 14.000,00 = 378.000,00 
Penggandaan dan Jilid Dokumen 
Fotokopi dokumen pengadaan jasa konsultansi 1,500 lbr/kali/paket x 225,00 = 337.500,00 
Jilid dokumen pengadaan jasa konsultansi 6 buku x 20.000,00 = 120.000,00 
Fotokopi administrasi pengadaan jasa konsultansi 20,000 lbr x 225,00 = 4.500.000,00 
Fotokopi dokumen fisik 76,260 lbr/kali/paket x 225,00 = 17.158.500,00 
Fotokopi gambar dokumen fisik 2,790 lbr/kali/paket x 500,00 = 1.395.000,00 
Jilid dokumen fisik 93 buku x 20.000,00 = 1.860.000,00 
Jilid gambar dokumen fisik 93 buku x 20.000,00 = 1.860.000,00 
Fotokopi administrasi kegiatan fisik 51,135 lbr x 225,00 = 11.505.375,00 
Pejabat Pembuat Komitmen (PPK) 8 org/bln x 400.000,00 = 3.200.000,00 
Direksi 
Direksi Pekerjaan 24 org/bln x 450.000,00 = 10.800.000,00 
Direksi Teknis 72 org/bln x 250.000,00 = 18.000.000,00 
Direksi Teknis 120 org/bln x 300.000,00 = 36.000.000,00 
Direksi Teknis 24 org/bln x 350.000,00 = 8.400.000,00 
Direksi Teknis 16 org/bln x 200.000,00 = 3.200.000,00 "
1.03 . 1.03.01 . 18.10 ,Peningkatan jalan kabupaten ,42649762418.00,45049505623.00,2399743205.00,5.63,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 18.10 . 5.2.1 ,Belanja Pegawai ,47971000.00,49696000.00,1725000.00,3.60,
1.03 . 1.03.01 . 18.10 . 5.2.1.01 ,Honorarium PNS ,15380000.00,17105000.00,1725000.00,11.22,
1.03 . 1.03.01 . 18.10 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,13480000.00,13480000.00,0.00,0.00,
1.03 . 1.03.01 . 18.10 . 5.2.1.01.02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,0.00,825000.00,825000.00,0.00,
1.03 . 1.03.01 . 18.10 . 5.2.1.01.05 ,Honorarium Penyelenggaraan Kegiatan ,1900000.00,2800000.00,900000.00,47.37,
1.03 . 1.03.01 . 18.10 . 5.2.1.03 ,Uang Lembur ,32591000.00,32591000.00,0.00,0.00,
1.03 . 1.03.01 . 18.10 . 5.2.1.03.01 ,Uang Lembur PNS ,32591000.00,32591000.00,0.00,0.00,
1.03 . 1.03.01 . 18.10 . 5.2.2 ,Belanja Barang dan Jasa ,871073218.00,1024594143.00,153520925.00,17.62,
1.03 . 1.03.01 . 18.10 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,4012143.00,4012143.00,0.00,0.00,
1.03 . 1.03.01 . 18.10 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,4012143.00,4012143.00,0.00,0.00,
1.03 . 1.03.01 . 18.10 . 5.2.2.03 ,Belanja Jasa Kantor ,7500000.00,9000000.00,1500000.00,20.00,
1.03 . 1.03.01 . 18.10 . 5.2.2.03.13 ,Belanja Dokumentasi ,7500000.00,9000000.00,1500000.00,20.00,
1.03 . 1.03.01 . 18.10 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,16554075.00,19575000.00,3020925.00,18.25,
1.03 . 1.03.01 . 18.10 . 5.2.2.06.02 ,Belanja Penggandaan ,16554075.00,19575000.00,3020925.00,18.25,
1.03 . 1.03.01 . 18.10 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,17100000.00,17100000.00,0.00,0.00,
1.03 . 1.03.01 . 18.10 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,17100000.00,17100000.00,0.00,0.00,
1.03 . 1.03.01 . 18.10 . 5.2.2.15 ,Belanja Perjalanan Dinas ,33640000.00,33640000.00,0.00,0.00,
1.03 . 1.03.01 . 18.10 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,22500000.00,22500000.00,0.00,0.00,
1.03 . 1.03.01 . 18.10 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,11140000.00,11140000.00,0.00,0.00,
1.03 . 1.03.01 . 18.10 . 5.2.2.21 ,Belanja Jasa Konsultansi ,792267000.00,941267000.00,149000000.00,18.81,
1.03 . 1.03.01 . 18.10 . 5.2.2.21.02 ,Belanja Jasa Konsultansi Perencanaan ,792267000.00,941267000.00,149000000.00,18.81,
1.03 . 1.03.01 . 18.10 . 5.2.3 ,Belanja Modal ,41730718200.00,43975215480.00,2244497280.00,5.38,
1.03 . 1.03.01 . 18.10 . 5.2.3.01 ,Belanja Modal Pengadaan Tanah ,9010045200.00,12094342200.00,3084297000.00,34.23,
