Judul,Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.20 . 1.20.26 . 17 ,Program Peningkatan dan Pengembangan Pengelolaan Keuangan Daerah,127934000,127124000,-810000,-0.63,
1.20 . 1.20.26 . 17.84 ,Intensifikasi Dan Ekstensifikasi Pendapatan Retribusi dari Pasar,127934000,127124000,-810000,-0.63,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.20 . 1.20.26 . 17.84 . 5.2.1 ,Belanja Pegawai ,101124000,101124000,0,0,
1.20 . 1.20.26 . 17.84 . 5.2.1.01 ,Honorarium PNS ,90000000,90000000,0,0,
1.20 . 1.20.26 . 17.84 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,90000000,90000000,0,0,"Honorarium panitia pelaksana kegiatan
Ketua  (1 x 12)12 Ob x 150.000^00 = 1.800.000^00
Sekretaris (1 x 12)12 Ob x 130.000^00 = 1.560.000^00
Anggota (16 x 12)192 Ob x 110.000^00 = 21.120.000^00
Anggota (91 x 12)1^092 Ob x 60.000^00 = 65.520.000^00"
1.20 . 1.20.26 . 17.84 . 5.2.1.03 ,Uang Lembur ,11124000,11124000,0,0,
1.20 . 1.20.26 . 17.84 . 5.2.1.03.01 ,Uang Lembur PNS ,11124000,11124000,0,0,"Uang lembur
Golongan III  (40 x 9)360 Oh x 15.000^00 = 5.400.000^00
Golongan II  (51 x 9)459 Oh x 10.000^00 = 4.590.000^00
Golongan I  (18 x 9)162 Oh x 7.000^00 = 1.134.000^00"
1.20 . 1.20.26 . 17.84 . 5.2.2 ,Belanja Barang dan Jasa ,26810000,26000000,-810000,-3.02,
1.20 . 1.20.26 . 17.84 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,500000,500000,0,0,
1.20 . 1.20.26 . 17.84 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,500000,500000,0,0,Belanja alat tulis kantor1 Ls x 500.000^00 = 500.000^00
1.20 . 1.20.26 . 17.84 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,750000,750000,0,0,
1.20 . 1.20.26 . 17.84 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,750000,750000,0,0,Belanja penggandaan/foto copy1 Ls x 750.000^00 = 750.000^00
1.20 . 1.20.26 . 17.84 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,13080000,12270000,-810000,-6.19,
1.20 . 1.20.26 . 17.84 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,13080000,12270000,-810000,-6.19,"Belanja makan dan minum rapat
Jamuan rapat evaluasi pendapatan retribusi pasar410 Oh x 15.000^00 = 6.150.000^00
makan dan minum rapat evaluasi pendapatan retribusi pasar816 Oh x 7.500^00 = 6.120.000^00"
1.20 . 1.20.26 . 17.84 . 5.2.2.15 ,Belanja Perjalanan Dinas ,12480000,12480000,0,0,
1.20 . 1.20.26 . 17.84 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,12480000,12480000,0,0,"Operasional peninjauan pasar se-Kabupaten Bantul
Golongan III288 Op x 35.000^00 = 10.080.000^00
Golongan II96 Op x 25.000^00 = 2.400.000^00"
2.06 . 1.20.26 . 18 ,Program Peningkatan Efisiensi Perdagangan Dalam Negeri,131680000,131680000,0,0,
2.06 . 1.20.26 . 18.10 ,Promosi Pasar Tradisional ,89390000,89390000,0,0,"Sumber Dana :
 Lokasi Kegiatan : Kantor Pengelolaan Pasar"
2.06 . 1.20.26 . 18.10 . 5.2.1 ,Belanja Pegawai ,8870000,8870000,0,0,
2.06 . 1.20.26 . 18.10 . 5.2.1.01 ,Honorarium PNS ,8870000,8870000,0,0,
2.06 . 1.20.26 . 18.10 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,8870000,8870000,0,0,"Honorarium panitia pelaksana kegiatan Promosi Pasar
Ketua (1 x 12)12 Ob x 150.000^00 = 1.800.000^00
Sekretaris (1 x 12)12 Ob x 120.000^00 = 1.440.000^00
Anggota (2 x 12)24 Ob x 75.000^00 = 1.800.000^00
Staf sekretariat  (15 x 1)15 Ob x 70.000^00 = 1.050.000^00
Honorarium panitia pelaksana kegiatan Lomba Pasar Bersih
Ketua (1 x 2)2 Oh x 150.000^00 = 300.000^00
Sekretaris  (1 x 2)2 Oh x 120.000^00 = 240.000^00
Anggota  (16 x 2)32 Oh x 70.000^00 = 2.240.000^00"
2.06 . 1.20.26 . 18.10 . 5.2.2 ,Belanja Barang dan Jasa ,80520000,80520000,0,0,
2.06 . 1.20.26 . 18.10 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,670000,670000,0,0,
2.06 . 1.20.26 . 18.10 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,670000,670000,0,0,Belanja alat tulis kantorkertas^ pulpen dll1 Ls x 670.000^00 = 670.000^00
2.06 . 1.20.26 . 18.10 . 5.2.2.02 ,Belanja Bahan/Material ,900000,900000,0,0,
2.06 . 1.20.26 . 18.10 . 5.2.2.02.07 ,Belanja Cindera Mata ,900000,900000,0,0,"Belanja cindera mata pemenang lomba pasar bersih
Hadiah Tropy1 Ls x 750.000^00 = 750.000^00
Hadiah Piagam1 Ls x 150.000^00 = 150.000^00"
2.06 . 1.20.26 . 18.10 . 5.2.2.03 ,Belanja Jasa Kantor ,300000,300000,0,0,
2.06 . 1.20.26 . 18.10 . 5.2.2.03.13 ,Belanja Dokumentasi ,300000,300000,0,0,"Belanja dokumentasi
Cetak foto1 Ls x 300.000^00 = 300.000^00"
2.06 . 1.20.26 . 18.10 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,4050000,4050000,0,0,
2.06 . 1.20.26 . 18.10 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,4050000,4050000,0,0,"Biaya makan dan minum rapat dan pelaksanaan kegiatan
Makan dan minum kegiatan promosi pasar dan lomba pasar bersih270 Oh x 15.000^00 = 4.050.000^00"
2.06 . 1.20.26 . 18.10 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,2100000,2100000,0,0,
2.06 . 1.20.26 . 18.10 . 5.2.2.34.02 ,Honorarium Yuri Perlombaan ,2100000,2100000,0,0,"Honor Tim Penilai Lomba
Honor tim penilai (6 x 5)30 Oh x 70.000^00 = 2.100.000^00"
2.06 . 1.20.26 . 18.10 . 5.2.2.35 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,40000000,40000000,0,0,
2.06 . 1.20.26 . 18.10 . 5.2.2.35.01 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,40000000,40000000,0,0,"Uang pembinaan untuk kelompok masyarakat
Uang pembinaan untuk pedagang pasar1 Ls x 40.000.000^00 = 40.000.000^00"
2.06 . 1.20.26 . 18.10 . 5.2.2.36 ,Belanja Jasa Pentas/Pertunjukan ,32500000,32500000,0,0,
2.06 . 1.20.26 . 18.10 . 5.2.2.36.01 ,Belanja Jasa Pentas/Pertunjukan ,32500000,32500000,0,0,"Belanja jasa pentas/pertunjukan
Belanja jasa pentas/pertunjukan kesenian di pasar1 Ls x 32.500.000^00 = 32.500.000^00"
2.06 . 1.20.26 . 18.11 ,Pengendalian dan pelaporan pelaksanaan dana bergulir,42290000,42290000,0,0,"Sumber Dana :
 Lokasi Kegiatan : Kantor Pengelolaan Pasar"
2.06 . 1.20.26 . 18.11 . 5.2.1 ,Belanja Pegawai ,38880000,38880000,0,0,
2.06 . 1.20.26 . 18.11 . 5.2.1.01 ,Honorarium PNS ,36660000,36660000,0,0,
2.06 . 1.20.26 . 18.11 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,36660000,36660000,0,0,"Honorarium petugas pendampingan pada KPP
Ketua (1x12)12 Ob x 120.000^00 = 1.440.000^00
Sekretaris (1x12)12 Ob x 105.000^00 = 1.260.000^00
Anggota (7x12)84 Ob x 80.000^00 = 6.720.000^00
Anggota (10x12)120 Ob x 65.000^00 = 7.800.000^00
Honorarium petugas pendampingan di pasar
Anggota (12 x 12)144 Ob x 75.000^00 = 10.800.000^00
Anggota (12 x 12)144 Ob x 60.000^00 = 8.640.000^00"
2.06 . 1.20.26 . 18.11 . 5.2.1.03 ,Uang Lembur ,2220000,2220000,0,0,
2.06 . 1.20.26 . 18.11 . 5.2.1.03.01 ,Uang Lembur PNS ,2220000,2220000,0,0,"Uang lembur petugas dana bergulir
Golongan1 Ls x 2.220.000^00 = 2.220.000^00"
2.06 . 1.20.26 . 18.11 . 5.2.2 ,Belanja Barang dan Jasa ,3410000,3410000,0,0,
2.06 . 1.20.26 . 18.11 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,260000,260000,0,0,
2.06 . 1.20.26 . 18.11 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,260000,260000,0,0,Belanja alat tulis kantorKertas^ pulpen dll1 Ls x 260.000^00 = 260.000^00
2.06 . 1.20.26 . 18.11 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,3150000,3150000,0,0,
2.06 . 1.20.26 . 18.11 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,3150000,3150000,0,0,"Belanja makan minum rapat pelaksanaan kegiatan
Makan dan minum rapat evaluasi dana bergulir210 Oh x 15.000^00 = 3.150.000^00"
2.06 . 1.20.26 . 20 ,Program Pemberdayaan Pedagang ,194530000,194530000,0,0,
2.06 . 1.20.26 . 20.03 ,Fasilitasi APPSI ,21270000,21270000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kantor Pengelolaan Pasar"
2.06 . 1.20.26 . 20.03 . 5.2.1 ,Belanja Pegawai ,5700000,5700000,0,0,
2.06 . 1.20.26 . 20.03 . 5.2.1.01 ,Honorarium PNS ,5700000,5700000,0,0,
2.06 . 1.20.26 . 20.03 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,5700000,5700000,0,0,"Honor panitia pelaksana kegiatan
Ketua (1x10)10 Ok x 105.000^00 = 1.050.000^00
Sekretaris (1x10)10 Ok x 90.000^00 = 900.000^00
Anggota (5x10)50 Ok x 75.000^00 = 3.750.000^00"
2.06 . 1.20.26 . 20.03 . 5.2.2 ,Belanja Barang dan Jasa ,15570000,15570000,0,0,
2.06 . 1.20.26 . 20.03 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,325000,325000,0,0,
2.06 . 1.20.26 . 20.03 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,325000,325000,0,0,Belanja alat tulis kantor1 Ls x 325.000^00 = 325.000^00
2.06 . 1.20.26 . 20.03 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,250000,250000,0,0,
2.06 . 1.20.26 . 20.03 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,250000,250000,0,0,Belanja penggandaan/foto copy1 Ls x 250.000^00 = 250.000^00
2.06 . 1.20.26 . 20.03 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,12795000,12795000,0,0,
2.06 . 1.20.26 . 20.03 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,12795000,12795000,0,0,"Belanja makan dan minum rapat
belanja makan dan minum rapat evaluasi1^706 Oh x 7.500^00 = 12.795.000^00"
2.06 . 1.20.26 . 20.03 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,2200000,2200000,0,0,
2.06 . 1.20.26 . 20.03 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,2200000,2200000,0,0,"Honorarium tenaga narasumber/penceramah
Honorarium tenaga narasumber/penceramah (1 x 11)11 Ok x 200.000^00 = 2.200.000^00"
2.06 . 1.20.26 . 20.04 ,Pelatihan Pedagang Pasar ,173260000,173260000,0,0,"Sumber Dana :
 Lokasi Kegiatan : Kantor Pengelolaan Pasar"
2.06 . 1.20.26 . 20.04 . 5.2.1 ,Belanja Pegawai ,15000000,15000000,0,0,
2.06 . 1.20.26 . 20.04 . 5.2.1.01 ,Honorarium PNS ,15000000,15000000,0,0,
2.06 . 1.20.26 . 20.04 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,15000000,15000000,0,0,"Honorarium panitia pelaksana kegiatan
Ketua (1 x 20)20 Ok x 125.000^00 = 2.500.000^00
Sekretaris (1 x 20)20 Ok x 100.000^00 = 2.000.000^00
Anggota (7 x 20)140 Ok x 75.000^00 = 10.500.000^00"
2.06 . 1.20.26 . 20.04 . 5.2.2 ,Belanja Barang dan Jasa ,158260000,158260000,0,0,
2.06 . 1.20.26 . 20.04 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,7000000,7000000,0,0,
2.06 . 1.20.26 . 20.04 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,7000000,7000000,0,0,Belanja alat tulis kantorKertas^ pulpen dll20 Paket x 350.000^00 = 7.000.000^00
2.06 . 1.20.26 . 20.04 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,4685000,4685000,0,0,
2.06 . 1.20.26 . 20.04 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,4685000,4685000,0,0,Belanja penggandaan/foto copy1 Ls x 4.685.000^00 = 4.685.000^00
2.06 . 1.20.26 . 20.04 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,46575000,46575000,0,0,
2.06 . 1.20.26 . 20.04 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,46575000,46575000,0,0,"Belanja makan dan minum pelaksanaan kegiatan
minum dan snack pelaksanaan kegiatan2^070 Oh x 7.500^00 = 15.525.000^00
makan dan minum pelaksanaan kegiatan2^070 Oh x 15.000^00 = 31.050.000^00"
2.06 . 1.20.26 . 20.04 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,100000000,100000000,0,0,
2.06 . 1.20.26 . 20.04 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,40000000,40000000,0,0,"Honorarium tenaga instruktur/narasumber
Honorarium tenaga instruktur/narasumber (4 x 2 x 20)160 Jpl x 250.000^00 = 40.000.000^00"
2.06 . 1.20.26 . 20.04 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,60000000,60000000,0,0,"Honorarium peserta pelatihan
Honor untuk pedagang/peserta(1000 x 2)2^000 Oh x 30.000^00 = 60.000.000^00"
1.03 . 1.20.26 . 30 ,Program Pembangunan Infrastruktur Perdesaan ,370287000,395157500,24870500,6.72,
1.03 . 1.20.26 . 30.04 ,Pembangunan Pasar Perdesaan ,50000000,85000000,35000000,70,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.03 . 1.20.26 . 30.04 . 5.2.1 ,Belanja Pegawai ,3350000,2975000,-375000,-11.19,
1.03 . 1.20.26 . 30.04 . 5.2.1.01 ,Honorarium PNS ,3350000,2975000,-375000,-11.19,
1.03 . 1.20.26 . 30.04 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,3350000,2975000,-375000,-11.19,"Honor panitia pelaksana kegiatan
Ketua (1 x 2)0 Ok x 250.000^00 = 0^00
Sekretaris (1 x 2)0 Ok x 225.000^00 = 0^00
Anggota (6 x 2)0 Ok x 200.000^00 = 0^00
Honor Pan.Pengadaan Pembuatan DED Pasar1 ls x 2.175.000^00 = 2.175.000^00
Honor Pan.Pengadaan Market Study
Honor panitia pelaksana penyusunan market studi
Ketua^ Sekrtaris dan Anggota1 Ls x 800.000^00 = 800.000^00"
1.03 . 1.20.26 . 30.04 . 5.2.2 ,Belanja Barang dan Jasa ,46650000,82025000,35375000,75.83,
1.03 . 1.20.26 . 30.04 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,0,175000,175000,0,
1.03 . 1.20.26 . 30.04 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,0,175000,175000,0,Belanja Alat tulis kantor1 Ls x 175.000^00 = 175.000^00
1.03 . 1.20.26 . 30.04 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1650000,1650000,0,0,
1.03 . 1.20.26 . 30.04 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1650000,1650000,0,0,Belanja penggandaan/foto copy1 Ls x 1.650.000^00 = 1.650.000^00
1.03 . 1.20.26 . 30.04 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,0,200000,200000,0,
1.03 . 1.20.26 . 30.04 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,0,200000,200000,0,Makan minum rapat1 Ls x 200.000^00 = 200.000^00
1.03 . 1.20.26 . 30.04 . 5.2.2.21 ,Belanja Jasa Konsultansi ,45000000,70000000,25000000,55.56,
1.03 . 1.20.26 . 30.04 . 5.2.2.21.02 ,Belanja Jasa Konsultansi Perencanaan ,45000000,70000000,25000000,55.56,"Belanja jasa perencanaan
Pembuatan DED Pasar1 Ls x 35.000.000^00 = 35.000.000^00
Market studi pasar Niten
Pembuatan DED Pasar Angkruk1 ls x 23.000.000^00 = 23.000.000^00
Pembuatan DED Pasar Grogol1 ls x 12.000.000^00 = 12.000.000^00"
1.03 . 1.20.26 . 30.04 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,0,10000000,10000000,0,
1.03 . 1.20.26 . 30.04 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,0,10000000,10000000,0,Honorarium tenaga ahli/narasumber1 Ls x 10.000.000^00 = 10.000.000^00
1.03 . 1.20.26 . 30.07 ,Rehabilitasi/Pemeliharaan Pasar Perdesaan ,320287000,300157500,-20129500,-6.28,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.03 . 1.20.26 . 30.07 . 5.2.1 ,Belanja Pegawai ,8100000,8100000,0,0,
1.03 . 1.20.26 . 30.07 . 5.2.1.01 ,Honorarium PNS ,8100000,8100000,0,0,
1.03 . 1.20.26 . 30.07 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,8100000,8100000,0,0,"Honorarium tim pelaksana kegiatan swakelola
Ketua (1 x 12)12 Ob x 150.000^00 = 1.800.000^00
Sekretaris (1 x 12)12 Ob x 125.000^00 = 1.500.000^00
Anggota (4 x 12)48 Ob x 100.000^00 = 4.800.000^00"
1.03 . 1.20.26 . 30.07 . 5.2.2 ,Belanja Barang dan Jasa ,312187000,292057500,-20129500,-6.45,
1.03 . 1.20.26 . 30.07 . 5.2.2.02 ,Belanja Bahan/Material ,226187000,216557500,-9629500,-4.26,
1.03 . 1.20.26 . 30.07 . 5.2.2.02.01 ,Belanja Bahan Baku untuk Bangunan / Kegiatan Pelayanan / Kegiatan Operasi,226187000,216557500,-9629500,-4.26,"Belanja bahan bangunan
Bahan bangunan pemeliharaan sarana dan prasarana umum daerah/pasar1 Ls x 141.557.500^00 = 141.557.500^00
Pembuatan sumur resapan di pasar Pleret dan Piyungan1 Ls x 15.000.000^00 = 15.000.000^00
Penyempurnaan/pembangunan los di Pasar BantulPembuatan pintu/tralis di pasar Dlingo1 Ls x 60.000.000^00 = 60.000.000^00"
1.03 . 1.20.26 . 30.07 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,86000000,75500000,-10500000,-12.21,
1.03 . 1.20.26 . 30.07 . 5.2.2.34.06 ,Honorarium Tenaga Harian Lepas ,86000000,75500000,-10500000,-12.21,"Honorarium tenaga harian
Upah tenaga pemeliharaan sarana dan prasarana umum daerah/pasar1 Ls x 75.500.000^00 = 75.500.000^00"
1.03 . 1.20.26 . 30.09 ,Pendampingan Penataan Pasar ,0,10000000,10000000,0,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul"
1.03 . 1.20.26 . 30.09 . 5.2.1 ,Belanja Pegawai ,0,7740000,7740000,0,
1.03 . 1.20.26 . 30.09 . 5.2.1.01 ,Honorarium PNS ,0,5160000,5160000,0,
1.03 . 1.20.26 . 30.09 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,0,5160000,5160000,0,"Honorarium panitia pelaksana kegiatan
Ketua ( 1 x 4 )4 Ok x 150.000^00 = 600.000^00
Sekretaris ( 1 x 4 )4 Ok x 140.000^00 = 560.000^00
Anggota ( 8 x 4 )32 Ok x 125.000^00 = 4.000.000^00"
1.03 . 1.20.26 . 30.09 . 5.2.1.03 ,Uang Lembur ,0,2580000,2580000,0,
1.03 . 1.20.26 . 30.09 . 5.2.1.03.01 ,Uang Lembur PNS ,0,2580000,2580000,0,Lembur PNS1 Ls x 2.580.000^00 = 2.580.000^00
1.03 . 1.20.26 . 30.09 . 5.2.2 ,Belanja Barang dan Jasa ,0,2260000,2260000,0,
1.03 . 1.20.26 . 30.09 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,0,1000000,1000000,0,
1.03 . 1.20.26 . 30.09 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,0,1000000,1000000,0,Belanja alat tulis kantor1 Ls x 1.000.000^00 = 1.000.000^00
1.03 . 1.20.26 . 30.09 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,0,510000,510000,0,
1.03 . 1.20.26 . 30.09 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,0,510000,510000,0,Belanja penggandaan/foto copy1 Ls x 510.000^00 = 510.000^00
1.03 . 1.20.26 . 30.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,0,750000,750000,0,
1.03 . 1.20.26 . 30.09 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatanSURPLUS / (DEFISIT) ,0,750000,750000,0,Belanja Makan minum rapat pelaksanaan kegiatan50 Om x 15.000^00 = 750.000^00
,,-9925866600,-9951958100,-26091500,0.26,
