Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,16920000,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,8881250,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,31400000,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,15840000,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,15560000,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,25470000,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,3330000,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,22140000,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 3 ,Belanja Modal ,15000000,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 3 . 91 ,Belanja Modal Software ,15000000,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 3 . 91 . 01 ,Belanja Modal Software ,15000000,Pemeliharaan Sistem Informasi Pengendalian (e Monev) Pemeliharaan dan pengembangan software Sistem Informasi Pengendalian (e Monev) "1 unit x 15.000.000 00 = 15.000.000 00",,,
1.06 . 1.06.01 . 21 . 46 ,"Perencanaan Pembangunan Sub Bidang Perindustrian  Perdagangan  Koperasi  Pariwisata dan Penanaman Modal",33936650,Lokasi Kegiatan : Kabupaten Kulon Progo,,,Sumber Dana : 
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 1 ,Belanja Pegawai ,13310000,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 1 . 01 ,Honorarium PNS ,11550000,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,11550000,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 1 . 03 ,Uang Lembur ,1760000,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,1760000,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,20626650,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,726400,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,726400,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,575250,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,575250,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,17050000,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,1800000,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,15250000,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,2275000,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1055000,,,,
1.06 . 1.06.01 . 21 . 46 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,1220000,,,,
1.06 . 1.06.01 . 21 . 47 ,"Perencanaan Pembangunan Sub Bidang Pertanian  Kehutanan  Perikanan dan Kelautan",36646600,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 1 ,Belanja Pegawai ,13640000,,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 1 . 01 ,Honorarium PNS ,11800000,,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,11800000,,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 1 . 03 ,Uang Lembur ,1840000,,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,1840000,,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,23006600,,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,1069100,,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,1069100,,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,787500,,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,787500,,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,19800000,,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,1800000,,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,18000000,,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,1350000,,,,
1.06 . 1.06.01 . 21 . 47 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1350000,,,,
1.06 . 1.06.01 . 21 . 48 ,Perencanaan Pembangunan Sub Bidang PU dan Perumahan ,39650000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 1 ,Belanja Pegawai ,12320000,,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 1 . 01 ,Honorarium PNS ,10640000,,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,10640000,,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 1 . 03 ,Uang Lembur ,1680000,,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,1680000,,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,27330000,,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,1062400,,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,1062400,,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1567600,,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,1567600,,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,17300000,,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,1800000,,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,15500000,,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,7400000,,,,
1.06 . 1.06.01 . 21 . 48 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,7400000,,,,
1.06 . 1.06.01 . 21 . 49 ,Perencanaan Pembangunan Sub Bidang Tata Ruang dan Perhubungan ,26360000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 49 . 5 . 2 . 1 ,Belanja Pegawai ,2400000,,,,
1.06 . 1.06.01 . 21 . 49 . 5 . 2 . 1 . 03 ,Uang Lembur ,2400000,,,,
1.06 . 1.06.01 . 21 . 49 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,2400000,,,,
1.06 . 1.06.01 . 21 . 49 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,23960000,,,,
1.06 . 1.06.01 . 21 . 49 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,875000,,,,
1.06 . 1.06.01 . 21 . 49 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,875000,,,,
1.06 . 1.06.01 . 21 . 49 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,715000,,,,
1.06 . 1.06.01 . 21 . 49 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,715000,,,,
1.06 . 1.06.01 . 21 . 49 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,20520000,,,,
1.06 . 1.06.01 . 21 . 49 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,2520000,,,,
1.06 . 1.06.01 . 21 . 49 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,18000000,,,,
1.06 . 1.06.01 . 21 . 49 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,1850000,,,,
1.06 . 1.06.01 . 21 . 49 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1850000,,,,
1.06 . 1.06.01 . 21 . 50 ,Perencanaan Pembangunan Sub Bidang ESDM dan Lingkungan Hidup ,36444900,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 1 ,Belanja Pegawai ,13310000,,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 1 . 01 ,Honorarium PNS ,11550000,,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,11550000,,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 1 . 03 ,Uang Lembur ,1760000,,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,1760000,,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,23134900,,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,577050,,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,577050,,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,407850,,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,407850,,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,19800000,,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,1800000,,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,18000000,,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,2350000,,,,
1.06 . 1.06.01 . 21 . 50 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,2350000,,,,
1.06 . 1.06.01 . 21 . 51 ,Perencanaan Pembangunan Sub Bidang Pendidikan dan Kebudayaan ,39829800,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 51 . 5 . 2 . 1 ,Belanja Pegawai ,20800000,,,,
1.06 . 1.06.01 . 21 . 51 . 5 . 2 . 1 . 01 ,Honorarium PNS ,20800000,,,,
1.06 . 1.06.01 . 21 . 51 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,20800000,,,,
1.06 . 1.06.01 . 21 . 51 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,19029800,,,,
1.06 . 1.06.01 . 21 . 51 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,1466700,,,,
1.06 . 1.06.01 . 21 . 51 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,1466700,,,,
1.06 . 1.06.01 . 21 . 51 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,496400,,,,
1.06 . 1.06.01 . 21 . 51 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,496400,,,,
1.06 . 1.06.01 . 21 . 51 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,4975000,,,,
1.06 . 1.06.01 . 21 . 51 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,4975000,,,,
1.06 . 1.06.01 . 21 . 51 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,12091700,,,,
1.06 . 1.06.01 . 21 . 51 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,900000,,,,
1.06 . 1.06.01 . 21 . 51 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,11191700,,,,
1.06 . 1.06.01 . 21 . 52 ,Perencanaan Pembangunan Sub Bidang Sosial dan Kesehatan ,27191400,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 52 . 5 . 2 . 1 ,Belanja Pegawai ,2448000,,,,
1.06 . 1.06.01 . 21 . 52 . 5 . 2 . 1 . 03 ,Uang Lembur ,2448000,,,,
1.06 . 1.06.01 . 21 . 52 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,2448000,,,,
1.06 . 1.06.01 . 21 . 52 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,24743400,,,,
1.06 . 1.06.01 . 21 . 52 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,1275400,,,,
1.06 . 1.06.01 . 21 . 52 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,1275400,,,,
1.06 . 1.06.01 . 21 . 52 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1165000,,,,
1.06 . 1.06.01 . 21 . 52 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,1165000,,,,
1.06 . 1.06.01 . 21 . 52 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,20728000,,,,
1.06 . 1.06.01 . 21 . 52 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,1728000,,,,
1.06 . 1.06.01 . 21 . 52 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,19000000,,,,
1.06 . 1.06.01 . 21 . 52 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,1575000,,,,
1.06 . 1.06.01 . 21 . 52 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1575000,,,,
1.06 . 1.06.01 . 21 . 53 ,Perencanaan Pembangunan Sub Bidang Pemerintahan Umum ,60340800,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 1 ,Belanja Pegawai ,23200000,,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 1 . 01 ,Honorarium PNS ,18800000,,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,18800000,,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 1 . 03 ,Uang Lembur ,4400000,,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,4400000,,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,37140800,,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,2102325,,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,2102325,,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,578475,,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,578475,,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,27500000,,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,4500000,,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,23000000,,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,6960000,,,,
1.06 . 1.06.01 . 21 . 53 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,6960000,,,,
1.06 . 1.06.01 . 21 . 54 ,"Perencanaan Pembangunan Sub Bidang Kepegawaian  Keuangan dan Poldagri",34470000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 1 ,Belanja Pegawai ,16520000,,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 1 . 01 ,Honorarium PNS ,13400000,,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,13400000,,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 1 . 03 ,Uang Lembur ,3120000,,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,3120000,,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,17950000,,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,895000,,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,895000,,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,565000,,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,565000,,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,14240000,,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,3240000,,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,11000000,,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,2250000,,,,
1.06 . 1.06.01 . 21 . 54 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,2250000,,,,
1.06 . 1.06.01 . 21 . 55 ,Pemantauan dan Evaluasi Pencapaian MDGs ,19930000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 55 . 5 . 2 . 1 ,Belanja Pegawai ,9525000,,,,
1.06 . 1.06.01 . 21 . 55 . 5 . 2 . 1 . 01 ,Honorarium PNS ,9525000,,,,
1.06 . 1.06.01 . 21 . 55 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,9525000,,,,
1.06 . 1.06.01 . 21 . 55 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,10405000,,,,
1.06 . 1.06.01 . 21 . 55 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,822600,,,,
1.06 . 1.06.01 . 21 . 55 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,822600,,,,
1.06 . 1.06.01 . 21 . 55 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,345000,,,,
1.06 . 1.06.01 . 21 . 55 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,345000,,,,
1.06 . 1.06.01 . 21 . 55 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,4000000,,,,
1.06 . 1.06.01 . 21 . 55 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,4000000,,,,
1.06 . 1.06.01 . 21 . 55 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,5237400,,,,
1.06 . 1.06.01 . 21 . 55 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,5237400,,,,
,SURPLUS / (DEFISIT) ,-6329674174,,,,
