Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,
1.21 . 1.21.01 . 26 . 04 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,417500,,
1.21 . 1.21.01 . 26 . 04 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,6647500,,
1.21 . 1.21.01 . 26 . 04 . 5 . 2 . 2 . 02 . 02 ,Belanja Bahan/Bibit Tanaman ,2500000,,
1.21 . 1.21.01 . 26 . 04 . 5 . 2 . 2 . 02 . 05 ,Belanja Bahan Kimia dan Pupuk ,4147500,,
1.21 . 1.21.01 . 26 . 04 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,1500000,,
1.21 . 1.21.01 . 26 . 04 . 5 . 2 . 2 . 03 . 23 ,Belanja Jasa Analisa/Pemeriksaan Laboratorium ,1500000,,
1.21 . 1.21.01 . 26 . 04 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,275000,,
1.21 . 1.21.01 . 26 . 04 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,275000,,
1.21 . 1.21.01 . 26 . 04 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,750000,,
1.21 . 1.21.01 . 26 . 04 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,750000,,
1.21 . 1.21.01 . 26 . 04 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,410000,,
1.21 . 1.21.01 . 26 . 04 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,410000,,
1.21 . 1.21.01 . 26 . 05 ,Informasi dan Publikasi Pertanian Perikanan dan Kehutanan ,21860000,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 1 ,Belanja Pegawai ,3625000,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,3625000,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,3625000,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,18235000,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,195500,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,195500,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,5200000,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 2 . 02 . 01 ,Belanja Bahan Baku Bangunan ,2800000,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 2 . 02 . 06 ,Belanja Bahan Percontohan ,2400000,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,1273500,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 2 . 03 . 13 ,Belanja Dokumentasi ,73500,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 2 . 03 . 15 ,Belanja Publikasi ,1200000,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,3436000,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,3436000,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,8130000,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1270000,,
1.21 . 1.21.01 . 26 . 05 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,6860000,,
,SURPLUS / (DEFISIT) ,-9264179259,,
