Judul,Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.22 . 1.22.01 . 16.04 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,2660000.00,2660000.00,0.00,0.00,"Belanja Tenaga Ahli /Narasumber/Instruktur
Honor Tenaga Ahli/nara sumber28 jpl x 80.000,00 = 2.240.000,00
Honor Tenaga Ahli/Instruktur1 ls x 100.000,00 = 100.000,00
Honor Tenaga Ahli/Narasumber Non PNS4 jpl x 80.000,00 = 320.000,00"
1.22 . 1.22.01 . 16.04 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,2450000.00,2450000.00,0.00,0.00,"Honorarium Harian Peserta Pelatihan
Honor Harian peserta pelatihan120 oa x 20.000,00 = 2.400.000,00
Honor Harian Peserta Rapat4 oh x 12.500,00 = 50.000,00"
1.22 . 1.22.01 . 16.09 ,Pendayagunaan Teknologi Tepat Guna ,32500000.00,32500000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.22 . 1.22.01 . 16.09 . 5.2.2 ,Belanja Barang dan Jasa ,32500000.00,32500000.00,0.00,0.00,
1.22 . 1.22.01 . 16.09 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,7000000.00,7000000.00,0.00,0.00,
1.22 . 1.22.01 . 16.09 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,7000000.00,7000000.00,0.00,0.00,"Belanja sewa tempat Gelar TTG Nasional1 unit x 7.000.000,00 = 7.000.000,00"
1.22 . 1.22.01 . 16.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,120000.00,120000.00,0.00,0.00,
1.22 . 1.22.01 . 16.09 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,120000.00,120000.00,0.00,0.00,"Belanja Makan dan Minum Rapat8 oh x 15.000,00 = 120.000,00"
1.22 . 1.22.01 . 16.09 . 5.2.2.13 ,Belanja Pakaian Kerja ,380000.00,380000.00,0.00,0.00,
1.22 . 1.22.01 . 16.09 . 5.2.2.13.01 ,Belanja Pakaian Kerja Lapangan ,380000.00,380000.00,0.00,0.00,"Belanja Pakaian Kerja Lapangan
Belanja seragam peserta Gelar TTG dan pendamping Gelar TTG4 or x 95.000,00 = 380.000,00"
1.22 . 1.22.01 . 16.09 . 5.2.2.15 ,Belanja Perjalanan Dinas ,25000000.00,25000000.00,0.00,0.00,
1.22 . 1.22.01 . 16.09 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,25000000.00,25000000.00,0.00,0.00,"Belanja Perjalanan Dinas Luar Daerah
Golongan IV dan III1 ls x 13.200.000,00 = 13.200.000,00
Masyarakat1 ok x 11.800.000,00 = 11.800.000,00"
1.22 . 1.22.01 . 16.10 ,Pengembangan SDM Posyantek ,22500000.00,22500000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.22 . 1.22.01 . 16.10 . 5.2.1 ,Belanja Pegawai ,4940000.00,4940000.00,0.00,0.00,
1.22 . 1.22.01 . 16.10 . 5.2.1.01 ,Honorarium PNS ,4940000.00,4940000.00,0.00,0.00,
1.22 . 1.22.01 . 16.10 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,4940000.00,4940000.00,0.00,0.00,"Honorarium Panitia Pelaksana Kegiatan
Honor Panitia workshop & sosialisasi Posyantek7 org x 70.000,00 = 490.000,00
Honor Panitia Pemandu Study Banding Posyantek3 org x 150.000,00 = 450.000,00
Honor Tim Pembina Posyantek1 ls x 4.000.000,00 = 4.000.000,00"
1.22 . 1.22.01 . 16.10 . 5.2.2 ,Belanja Barang dan Jasa ,17560000.00,17560000.00,0.00,0.00,
1.22 . 1.22.01 . 16.10 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1620000.00,1620000.00,0.00,0.00,
1.22 . 1.22.01 . 16.10 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1620000.00,1620000.00,0.00,0.00,"Belanja Alat Tulis Kantor
Belanja Alat Tulis Kegiatan Kantor1 ls x 700.000,00 = 700.000,00
Belanja ATK peserta pelatihan92 set x 10.000,00 = 920.000,00"
1.22 . 1.22.01 . 16.10 . 5.2.2.02 ,Belanja Bahan/Material ,400000.00,400000.00,0.00,0.00,
1.22 . 1.22.01 . 16.10 . 5.2.2.02.07 ,Belanja Cindera Mata ,400000.00,400000.00,0.00,0.00,"Belanja Cinderamata
Belanja cinderamata study banding1 unit x 400.000,00 = 400.000,00"
1.22 . 1.22.01 . 16.10 . 5.2.2.03 ,Belanja Jasa Kantor ,400000.00,400000.00,0.00,0.00,
1.22 . 1.22.01 . 16.10 . 5.2.2.03.13 ,Belanja Dokumentasi ,200000.00,200000.00,0.00,0.00,"Belanja Dokumentasi
Dokumentasi Posyantek2 pkt x 100.000,00 = 200.000,00"
1.22 . 1.22.01 . 16.10 . 5.2.2.03.14 ,Belanja Dekorasi ,200000.00,200000.00,0.00,0.00,"Belanja Dekorasi
Dekorasi Posyantek2 pkt x 100.000,00 = 200.000,00"
1.22 . 1.22.01 . 16.10 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1620000.00,1620000.00,0.00,0.00,
1.22 . 1.22.01 . 16.10 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1620000.00,1620000.00,0.00,0.00,"Belanja Penggandaan/Foto copy
Belanja Foto copy kegiatan4,800 lbr x 125,00 = 600.000,00
Belanja penggandaan materi peserta92 set x 10.000,00 = 920.000,00
Belanja penggandaan pelaporan2 buku x 50.000,00 = 100.000,00"
1.22 . 1.22.01 . 16.10 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,2500000.00,2500000.00,0.00,0.00,
1.22 . 1.22.01 . 16.10 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,2500000.00,2500000.00,0.00,0.00,"Belanja Sewa Mobil
Sewa Bus untuk Study Banding1 unit x 2.500.000,00 = 2.500.000,00"
1.22 . 1.22.01 . 16.10 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,5645000.00,5645000.00,0.00,0.00,
1.22 . 1.22.01 . 16.10 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,600000.00,600000.00,0.00,0.00,"Belanja Makanan dan Minuman Rapat
Belanja Makanan dan Minuman rapat koordinasi80 org x 7.500,00 = 600.000,00"
1.22 . 1.22.01 . 16.10 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,5045000.00,5045000.00,0.00,0.00,"Belanja makanan dan minuman kegiatan
makan snack dan minum pelatihan Posyantek106 org x 32.500,00 = 3.445.000,00
makan, Snack dan minum studi banding32 org x 50.000,00 = 1.600.000,00"
1.22 . 1.22.01 . 16.10 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,5375000.00,5375000.00,0.00,0.00,
1.22 . 1.22.01 . 16.10 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,900000.00,900000.00,0.00,0.00,"Honorarium Nara sumber
Honor Tenaga ahli/instruktur Posyantek6 jpl x 150.000,00 = 900.000,00"
1.22 . 1.22.01 . 16.10 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,4475000.00,4475000.00,0.00,0.00,"Honorarium Harian
Honor Peserta workshop & sosialisasi Posyantek92 oh x 25.000,00 = 2.300.000,00
Honor peserta rapat koordinasi Posyantek50 oh x 12.500,00 = 625.000,00
Honor Peserta study banding Posyantek25 oh x 50.000,00 = 1.250.000,00
Honor Tenaga bersih-bersih tempat1 ls x 300.000,00 = 300.000,00"
1.22 . 1.22.01 . 16.11 ,Pendataan dan Penataan Pasar Desa ,25000000.00,16050000.00,-8950000.00,-35.80,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul"
1.22 . 1.22.01 . 16.11 . 5.2.1 ,Belanja Pegawai ,9000000.00,9000000.00,0.00,0.00,
1.22 . 1.22.01 . 16.11 . 5.2.1.01 ,Honorarium PNS ,9000000.00,9000000.00,0.00,0.00,
1.22 . 1.22.01 . 16.11 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,9000000.00,9000000.00,0.00,0.00,"Honorarium Panitia Pelaksana Kegiatan
Honor Tim Inventarisasi data Pasar Desa90 oh x 100.000,00 = 9.000.000,00"
1.22 . 1.22.01 . 16.11 . 5.2.2 ,Belanja Barang dan Jasa ,16000000.00,7050000.00,-8950000.00,-55.94,
1.22 . 1.22.01 . 16.11 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,500000.00,500000.00,0.00,0.00,
1.22 . 1.22.01 . 16.11 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,500000.00,500000.00,0.00,0.00,"Belanja Alat Tulis Kantor
Belanja Alat Tulis Kegiatan1 LS x 500.000,00 = 500.000,00"
1.22 . 1.22.01 . 16.11 . 5.2.2.03 ,Belanja Jasa Kantor ,200000.00,200000.00,0.00,0.00,
1.22 . 1.22.01 . 16.11 . 5.2.2.03.13 ,Belanja Dokumentasi ,200000.00,200000.00,0.00,0.00,"Belanja Dokumentasi
Dokumentasi Pasar Desa1 paket x 200.000,00 = 200.000,00"
1.22 . 1.22.01 . 16.11 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1125000.00,1125000.00,0.00,0.00,
1.22 . 1.22.01 . 16.11 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1125000.00,1125000.00,0.00,0.00,"Belanja Penggandaan
Biaya Fotocopi kegiatan pasar desa7,800 lembar x 125,00 = 975.000,00
Biaya penggandaan inventarisasi pasar desa3 buku x 50.000,00 = 150.000,00"
1.22 . 1.22.01 . 16.11 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,2500000.00,2500000.00,0.00,0.00,
1.22 . 1.22.01 . 16.11 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,2500000.00,2500000.00,0.00,0.00,"Belanja Sewa Sarana Mobilitas Darat
Belanja Sewa Mobil10 unit x 250.000,00 = 2.500.000,00"
1.22 . 1.22.01 . 16.11 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2100000.00,2100000.00,0.00,0.00,
1.22 . 1.22.01 . 16.11 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,525000.00,525000.00,0.00,0.00,"Belanja Makanan dan Minuman Rapat
Belanja Snack dan minum Rakor70 orang x 7.500,00 = 525.000,00"
1.22 . 1.22.01 . 16.11 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,1575000.00,1575000.00,0.00,0.00,"Belanja Makanan dan minuman pelaksanaan kegiatan
Belanja makan dan minum inventarisasi data90 orang x 17.500,00 = 1.575.000,00"
1.22 . 1.22.01 . 16.11 . 5.2.2.15 ,Belanja Perjalanan Dinas ,8950000.00,0.00,-8950000.00,-100.00,
1.22 . 1.22.01 . 16.11 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2850000.00,0.00,-2850000.00,-100.00,"Belanja Perjalanan dinas dalam daerah
Biaya perjalanan dinas dalam daerah"
1.22 . 1.22.01 . 16.11 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,6100000.00,0.00,-6100000.00,-100.00,Biaya perjalanan dinas luar daerah
1.22 . 1.22.01 . 16.11 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,625000.00,625000.00,0.00,0.00,
1.22 . 1.22.01 . 16.11 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,625000.00,625000.00,0.00,0.00,"Honor peserta Rapat Koordinasi50 orang x 12.500,00 = 625.000,00"
1.22 . 1.22.01 . 17 ,Program Peningkatan Partisipasi Masyarakat Dalam Membangun Desa,853465000.00,1056427400.00,202962400.00,23.78,
1.22 . 1.22.01 . 17.02 ,Pelaksanaan Musyawarah Pembangunan Desa ,40000000.00,40000000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kab. Bantul"
1.22 . 1.22.01 . 17.02 . 5.2.1 ,Belanja Pegawai ,23400000.00,23400000.00,0.00,0.00,
1.22 . 1.22.01 . 17.02 . 5.2.1.01 ,Honorarium PNS ,23400000.00,23400000.00,0.00,0.00,
1.22 . 1.22.01 . 17.02 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,23400000.00,23400000.00,0.00,0.00,"Honorarium Panitia Pelaksana Kegiatan
Honor Tim Musrenbangdes1 bjj x 22.650.000,00 = 22.650.000,00
Honor panitia sosialisasi musrenbangdes10 OK x 75.000,00 = 750.000,00"
1.22 . 1.22.01 . 17.02 . 5.2.2 ,Belanja Barang dan Jasa ,16600000.00,16600000.00,0.00,0.00,
1.22 . 1.22.01 . 17.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1500000.00,1500000.00,0.00,0.00,
1.22 . 1.22.01 . 17.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1500000.00,1500000.00,0.00,0.00,"Belanja Alat Tulis Kantor1 pkt x 1.500.000,00 = 1.500.000,00"
1.22 . 1.22.01 . 17.02 . 5.2.2.03 ,Belanja Jasa Kantor ,800000.00,800000.00,0.00,0.00,
1.22 . 1.22.01 . 17.02 . 5.2.2.03.14 ,Belanja Dekorasi ,800000.00,800000.00,0.00,0.00,"Belanja Dekorasi  dan Spanduk
Belanja Dekorasi dan Spanduk4 pkt x 200.000,00 = 800.000,00"
1.22 . 1.22.01 . 17.02 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1000000.00,1000000.00,0.00,0.00,
1.22 . 1.22.01 . 17.02 . 5.2.2.06.01 ,Belanja Cetak ,500000.00,500000.00,0.00,0.00,"Belanja Cetak125 lb x 4.000,00 = 500.000,00"
1.22 . 1.22.01 . 17.02 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,500000.00,500000.00,0.00,0.00,"Belanja Foto Kopy Kegiatan
Belanja Foto copy  Kegiatan4,000 lb x 125,00 = 500.000,00"
1.22 . 1.22.01 . 17.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,6800000.00,6800000.00,0.00,0.00,
1.22 . 1.22.01 . 17.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1200000.00,1200000.00,0.00,0.00,"Belanja Makan dan Minum Rapat
 > Makan Minum Rakor / Evaluasi100 ok x 12.000,00 = 1.200.000,00"
1.22 . 1.22.01 . 17.02 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,5600000.00,5600000.00,0.00,0.00,"Belanja Makan Minum Kegiatan
 > Belanja Makan, Minum Rapat dalam rangka pebukaan Musrenbangdes200 ok x 17.500,00 = 3.500.000,00
 > Belanja Makan, Snack  dan Minum Sosialisasi Musrenbang Des120 Ok x 17.500,00 = 2.100.000,00"
1.22 . 1.22.01 . 17.02 . 5.2.2.15 ,Belanja Perjalanan Dinas ,5600000.00,5600000.00,0.00,0.00,
1.22 . 1.22.01 . 17.02 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,5600000.00,5600000.00,0.00,0.00,"Belanja Perjalanan Dinas Dalam Daerah 
Belanja Perjalanan Dinas Dalam Daerah  Golongan III140 ok x 40.000,00 = 5.600.000,00"
1.22 . 1.22.01 . 17.02 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,900000.00,900000.00,0.00,0.00,
1.22 . 1.22.01 . 17.02 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,900000.00,900000.00,0.00,0.00,"Honor Nara Sumber6 ok x 150.000,00 = 900.000,00"
1.22 . 1.22.01 . 17.05 ,Penunjang program nasional pemberdayaan masyarakat (PNPM),492100000.00,659350000.00,167250000.00,33.99,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.22 . 1.22.01 . 17.05 . 5.2.1 ,Belanja Pegawai ,86920000.00,127715000.00,40795000.00,46.93,
1.22 . 1.22.01 . 17.05 . 5.2.1.01 ,Honorarium PNS ,86920000.00,127715000.00,40795000.00,46.93,
1.22 . 1.22.01 . 17.05 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,86920000.00,127715000.00,40795000.00,46.93,"Honorarium Panitia Pelaksana Kegiatan
Honor Tim Pembina/Koordinasi PNPM MPd1 tahun x 45.720.000,00 = 45.720.000,00
Honor Tim Sekretariat 12 orang1 tahun x 15.240.000,00 = 15.240.000,00
Honor Panitia Lokakarya PNPM MPd8 ok x 70.000,00 = 560.000,00
Honor Panitia Bimtek peningk kualitas Pengawasan BPUPK bagi UPK12 70000 x 70.000,00 = 840.000,00
Honor Panitia Bimtek Peningkatan Kapasitas BKAD12 oh x 70.000,00 = 840.000,00
Honor Panitia Bimtek Kel SPP24 kali x 70.000,00 = 1.680.000,00
Honor Panitia Bimtek peningk kapasitas pengelolaan keuangan12 ok x 70.000,00 = 840.000,00
Honor Panita Bimtek Pelestarian Hasil PNPM MPd14 oh x 70.000,00 = 980.000,00
Honor Panitia Bimtek Peningk Kapasitas TPK12 oh x 70.000,00 = 840.000,00
Honor Panitia Bimtek Peningk. Kapasitas Lurah14 oh x 70.000,00 = 980.000,00
Honor Tim Penilai Kinerja UPK, TPK, kelompok SPP, BKAD14 oh x 150.000,00 = 2.100.000,00
Honor Tim Uji Petik Penilaian Kinerja UPK, BPUPK, Kel SPP, BKAD21 oh x 150.000,00 = 3.150.000,00
Honor Pemandu study banding6 ok x 200.000,00 = 1.200.000,00
Honor TimMonev Kinerja perkembangan UPK102 ok x 50.000,00 = 5.100.000,00
Honor Tim Pelaksana Expo Jambore UPK Kegiatan PNPM MPd13 org x 200.000,00 = 2.600.000,00
Honor Tim Penilai Lomba Stand dan Kelompok SPP5 org x 250.000,00 = 1.250.000,00
Honor Keamanan Expo Kegiatan PNPM MPd10 oh x 100.000,00 = 1.000.000,00
Honor Petugas Keamanan Jalan Expo Keg PNPM MPd40 org x 50.000,00 = 2.000.000,00
Honor Tim Pembina Tk.Kabupaten1 BJJ x 9.000.000,00 = 9.000.000,00
Honor Tim Pengendali dan satker Tk.Kabupaten1 BJJ x 15.000.000,00 = 15.000.000,00
Honor Tim Pelaksana tk.Kecamatan1 OB x 2.250.000,00 = 2.250.000,00
Honor Pelaksana tk.Desa18 ob x 125.000,00 = 2.250.000,00
Honor Koordinasi pedukuhan147 ob x 75.000,00 = 11.025.000,00
Honor Panitia sosialisasi MP3KI1 BJJ x 520.000,00 = 520.000,00
Honor Pemandu studi banding3 org x 250.000,00 = 750.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2 ,Belanja Barang dan Jasa ,405180000.00,531635000.00,126455000.00,31.21,
1.22 . 1.22.01 . 17.05 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,44410000.00,64215000.00,19805000.00,44.60,
1.22 . 1.22.01 . 17.05 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,44410000.00,64215000.00,19805000.00,44.60,"Belanja Alat Tulis Kegiatan
Belanja ATK (Tas, agenda,bolpoin) Peserta Lokakarya PNPM MPd125 set x 70.000,00 = 8.750.000,00
Belanja Alat Tulis Peserta Bimtek Peningk kualitas Pengawasan BPUPK bagi UPK51 set x 30.000,00 = 1.530.000,00
Belanja Alat Tulis Peserta Bimtek Peningk. Kapasitas BKAD51 set x 30.000,00 = 1.530.000,00
Belanja Alat Tulis Peserta Bimtek Kel SPP240 set x 30.000,00 = 7.200.000,00
Belanja ATK Peserta Bimtek Peningk Kapasitas Pengel Keu68 set x 30.000,00 = 2.040.000,00
Belanja Alat Tulis Peserta Bimtek Pelestarian Hasil PNPM MPd75 set x 30.000,00 = 2.250.000,00
Belanja ATK Bimtek Peningk Kapasitas TPK50 set x 30.000,00 = 1.500.000,00
Belanja ATK peserta keg. BKAD4 pkt x 200.000,00 = 800.000,00
Belanja ATK peserta Bimtek Peningk Kapasitas Lurah75 set x 30.000,00 = 2.250.000,00
Belanja ATK Kegiatan1 ls x 9.600.000,00 = 9.600.000,00
Belanja ATK(tas, agenda, bolpoin) study banding58 org x 120.000,00 = 6.960.000,00
Belanja ATK ( Tas, Buku agenda, bolpoin) sosialisasi MP3KI70 set x 140.000,00 = 9.800.000,00
Belanja ATK ( Tas, Buku agenda, bolpoin) studi banding MP3KI60 set x 140.000,00 = 8.400.000,00
Belanja ATK kegiatan1 LS x 1.605.000,00 = 1.605.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.02 ,Belanja Bahan/Material ,35100000.00,35600000.00,500000.00,1.42,
1.22 . 1.22.01 . 17.05 . 5.2.2.02.07 ,Belanja Cindera Mata ,35100000.00,35600000.00,500000.00,1.42,"Belanja Cinderamata study banding1 lb x 600.000,00 = 600.000,00
Belanja Cindera mata Juara UPK, BPUPK, Kelmpok SPP,BKAD, terbaik I, II, III4 paket x 5.000.000,00 = 20.000.000,00
Belanja Cenderamata Juara Lomba Stand dan Kel SPP1 ls x 5.000.000,00 = 5.000.000,00
Belanja DOOR Prize /Senam Masal1 ls x 9.500.000,00 = 9.500.000,00
Belanja cinderamata study banding MP3KI1 LS x 500.000,00 = 500.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.03 ,Belanja Jasa Kantor ,11350000.00,11950000.00,600000.00,5.29,
1.22 . 1.22.01 . 17.05 . 5.2.2.03.13 ,Belanja Dokumentasi ,2300000.00,2600000.00,300000.00,13.04,"Belanja Dokumentasi12 paket x 150.000,00 = 1.800.000,00
Belanja Publikasi dan Dokumentasi expose Jambore UPK keg PNPM5 pkt x 100.000,00 = 500.000,00
Biaya dokumentasi MP3KI2 paket x 150.000,00 = 300.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.03.14 ,Belanja Dekorasi ,9050000.00,9350000.00,300000.00,3.31,"Belanja Dekorasi12 paket x 150.000,00 = 1.800.000,00
Belanja Dekorasi Keg Expose PNPM MPd17 ls x 150.000,00 = 2.550.000,00
Dekorasi spanduk jalan25 unit x 150.000,00 = 3.750.000,00
Dekorasi panggung1 ls x 950.000,00 = 950.000,00
Belanja Dekorasi MP3KI2 paket x 150.000,00 = 300.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,0.00,5600000.00,5600000.00,0.00,
1.22 . 1.22.01 . 17.05 . 5.2.2.05.03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,0.00,5600000.00,5600000.00,0.00,"Belanja BBM1 LS x 5.600.000,00 = 5.600.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,35867500.00,42967500.00,7100000.00,19.80,
1.22 . 1.22.01 . 17.05 . 5.2.2.06.01 ,Belanja Cetak ,4880000.00,7880000.00,3000000.00,61.48,"Belanja Cetak
Buku petunjuk Teknis125 bk x 25.000,00 = 3.125.000,00
Blangko Kop PMD8 bk x 80.000,00 = 640.000,00
Blangko SPPD8 bk x 80.000,00 = 640.000,00
Bend 2620 bk x 15.000,00 = 300.000,00
Amplop Besar kop PMD5 bk x 35.000,00 = 175.000,00
Belanja Cetak MP3KI1 LS x 3.000.000,00 = 3.000.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,30987500.00,35087500.00,4100000.00,13.23,"Belanja Penggandaan/Fotocopy
penggandaan laporan bimtek, bulanan, akhir tahun54 bk x 50.000,00 = 2.700.000,00
Belanja penggandaan materi peserta lokakarya125 bk x 20.000,00 = 2.500.000,00
Penggandaan materi peserta Bimtek peningk. kualitas UPK bagi BPUPK51 set x 20.000,00 = 1.020.000,00
Penggandaan materi bimtek Peningk Kapasitas BKAD51 set x 20.000,00 = 1.020.000,00
Penggandaan materi peserta Bimtek Kel SPP240 set x 20.000,00 = 4.800.000,00
Penggandaan Materi peserta Bimtek Peningk. Kapasitas Pengelolaan Keu68 set x 20.000,00 = 1.360.000,00
penggandaan materi peserta bimtek pelestarian hasil PNPM75 set x 20.000,00 = 1.500.000,00
Penggandaan Materi peserta bimtek peningk kapasitas TPK50 set x 20.000,00 = 1.000.000,00
Penggandaan materi keg. BKAD1 ls x 800.000,00 = 800.000,00
Penggandaan Materi Peserta Bimtek peningk Kapasitas Lurah75 set x 20.000,00 = 1.500.000,00
penggandaan materi penilaian kinerja UPK, TPK, Kel SPP (6 orangx 17 Kec)153 lbr x 20.000,00 = 3.060.000,00
Penggandaan Kegiatan PNPM MPd77,820 lbr x 125,00 = 9.727.500,00
Penggandaan laporan sosialisasi MP3KI3 bk x 100.000,00 = 300.000,00
Penggandaan materi peserta sosialisasi MP3KI70 set x 20.000,00 = 1.400.000,00
Fotocopi kegiatan1 LS x 2.400.000,00 = 2.400.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,0.00,14000000.00,14000000.00,0.00,
1.22 . 1.22.01 . 17.05 . 5.2.2.07.05 ,Belanja Sewa Kamar Hotel/Penginapan ,0.00,14000000.00,14000000.00,0.00,"Belanja Sewa kamar Hotel/Penginapan35 kamar x 400.000,00 = 14.000.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,4100000.00,16550000.00,12450000.00,303.66,
1.22 . 1.22.01 . 17.05 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,4100000.00,16550000.00,12450000.00,303.66,"Belanja Sewa Sarana Mobilitas Darat
Sewa Bus1 unit x 3.500.000,00 = 3.500.000,00
Sewa kendaraan angkut/pick up2 hr x 300.000,00 = 600.000,00
Sewa bus Studi banding MP3KI3 hari x 4.150.000,00 = 12.450.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,19825000.00,19825000.00,0.00,0.00,
1.22 . 1.22.01 . 17.05 . 5.2.2.10.01 ,Belanja Sewa Meja Kursi ,1625000.00,1625000.00,0.00,0.00,"Belanja Sewa Meja Kursi
Sewa Meja19 unit x 50.000,00 = 950.000,00
Sewa Kursi450 unit x 1.500,00 = 675.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.10.04 ,Belanja Sewa Generator ,2500000.00,2500000.00,0.00,0.00,"Belanja Sewa Lampu stan dan panggung
sewa lampu stand dan panggung100 hr x 25.000,00 = 2.500.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.10.05 ,Belanja Sewa Tenda/panggung/tikar/taman ,7700000.00,7700000.00,0.00,0.00,"Belanja Sewa Tenda30 unit x 150.000,00 = 4.500.000,00
sewa panggung160 paket x 20.000,00 = 3.200.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.10.06 ,Belanja Sewa Pakaian Adat/Tradisional ,4000000.00,4000000.00,0.00,0.00,"Belanja sewa pakaian adat/tradisional
sewa pakaian adat/tradisional50 pkt x 80.000,00 = 4.000.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.10.07 ,Belanja Sewa Sound System ,4000000.00,4000000.00,0.00,0.00,"Belanja Sewa Sound System
Sewa Sound system1 paket x 4.000.000,00 = 4.000.000,00"
1.22 . 1.22.01 . 17.05 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,96232500.00,127732500.00,31500000.00,32.73,
